 	questa	canzone	è	scritta	da	un	poeta	nostro	</S>
i	0.9890893	0.007848554	0.00201936	0.00091213896	0.00012576388	3.8744242e-06	5.627926e-07	3.1054407e-07	7.035239e-08
s	0.425561	0.57262874	0.001792734	1.9532333e-06	1.03877355e-05	4.825745e-06	3.0984762e-07	1.1759417e-08	5.661303e-08
o	0.84430635	0.14621294	0.0076618316	0.0015838369	0.00020159139	2.8612496e-05	3.4881332e-06	9.4122083e-07	4.1501545e-07
t	0.09827083	0.89523774	0.0064786547	3.918801e-06	7.946132e-06	8.2460565e-07	2.1270987e-08	4.1220436e-09	3.3700938e-09
r	0.4884116	0.46198002	0.03863403	0.009609134	0.0012571344	9.281815e-05	1.0855302e-05	2.8387888e-06	1.5599728e-06
a	0.8944718	0.068300545	0.030173643	0.005609584	0.0013812965	5.681998e-05	4.145927e-06	9.60136e-07	1.138612e-06
ù	0.06648983	0.8816586	0.051004276	0.0005732066	0.0002536358	1.9762268e-05	5.851638e-07	1.4620349e-07	5.0793066e-08
d	0.0006082616	0.8181161	0.17992231	0.00043614613	0.00055367197	0.00031505545	2.5152052e-05	8.628761e-06	1.4613628e-05
i	0.0004030719	0.055929568	0.28741273	0.55327886	0.06464135	0.024357088	0.009637546	0.003385356	0.0009543682
è	0.006846009	0.233859	0.7222736	0.021555446	0.013981469	0.001407142	5.1261522e-05	2.1109374e-05	5.010159e-06
n	0.0017680401	0.019329114	0.88995194	0.024601214	0.053579655	0.009807604	0.00058688474	0.0002688188	0.000106720305
g	1.5647873e-05	0.014966918	0.44349366	0.39911422	0.084078394	0.04131269	0.013607328	0.0011133245	0.0022978445
r	0.00012125921	6.348328e-05	0.020795746	0.8962899	0.07158023	0.006924412	0.0023968453	0.0014469496	0.00038121516
a	7.913787e-05	0.00017884819	0.026554666	0.89853203	0.06535616	0.00685338	0.0011804476	0.00069285434	0.0005724736
m	0.0012691693	0.0006727573	0.009309501	0.18293458	0.71878934	0.083061844	0.0033822025	0.000351919	0.00022873812
m	7.140906e-05	2.8948387e-05	0.0071613183	0.7981321	0.16979833	0.018750928	0.0034075496	0.0014696893	0.0011796836
è	6.0511225e-06	1.3466601e-05	0.0007830056	0.034153037	0.83688277	0.11889892	0.0055009658	0.0006134112	0.0031483164
n	0.051318657	0.06852632	0.0015548525	0.20652801	0.4902311	0.16014011	0.010286248	0.008697815	0.002716857
o	4.605671e-06	3.4701516e-05	0.0032951415	0.87039167	0.09684955	0.018992146	0.006427451	0.002060258	0.0019444283
p	0.00016220906	7.102587e-05	0.00013454609	0.0018651544	0.51121926	0.43169603	0.05088585	0.0012599017	0.0027060409
u	7.4765696e-05	4.474344e-05	0.00045023396	0.08009261	0.3902079	0.2968681	0.110711254	0.065766	0.055784438
s	0.009740039	9.354843e-05	2.7658032e-05	0.0013969128	0.056396965	0.6178152	0.28722253	0.0022983106	0.025008872
s	2.1885991e-05	7.765665e-06	5.2424915e-05	0.026778825	0.42430225	0.2884453	0.121306606	0.06512746	0.073957466
è	8.867286e-06	1.7268922e-06	6.529715e-06	0.0015635749	0.05633037	0.379556	0.3336861	0.08802528	0.14082158
n	0.00010706533	6.493358e-05	7.563927e-05	0.0004076024	0.015929656	0.35148975	0.5714629	0.017483128	0.042979322
a	8.411125e-06	8.17001e-06	1.430977e-05	0.00043022842	0.020200877	0.20921311	0.5419107	0.09377296	0.1344412
p	0.0004320045	0.00020621961	0.00018020377	0.0006003374	0.0031256573	0.067599595	0.76370215	0.025191609	0.13896222
o	8.823429e-05	1.744782e-05	2.4014857e-05	0.00081889215	0.0016703265	0.017019855	0.18651673	0.43277442	0.36107004
è	0.0038705945	0.00071456644	0.000511717	0.0023473566	0.001516863	0.01153001	0.57162076	0.022893542	0.38499457
t	0.0018711657	0.0037944356	0.00067822536	0.00048417549	0.0025100028	0.034795683	0.63911015	0.042071633	0.27468446
a	1.21967305e-05	1.8692603e-05	2.8696397e-06	1.5385533e-05	6.0434795e-05	0.011477055	0.5534529	0.067769505	0.367191
d	0.0075855544	0.01048954	0.0078061596	0.0075495993	0.010408168	0.015799344	0.22674863	0.07861643	0.63499653
i	0.00015299287	2.3560786e-05	8.964491e-06	0.00015214286	0.00010696648	0.00048020133	0.025927385	0.5425546	0.43059322
k	0.034408953	0.014168243	0.016381087	0.05004201	0.015252086	0.0071270806	0.12740734	0.04142959	0.69378364
ò	0.000106319174	2.12432e-05	9.963136e-06	7.360526e-05	6.522607e-05	0.0002565746	0.015636137	0.5688577	0.41497323
m	0.028743356	0.03133146	0.020694535	0.025449812	0.03331351	0.032507434	0.10910045	0.13505915	0.5838003
m	3.722942e-05	5.5161167e-05	8.9556415e-05	0.00012687183	0.000102172715	0.00080581487	0.09335385	0.5230161	0.38241327
a	0.00024150692	8.66474e-05	0.0004905577	0.0007485907	0.0023962487	0.0009881039	0.0072152964	0.65325975	0.3345733
</S>	0.05499982	0.040180903	0.0548924	0.11630345	0.15544017	0.13512269	0.1308795	0.044912245	0.2672688
