 	quando	io	divento	vecchia	vendo	la	casa	vendo	la	casa	a	Trieste	vengo	e	abito	a	Martano	</S>
m	0.9726855	0.021359425	0.0026887483	0.00037813338	0.0027178181	0.0001239848	1.40477305e-05	2.5120431e-05	4.9337195e-06	1.0105466e-06	2.9021868e-07	2.6127816e-07	2.7276005e-07	2.3066512e-07	1.7155118e-07	2.0196085e-08	3.417191e-08	2.5965795e-08
ò	0.8330675	0.15385221	0.011912451	0.0008974303	0.00017819606	6.362168e-05	1.3611336e-05	7.0298743e-06	4.8946863e-06	1.3787992e-06	5.6099634e-07	1.6982882e-07	4.9617984e-07	3.555112e-07	1.566767e-07	1.7327347e-08	3.5661918e-09	1.30849065e-08
t	0.9508245	0.047703948	0.0014573886	1.346958e-05	2.4526804e-07	1.6534418e-07	2.8150492e-07	1.300302e-08	9.473559e-09	1.4757133e-08	6.0315304e-09	5.0050666e-09	7.831716e-09	7.78179e-09	1.6868347e-09	1.1882634e-09	8.8440553e-11	8.22623e-10
t	0.074566565	0.28127617	0.5834023	0.058355387	0.0014537666	0.00042633066	0.00038208105	7.232306e-05	2.0643585e-05	1.6032533e-05	1.368957e-05	5.86959e-06	4.644922e-07	2.0539887e-06	6.4267886e-07	7.151463e-07	2.4374744e-06	2.578066e-06
i	0.008046848	0.8809133	0.06347171	0.018379807	0.027308725	0.0015961953	0.00011607956	0.0001316222	3.000983e-05	2.4423298e-06	5.305981e-07	1.8383135e-07	1.3644162e-06	5.465876e-07	4.2598217e-07	1.45284e-08	4.435142e-08	1.2081321e-07
i	0.013539649	0.9599227	0.02613153	0.00038680233	1.5145265e-05	2.844026e-06	1.1679599e-06	6.046726e-08	2.0760066e-08	1.4501462e-08	3.395186e-09	2.5439926e-09	5.531529e-09	3.3526815e-09	1.1590756e-09	1.9444872e-10	3.7605048e-11	7.4699935e-10
v	0.0023079722	0.97686565	0.020754198	6.171622e-05	9.772107e-06	4.5147985e-07	2.3177222e-07	3.7361467e-08	1.1803649e-08	8.637101e-09	2.313621e-09	1.6003076e-09	4.476128e-09	3.83604e-09	8.1259743e-10	1.4681151e-10	1.1716354e-11	2.3427948e-10
ò	0.000620638	0.644352	0.26824507	0.08250982	0.002566303	0.0012812972	0.00018802019	0.00010013629	7.0271155e-05	2.2067434e-05	1.1262132e-05	2.4147637e-06	1.2501688e-05	1.2315875e-05	3.231594e-06	1.3153003e-06	3.7339558e-07	1.0901687e-06
e	0.009241582	0.9154294	0.07031375	0.004650492	0.00024641395	0.000104974104	1.1433905e-05	1.2714386e-06	4.2302807e-07	9.497925e-08	2.0126166e-08	9.487889e-09	4.9056833e-08	1.6852164e-08	1.1469009e-08	1.21746e-09	1.8568866e-09	6.7464123e-09
g	0.00074513745	0.96962297	0.029085208	0.00051344535	2.714199e-05	3.5665312e-06	1.9857248e-06	1.8164526e-07	6.7580565e-08	6.96106e-08	1.7338028e-08	1.6165659e-08	2.4034444e-08	2.1395481e-08	3.6914791e-09	7.8312107e-10	3.687689e-11	7.8067525e-10
h	1.7381444e-05	0.16241696	0.50654507	0.3072281	0.012156461	0.008957767	0.0010859255	0.0007897489	0.00044884745	9.2533606e-05	6.646311e-05	1.7813805e-05	4.9195154e-05	5.201418e-05	3.4520875e-05	1.537281e-05	1.08258655e-05	1.4975084e-05
è	0.0001288668	0.010683687	0.1576483	0.33987436	0.3178236	0.11625741	0.020871297	0.017065223	0.008571822	0.0030922575	0.0016546736	0.0010657916	0.0018631375	0.0013024298	0.0011538756	0.00037019906	0.00025480826	0.00031830842
n	0.033086866	0.47011158	0.20714393	0.24253069	0.03387353	0.011356776	0.0015867007	0.00022637905	5.7586192e-05	1.3786854e-05	2.4178955e-06	2.1720557e-06	4.371034e-06	1.5484538e-06	1.0133938e-06	8.068034e-08	5.3168723e-08	5.003838e-07
