 	pure	che	ti	ho	visto	una	volta	solamente	non	ti	dimentico	mai	</S>
p	0.9755529	0.013870574	0.0084823975	0.0015212669	0.00043819717	1.8422978e-05	0.00010048418	1.4346448e-05	3.7212845e-07	7.846947e-07	1.0115495e-07	6.2391116e-08	5.826461e-08
ù	0.9633002	0.035372026	0.0011379817	0.00013607608	4.3309577e-05	4.486754e-06	3.737222e-06	2.0215903e-06	1.626597e-07	5.796924e-08	7.763961e-09	1.0863791e-09	4.8758855e-09
r	0.97002643	0.029843802	0.00012141182	6.3105977e-06	1.4211043e-06	4.3947162e-07	2.3096439e-07	9.72722e-09	3.6449272e-08	3.5504744e-09	5.051933e-09	4.1720763e-10	1.4149963e-09
u	0.53504986	0.36352327	0.081020854	0.01454849	0.0039572814	0.0010739847	2.707335e-05	0.0007381036	2.8696402e-05	1.6251472e-05	1.9318832e-06	2.7090175e-06	1.1492915e-05
k	0.06674523	0.88959783	0.041243985	0.002052219	0.00028272867	6.669537e-05	8.040913e-06	1.0617441e-06	1.6380129e-06	1.5138592e-07	1.5026028e-07	2.8667856e-08	1.5673069e-07
a	0.038107038	0.585184	0.2013259	0.13457754	0.028487362	0.004531859	0.0007214822	0.00650454	0.00031086133	0.00019252107	1.426286e-05	1.0226584e-05	3.243122e-05
s	0.020943096	0.91214865	0.06307976	0.0029608554	0.000718667	0.00010947547	3.3666172e-05	2.731131e-06	2.485886e-06	2.226113e-07	3.050182e-07	1.3937548e-08	5.0391712e-08
ì	0.0065808115	0.8088286	0.13537103	0.033880107	0.011477926	0.0011967233	0.0009979277	0.001526836	9.089637e-05	3.124563e-05	4.0809755e-06	1.2948693e-06	1.2512307e-05
t	0.010990103	0.18277776	0.7593342	0.03807416	0.0074731302	0.0011898426	9.266224e-05	5.6200883e-05	7.92925e-06	2.0752102e-06	1.2258274e-06	1.7725337e-07	5.359622e-07
a	0.00085990946	0.6744157	0.21482952	0.07738053	0.022801595	0.004454029	0.00035318828	0.0045508775	9.3118455e-05	0.00014181709	8.467723e-06	1.5238006e-05	9.600794e-05
m	0.0012776712	0.0074045304	0.781122	0.15116647	0.049404413	0.00732421	0.0019636618	0.00026892958	4.6473797e-05	1.2820836e-05	5.097724e-06	7.009869e-07	2.9853302e-06
i	0.0023942604	0.025760224	0.5881974	0.26645792	0.09140896	0.007350343	0.0077091786	0.009771811	0.0006802577	0.00018643629	2.1711498e-05	6.5555573e-06	5.494599e-05
a	0.03040867	0.0014168221	0.5080258	0.31904578	0.12706043	0.0063447533	0.0074394285	0.00019034621	5.152333e-05	6.2839476e-06	5.938196e-06	7.8682234e-07	3.4850777e-06
f	0.0015901865	0.0002222226	0.016720802	0.41883713	0.38298285	0.10336086	0.06814326	0.0046709124	0.0028519896	0.0004076594	0.00014657219	9.482989e-06	5.6123725e-05
