 	se	avevo	visto	nuvole	avevo	capito	che	stava	per	piovere	</S>
a	0.986007	0.01388683	9.2391216e-05	1.1129335e-05	2.3536559e-06	3.832185e-07	4.54072e-08	5.9763963e-09	1.0832754e-09	9.0529345e-10	9.489385e-10
n	0.0020306983	0.99066305	0.007298013	7.882281e-06	3.35038e-07	1.8180497e-08	1.2351147e-08	2.0662778e-09	4.252934e-10	2.6546906e-10	2.9062033e-09
e	0.05148322	0.90248954	0.04366367	0.0018823646	0.00042475623	4.1839612e-05	1.3420655e-05	9.3561033e-07	9.4999024e-08	3.5529766e-08	6.316265e-08
v	0.00017851061	0.8532472	0.14646688	0.00010049308	3.9312713e-06	2.9477378e-06	4.101844e-08	3.4961594e-09	1.1980189e-10	2.663751e-11	1.5864392e-10
ò	0.036435936	0.53822404	0.30631074	0.100519456	0.01694317	0.0008714275	0.0006366999	4.1197112e-05	5.723862e-06	3.216306e-06	8.344707e-06
ì	0.0002450053	0.15563945	0.83901834	0.00464568	0.0004337905	1.5921974e-05	1.6034513e-06	1.16488636e-07	1.5256976e-08	1.8970665e-09	1.0614217e-08
c	0.00017743908	0.07373949	0.92122436	0.004198229	0.00039524352	0.00022678038	2.627816e-05	8.072508e-06	8.874902e-07	4.0527505e-07	2.8720099e-06
h	0.006405072	0.06048355	0.57059073	0.23600017	0.09106091	0.021484852	0.007903831	0.0040817456	0.0009868785	0.0004955678	0.0005067242
a	0.33070993	0.03150149	0.35966244	0.23257191	0.040373024	0.003019159	0.0018762606	0.00019505793	3.593518e-05	2.357761e-05	3.118906e-05
d	0.0001593499	0.0038970406	0.95213366	0.041466936	0.0015513625	0.0007313132	5.7703957e-05	2.0894076e-06	1.1886679e-07	3.214152e-08	4.1794928e-07
ò	0.0085319895	0.003008525	0.27167916	0.58478004	0.120063186	0.006524246	0.0048116683	0.00042351263	6.0238388e-05	4.0916984e-05	7.656878e-05
n	0.002927804	0.011612324	0.76152503	0.20238988	0.01876874	0.0025258763	0.00023958071	8.826226e-06	6.1745317e-07	1.8851345e-07	1.155955e-06
t	0.0005010998	0.0048920647	0.45026442	0.4318282	0.09758187	0.009925822	0.0040413863	0.0006533118	9.974586e-05	6.2477615e-05	0.000149581
a	0.012492084	0.00063384336	0.057967104	0.7587686	0.15228534	0.01178363	0.0052479273	0.00040583694	0.00011243319	9.171526e-05	0.00021150014
s	0.00850256	0.0048927385	0.014865853	0.79911953	0.09822048	0.06905627	0.005137124	0.0001805032	9.789255e-06	1.4855435e-06	1.36234785e-05
ì	0.0013841516	3.6069603e-05	0.009043017	0.6958602	0.26356897	0.017764837	0.011008998	0.0008192198	0.00015820893	9.5995e-05	0.00026031907
n	0.11863939	0.0035229549	0.0014845459	0.480173	0.26601005	0.12064325	0.009068278	0.00038796748	3.268374e-05	9.036046e-06	2.8747732e-05
d	4.251124e-05	5.9038124e-05	0.01933094	0.69225013	0.23412724	0.035215493	0.01348623	0.0034311966	0.00075998163	0.000495126	0.0008020854
e	0.00042428714	8.233296e-05	0.000106722706	0.33066896	0.48241797	0.10526085	0.061841905	0.010452954	0.0036429788	0.0023791695	0.0027219884
k	0.0073792445	0.0007087294	0.00013004753	0.08243868	0.3339368	0.5277235	0.045635723	0.001805854	0.000112147536	1.4732204e-05	0.000114428185
a	0.00093155727	0.00010226564	0.00022862434	0.32245767	0.55608886	0.063070685	0.045577604	0.0068817274	0.0013798255	0.0012989931	0.0019821115
ì	0.031110022	0.0045408467	8.162244e-05	0.028631402	0.42480916	0.46983805	0.03929616	0.001477037	0.00010309919	2.056434e-05	9.196472e-05
c	0.0027893803	8.0769365e-05	4.4632914e-05	0.0030246575	0.19519219	0.680696	0.1067709	0.009425865	0.0008566724	0.0001531582	0.0009657793
h	1.5150501e-06	4.8046822e-06	6.320181e-05	0.026104327	0.32357204	0.37147492	0.1218867	0.09890945	0.02522832	0.016897047	0.015857736
a	0.0001747719	0.00031087545	6.069531e-05	0.0042952616	0.1537193	0.32127807	0.35928014	0.08282892	0.030431153	0.022321012	0.025299773
a	0.000677718	0.00028708047	3.3299042e-05	0.00022965582	0.015172306	0.69913083	0.2657897	0.016273566	0.0012530625	0.00017802806	0.0009746769
n	0.00032041554	3.371176e-05	8.9827545e-06	1.817046e-05	0.0077322945	0.6996274	0.2599249	0.028210072	0.002210279	0.00026135598	0.0016524573
o	0.00026334435	7.3135443e-06	2.223331e-06	0.00046490866	0.26667574	0.29702598	0.29734	0.073185265	0.022345675	0.017381664	0.025307931
ì	0.00016866904	7.6166754e-05	7.781116e-06	3.0303976e-05	0.0057756756	0.59385014	0.31054825	0.07310562	0.009636363	0.0019162176	0.0048848125
s	4.2581418e-05	2.867021e-05	1.8832927e-05	2.4403807e-05	0.0039779716	0.35531047	0.44190857	0.1458589	0.026521012	0.0059609115	0.020347672
o	8.9451385e-07	8.894541e-07	6.186637e-06	0.0001115401	0.024469549	0.36567277	0.21530318	0.21652527	0.07173293	0.049843524	0.056333255
n	8.4646555e-05	0.00011114278	4.5266228e-05	6.945553e-05	0.0027239854	0.11447738	0.4643082	0.28385678	0.06606149	0.016999098	0.05126253
t	4.1481017e-05	5.018722e-06	1.1935297e-06	3.7744623e-05	0.008164651	0.09723695	0.37227982	0.23556638	0.10833609	0.082049005	0.096281715
a	3.9145652e-06	3.7448618e-07	1.03072416e-07	3.7886455e-06	0.0008038979	0.016256053	0.14861113	0.27385327	0.20886815	0.1584639	0.19313537
k	3.341945e-05	9.814807e-05	5.4132874e-05	0.00020306926	0.0046880683	0.08602132	0.35931543	0.3464121	0.102957964	0.030260552	0.06995578
a	0.00014852652	1.6364482e-05	4.105053e-06	5.0897994e-05	0.0012959959	0.0047896435	0.0800481	0.23121372	0.18997402	0.2203666	0.272092
ì	0.0001694353	0.00089063187	0.00012408476	0.00020037565	0.0013566508	0.01308794	0.043763775	0.40154094	0.2783022	0.116680466	0.14388342
c	3.244581e-05	9.842505e-05	0.00010697825	6.6417466e-05	0.0012072712	0.01963865	0.063379586	0.381021	0.24755186	0.1024638	0.18443361
h	3.8841014e-07	2.571514e-06	5.0419898e-05	4.8755803e-05	0.00024113982	0.0034562133	0.03299554	0.34881508	0.18967207	0.21401215	0.21070565
e	2.051167e-05	1.6528433e-05	1.5657166e-05	8.456228e-05	0.000117872274	0.0001275836	0.0021098356	0.018360917	0.1319243	0.47081447	0.37640774
n	0.00015953029	0.0012333902	0.0008815786	0.00126275	0.009027296	0.018975412	0.017725565	0.026936753	0.09102337	0.38081673	0.4519577
a	2.5615143e-05	4.715245e-06	8.2118913e-07	1.8273375e-06	4.33955e-05	0.00015607243	0.00222433	0.07315216	0.22610633	0.3893719	0.3089128
v	0.00017422346	0.0009577997	0.00068780134	0.00088971446	0.00085565617	0.0025808066	0.0026983758	0.047239542	0.19249824	0.4805336	0.27088413
r	0.00024763757	3.0477882e-05	5.645837e-06	1.662223e-05	0.0003313624	0.0003443725	0.0044209645	0.042367313	0.13224497	0.35284635	0.46714422
è	3.372474e-06	7.870752e-07	8.061245e-07	6.867012e-06	7.497164e-05	7.7776676e-05	0.00042282033	0.0018022407	0.029443761	0.52511734	0.44304922
t	0.0010585123	0.013755145	0.0020469155	0.0070849187	0.03128005	0.03214937	0.016715275	0.008787238	0.024469802	0.49741545	0.36523744
s	2.8954803e-06	1.3857892e-06	1.8442535e-06	5.328489e-06	3.9317423e-05	0.00012170964	0.0009845718	0.015099058	0.12789723	0.4672196	0.388627
i	6.466707e-06	9.2782267e-07	3.3721133e-07	1.3614446e-06	2.2268954e-05	3.0284014e-05	0.00023669	0.0024287172	0.0366398	0.5747532	0.3858799
</S>	0.00010192922	0.0008560171	0.00081617717	0.0014341414	0.008570501	0.02072587	0.013678259	0.0155520635	0.033424843	0.45852146	0.44631875
