 	le	ragazze	vogliono	guardate	</S>
t	0.98155135	0.017258251	0.0009657869	0.00021235159	1.2223031e-05
a	0.98593557	0.013472298	0.0005458058	3.9244067e-05	7.079487e-06
k	0.90591127	0.09370764	0.00036707008	3.3161132e-06	1.0666371e-05
o	0.64360046	0.34120932	0.014109188	0.00076660735	0.00031442725
r	0.11103728	0.8872665	0.0016827141	3.2315809e-06	1.0215388e-05
à	0.28269514	0.67569375	0.039374847	0.0012227462	0.0010135154
s	0.0028815058	0.8908379	0.103451364	0.00035855136	0.002470615
i	0.041365426	0.77394557	0.16544451	0.0157289	0.003515516
a	0.0019863625	0.72819376	0.26334676	0.0034683025	0.0030048108
t	0.0026918803	0.18800984	0.7768187	0.025779895	0.0066996673
è	0.00021891025	0.02294788	0.86796594	0.09296143	0.015905812
l	0.0004106633	0.0025663322	0.97548443	0.009117044	0.012421654
o	0.00013227492	0.07103453	0.80289274	0.09430527	0.031635158
n	0.004358603	0.0035960104	0.83225197	0.11192859	0.047864802
e	7.0293204e-06	0.00016304964	0.79792273	0.16476339	0.037143797
k	0.008230211	0.00078367617	0.5233222	0.26461285	0.20305102
a	5.4087708e-05	0.00078016875	0.26056966	0.6245712	0.11402482
n	0.032982185	0.0030659346	0.2058652	0.50923026	0.24885638
o	1.0173195e-05	1.8882814e-05	0.10092122	0.5190891	0.37996066
n	0.004943223	0.00035081376	0.016147355	0.507994	0.47056466
i	1.2551232e-05	1.2909256e-05	0.015410443	0.7114163	0.27314776
m	0.024167895	0.0015931427	0.007128771	0.44163746	0.52547276
m	1.8844548e-05	2.8383925e-05	0.0055965167	0.7973584	0.19699787
è	1.1644511e-06	2.6089394e-06	0.00039304726	0.023585143	0.9760181
n	0.23263748	0.102494165	0.023029177	0.1721799	0.46965924
a	2.077187e-05	1.7858787e-05	0.00054683106	0.95087004	0.048544455
</S>	0.019127991	0.0017731162	0.01612435	0.1891803	0.7737943
