 	è	che	stanno	ancora	svegli	</S>
è	0.9828767	0.01544864	0.00087816763	0.00073101954	6.217409e-05	3.274918e-06
n	0.871908	0.0987867	0.029239524	5.5479955e-05	5.0291437e-06	5.2115834e-06
a	0.4784745	0.47339147	0.047250923	0.0006189832	0.00017744317	8.677622e-05
s	0.123443164	0.4840856	0.39038107	0.0018302532	0.00012409323	0.00013580517
t	0.0030465445	0.838798	0.15647489	0.0015456476	0.000119030796	1.5897538e-05
a	0.0035993617	0.9313163	0.061244935	0.0035124102	0.0003147938	1.231133e-05
t	0.0007825955	0.047729235	0.94560015	0.0053436244	0.0004744695	6.996463e-05
ù	8.3232124e-05	0.2688905	0.6691979	0.06027763	0.0012129846	0.0003377514
n	0.0055158604	0.015713735	0.758624	0.16109347	0.05791137	0.0011415669
e	0.00024371904	0.19236082	0.72322845	0.07492199	0.0074381735	0.0018068746
a	0.009665888	0.016064286	0.49613607	0.39951745	0.06569494	0.012921318
n	0.021622289	0.017746568	0.21172363	0.5903915	0.13475183	0.023764204
k	3.7721533e-05	0.0019242312	0.018842807	0.8843608	0.077352	0.01748231
ò	2.6187365e-05	5.639595e-05	0.0008510027	0.34887248	0.20718561	0.44300833
r	0.002469435	6.752048e-05	0.00084673066	0.6767637	0.20549436	0.11435828
a	0.00023724014	0.0007218107	0.009118978	0.85173094	0.12613477	0.012056307
a	0.00565671	0.00020429504	0.00032677682	0.038190823	0.8584078	0.09721372
t	0.025510272	0.0010851594	0.0006185717	0.023452131	0.40886483	0.54046905
s	7.1396144e-06	2.9368299e-05	0.00020088471	0.22624093	0.55148816	0.22203353
ù	6.2420795e-06	1.4042664e-06	5.6997624e-06	0.03248389	0.16635646	0.8011463
n	0.0025372151	0.00013741494	0.00034867038	0.0070091113	0.61178476	0.3781828
n	4.3277396e-05	0.00020938294	0.00066246063	0.0505605	0.5308712	0.41765317
i	5.5767196e-06	1.922651e-06	3.040453e-06	0.013987707	0.39293537	0.5930664
t	0.0100122215	0.0004468696	0.00030531574	0.0030929514	0.056666	0.92947656
i	0.000100627905	8.5347565e-05	6.83906e-05	0.043298002	0.30976534	0.6466823
</S>	0.17066881	0.0035152975	0.0016585843	0.0037424716	0.012777573	0.8076372
