 	avete	cucinato	le	verdure	</S>
i	0.97753817	0.021640422	0.00061146583	0.00019938809	1.0550466e-05
m	0.9911622	0.008271871	0.00052891957	1.0242182e-07	3.6977588e-05
a	0.10366328	0.87897503	0.017210798	0.00013780652	1.3050039e-05
r	0.83013576	0.1583795	0.011312693	8.9403323e-07	0.00017122006
è	0.0072449283	0.9566371	0.03550198	0.00022498182	0.00039087387
t	0.00921241	0.8224855	0.15567635	9.128022e-06	0.012616617
s	0.012543048	0.7020446	0.26324186	0.0014449431	0.02072552
a	0.0019556493	0.8813488	0.11053119	0.0014299775	0.0047344076
t	0.0011661781	0.059314676	0.9016415	0.0001456191	0.037732016
o	0.00016146926	0.030521847	0.7943382	0.14727478	0.027703691
l	0.049374368	0.041939422	0.5081153	0.0034741308	0.3970968
a	0.00040031795	0.008082455	0.5619018	0.4000186	0.029596776
l	0.19048446	0.0029885385	0.05067699	0.0033166218	0.7525333
à	0.00015398585	0.0020409084	0.179413	0.75968796	0.05870416
c	0.0034393396	5.763659e-05	0.0030802358	0.00071309676	0.99270964
h	7.436373e-05	0.00076158915	0.11733825	0.8096015	0.07222425
a	3.5328983e-07	1.5491551e-06	0.00021848192	0.9648093	0.03497033
n	0.052855738	0.0016633914	0.000735144	0.025820434	0.9189253
a	1.2835721e-05	2.1670165e-05	3.0137391e-05	0.98769414	0.012241176
</S>	0.86990774	0.0091531165	0.0007840204	0.047870528	0.07228476
