 	ho	rotto	una	bottiglia	</S>
è	0.9964593	0.0029643863	0.00017512571	0.0003895986	1.1686079e-05
g	0.49925372	0.4983946	0.0023471627	2.1358048e-06	2.3591858e-06
l	0.2983003	0.6679457	0.028901685	0.00398624	0.0008661299
a	0.35940802	0.5960328	0.040212784	0.003551491	0.0007948437
s	0.013319581	0.92630655	0.0590036	0.00044389538	0.0009263917
a	0.0699143	0.23320766	0.6507964	0.04284411	0.0032375653
m	0.0011400532	0.12453625	0.872781	0.0006542293	0.00088845706
i	0.005535217	0.036174823	0.8798324	0.06339912	0.01505841
a	0.002116892	0.14809279	0.8446881	0.0014851	0.0036170746
b	0.00039590342	0.0070997486	0.86979526	0.11173798	0.01097113
u	0.003789625	0.0005198675	0.21738712	0.63053983	0.14776354
t	0.03874404	0.059084058	0.7491099	0.054630477	0.09843141
t	0.0002228939	0.0004504273	0.22327463	0.38579574	0.3902563
ì	8.0802194e-05	1.1942308e-05	0.0015261822	0.30984443	0.68853664
g	0.026193736	0.00071367424	0.0010002758	0.27376854	0.69832385
l	1.1139752e-05	0.00010660554	0.0022892433	0.940327	0.057266027
i	2.7516293e-05	3.7963955e-06	3.0341505e-05	0.9732088	0.026729634
a	0.22277232	0.009153642	0.00077839196	0.39818054	0.36911505
</S>	0.58604974	0.013188646	0.00074266444	0.05499831	0.34502065
