 	il	cibo	vuole	mangiato	appena	lo	cucini	che	è	più	saporito	</S>
o	0.96906865	0.026889341	0.0026544149	0.0011207389	0.0002379655	2.4012723e-05	3.642669e-06	1.069468e-06	1.3550753e-07	5.161294e-08	5.8295903e-08	1.7197138e-08
m	0.76488626	0.23227727	0.0024540692	0.00037271337	8.577261e-06	4.324971e-07	2.437699e-07	8.112535e-08	1.7286682e-07	3.8714237e-08	3.2529165e-08	1.3279089e-08
a	0.23533773	0.7482977	0.015349356	0.00080358674	0.00018152125	2.0854079e-05	2.8385748e-06	5.4561197e-06	6.512392e-07	1.2491635e-07	8.303398e-09	7.3815094e-08
r	0.11030337	0.88167876	0.007892915	0.00012278976	1.8014206e-06	3.345616e-07	1.4491333e-07	1.6353093e-08	6.8911854e-09	5.595678e-10	4.2466333e-11	1.791733e-10
ì	0.10931566	0.8026252	0.07184075	0.01289385	0.0027822787	0.00042936747	3.436337e-05	6.503557e-05	6.8292125e-06	4.686461e-06	2.1891589e-07	1.7581439e-06
o	0.004921509	0.84260714	0.14339197	0.00867591	0.00027469674	0.00010731918	1.8875986e-05	1.9671497e-06	5.523022e-07	1.5351247e-07	3.455342e-09	9.69498e-09
t	0.001948063	0.9326514	0.06010923	0.00497816	0.00028142365	1.9900326e-05	9.816554e-06	1.3516021e-06	4.2855643e-07	6.754975e-08	3.1160948e-08	3.6915853e-08
è	0.0006136512	0.20981877	0.6662255	0.08191123	0.033158567	0.006338051	0.000509411	0.00120037	0.00011273782	7.58195e-05	1.839061e-05	1.750809e-05
l	0.0016080725	0.02293636	0.816765	0.15451615	0.0036259766	0.00046788988	7.247379e-05	6.8157506e-06	9.577706e-07	2.868829e-07	7.418994e-08	7.317527e-08
i	0.000495395	0.07988552	0.7524143	0.12160416	0.03315414	0.005111047	0.0005023232	0.0025100932	0.0016177644	0.0008620952	0.0016336681	0.00020959297
f	0.004525882	0.018621523	0.4458289	0.47060725	0.0532521	0.0047268234	0.0020625056	0.00030523844	5.4436878e-05	1.0507748e-05	1.3098903e-06	3.4885961e-06
a	7.9905825e-05	0.0012304557	0.53727543	0.26916665	0.15505233	0.02955384	0.0018266196	0.0046049966	0.0004660859	0.0003613957	0.00021614773	0.00016615319
m	0.0127583435	0.0027191553	0.12130891	0.69269663	0.14949118	0.015433923	0.0049672155	0.0005265108	7.2882336e-05	2.056176e-05	2.067296e-06	2.6735684e-06
è	5.089457e-05	0.0008016379	0.16547145	0.43040085	0.32948875	0.060977492	0.0037026235	0.0069974903	0.0007670613	0.0007437223	0.00024831973	0.00034973174
n	0.013961559	0.01469242	0.06691317	0.7147313	0.14977874	0.035405103	0.003989712	0.00044269377	5.5730197e-05	2.276378e-05	3.0925348e-06	3.6941317e-06
o	3.139858e-05	0.00052527327	0.24071583	0.39371458	0.2945784	0.055632025	0.0035954975	0.008148655	0.001213657	0.000905939	0.0006266322	0.00031213788
a	0.001520687	0.00011086591	0.0004909781	0.14796749	0.6533222	0.10229946	0.079253346	0.012399566	0.001919403	0.00063563837	2.3605096e-05	5.6716268e-05
p	0.0005620524	2.914092e-05	4.530598e-05	0.039780412	0.4707686	0.15394253	0.27319786	0.050124314	0.008405101	0.0028510892	6.823165e-05	0.0002253908
p	5.8966666e-06	2.0216945e-05	0.0005699217	0.061062265	0.62694347	0.24351712	0.023044163	0.030586781	0.0049084355	0.0047090026	0.0021210972	0.0025116785
è	1.2438116e-07	4.221936e-06	9.467309e-05	0.029672755	0.5903893	0.18187517	0.12024837	0.041573692	0.0156124225	0.013705784	0.0029700145	0.003853423
n	0.016375259	0.006011335	0.0029231268	0.007983694	0.4594038	0.39730927	0.09635148	0.0113811465	0.0014722337	0.00068199413	5.355425e-05	5.3050702e-05
a	6.3587877e-06	2.6511783e-05	0.000856159	0.05741609	0.67525154	0.20049053	0.015027642	0.030238755	0.007339005	0.005546104	0.005571157	0.0022301222
o	0.00045328986	2.6027006e-05	1.3227887e-05	0.00026109756	0.07601928	0.24514274	0.56492764	0.090980135	0.015001854	0.0065728277	0.0001719943	0.000429938
m	0.00014017314	1.9870658e-05	6.143128e-06	4.302254e-05	0.0073440196	0.036020547	0.72046185	0.17417128	0.042273965	0.017751329	0.00039138133	0.0013764332
a	3.9911032e-05	5.0204585e-06	1.3932438e-05	0.00023910111	0.043464947	0.40711722	0.14845411	0.2550801	0.051965296	0.05853647	0.012040234	0.02304372
r	0.00079937314	2.8997782e-05	1.25878905e-05	2.682061e-05	0.0017134035	0.039295617	0.70323944	0.19276462	0.038576312	0.021695556	0.0007432	0.0011040474
è	1.0188641e-05	7.2247863e-06	5.298083e-05	0.0001823393	0.04277598	0.42880324	0.11128648	0.22500393	0.049318884	0.084947295	0.018014025	0.039597407
i	0.0021094524	0.00014114348	0.00017705788	0.00034306585	0.0023355344	0.08521536	0.55033106	0.24910977	0.053519197	0.050407317	0.002559521	0.0037514716
k	8.749432e-05	4.069679e-05	3.0188072e-05	4.9571718e-05	0.00028503005	0.0055915737	0.38551277	0.31140825	0.15474923	0.12577592	0.005732915	0.010736327
a	2.4308461e-05	1.16316905e-05	3.6154066e-05	5.1074956e-05	0.0047681294	0.13138895	0.07308685	0.3024066	0.103393465	0.13013294	0.14652659	0.10817329
è	0.0003853909	0.000107504056	0.00011761182	0.00011760262	0.00031806718	0.0034550321	0.2781982	0.22106071	0.14787373	0.3014657	0.020897487	0.026003025
p	0.00014502359	0.000117449505	0.0001324127	0.0001731235	0.00020924224	0.0014879617	0.108853206	0.1609802	0.2228595	0.40270448	0.049262688	0.053074803
l	8.358464e-07	3.4491509e-06	7.005204e-05	5.1841256e-05	0.0010567938	0.013182583	0.0033245776	0.08803199	0.1224839	0.14786515	0.5181121	0.10581665
è	3.505281e-05	3.7908427e-05	0.00018001883	0.0001249032	0.0006774275	0.011472382	0.009796092	0.028900377	0.031322036	0.20370844	0.38623607	0.32750934
o	0.010084543	0.0016637726	0.0018769952	0.001590893	0.0013870539	0.0032408196	0.14858183	0.024224065	0.019631732	0.42004207	0.162282	0.20539424
s	0.0015217783	0.0012835942	0.0012640072	0.0010582913	0.00088308094	0.0014411288	0.03900807	0.014367465	0.070819296	0.53213495	0.14783564	0.18838269
a	2.4256684e-05	5.5505543e-06	3.9359174e-06	1.9934391e-06	3.650107e-05	0.0004929958	0.003140908	0.028157402	0.119761825	0.2257236	0.40470728	0.21794374
p	0.0013971494	0.0018595279	0.0032903366	0.0029581601	0.0016939787	0.0016473813	0.026077418	0.005115436	0.027165143	0.28986353	0.37486523	0.26406676
o	4.533434e-05	1.1377802e-05	7.746447e-06	4.3062378e-06	4.7616395e-05	0.00062516506	0.0021099425	0.01114465	0.019176766	0.1978604	0.3335249	0.43544176
r	0.0046095615	0.0032822818	0.0055840416	0.0040088766	0.0026888102	0.0019545457	0.037292663	0.0041562268	0.0120405555	0.17246749	0.39523256	0.35668236
