 	voglio	un	forno	che	vende	rustici	</S>
t	0.98708147	0.011748472	0.0011000263	5.632373e-05	1.2542666e-05	7.157232e-07	4.854719e-07
è	0.93336785	0.0653129	0.0012783706	3.7306716e-05	2.5490012e-06	5.0536477e-07	5.795572e-07
l	0.71125984	0.28855035	0.00015937352	1.5116294e-05	1.38810465e-05	3.05553e-07	1.1196187e-06
o	0.609862	0.34460294	0.023620997	0.016248148	0.0019319498	0.0014016756	0.0023322394
è	0.048011728	0.93656504	0.014765477	0.00054910965	0.00010191905	2.574867e-06	4.175605e-06
n	0.0002416709	0.97589797	0.021832066	0.0014104224	0.0005422526	2.1185046e-05	5.4404558e-05
a	0.0046599233	0.6170585	0.19968505	0.15032831	0.011213982	0.0057753595	0.011278784
f	0.002518845	0.53544116	0.3963945	0.049513105	0.015741557	0.00014407045	0.00024675572
ù	0.0033128457	0.0822723	0.8576715	0.054622326	0.0012984232	0.00033491277	0.00048767732
r	0.003906713	0.024860837	0.7993245	0.14203621	0.029284775	0.0002588448	0.00032806135
n	0.0003202807	0.0016261428	0.92000484	0.07455928	0.0017994215	0.0007848992	0.00090516766
o	0.0002318657	0.0011233318	0.83742434	0.14822765	0.0080852825	0.0019740637	0.0029334468
k	0.015479949	0.0076283864	0.07606089	0.664767	0.21461868	0.00938223	0.0120627945
a	0.00011876259	0.00016077376	0.20252228	0.717882	0.039131027	0.019338407	0.020846646
p	0.03582645	0.00052677136	0.0031876783	0.52098227	0.42009175	0.008115505	0.01126953
u	7.97187e-05	0.00013902115	0.04723842	0.7555034	0.07802141	0.049769107	0.06924889
l	0.052308913	0.00061176834	0.0008152677	0.22938572	0.6715717	0.022402123	0.02290459
ì	8.0885235e-05	0.00024607006	0.026971983	0.52155846	0.16172174	0.12585297	0.16356784
r	0.02967578	0.0077417586	0.0020545612	0.037291262	0.82942337	0.063079074	0.030734224
ù	0.0004879191	0.00081516185	0.010960403	0.25333282	0.25125977	0.22498348	0.2581604
s	0.05319891	0.0010594032	0.00028275748	0.005419705	0.2239004	0.55352974	0.16260913
t	4.979863e-06	2.7252097e-05	0.00018815193	0.13517451	0.29311273	0.3698669	0.20162547
i	1.0405311e-05	1.0624667e-06	6.58032e-06	0.00025790467	0.032707125	0.802605	0.16441196
k	0.013655089	0.0026593867	0.00017002283	0.0037429756	0.056686286	0.5588086	0.3642776
u	3.548991e-05	0.00015487082	0.00073158764	0.0011609453	0.0033017232	0.56888664	0.42572874
</S>	0.052119438	0.00410536	0.0026358983	0.0041761072	0.00895495	0.41172996	0.5162783
