 	devo	comprare	il	pane	ogni	giorno	</S>
è	0.973055	0.024069209	0.0025467505	0.00030186944	1.5575219e-05	7.035757e-06	4.6717237e-06
n	0.98648804	0.01334447	7.9280515e-05	7.280624e-05	1.036104e-05	3.2822115e-06	1.7709175e-06
a	0.8387232	0.14854096	0.011393479	0.00084971875	7.35755e-05	1.4858387e-05	0.0004042676
v	0.5142706	0.46162623	0.020487636	0.0030442772	0.00037473775	7.446294e-05	0.0001220564
o	0.0016578421	0.80942196	0.18227623	0.0062037036	0.00018759629	8.869229e-06	0.00024387683
r	0.009441553	0.74533576	0.23923631	0.005578906	0.00031290067	7.024427e-05	2.4244628e-05
à	0.00042005428	0.72718936	0.25639993	0.014855077	0.00035726328	2.657373e-05	0.00075163605
s	0.0042467513	0.13610388	0.62647414	0.21484311	0.015483861	0.0017902695	0.0010579482
o	0.0005521323	0.71208215	0.25877687	0.020712486	0.0018154829	0.00011451608	0.0059464294
t	0.019893903	0.02472408	0.660268	0.2518167	0.03281987	0.004465692	0.006011745
o	9.838303e-05	0.025048513	0.7865368	0.16238567	0.008918114	0.0006432128	0.016369276
t	0.019150596	0.0021229126	0.036205772	0.7375082	0.1525802	0.023456866	0.02897564
s	8.95691e-05	0.0012570155	0.14005981	0.69117606	0.06544906	0.0085774865	0.093390934
o	3.900651e-06	2.491813e-05	0.0027945733	0.58351046	0.15212607	0.06434879	0.19719122
m	0.0027359326	0.00011642376	0.0024235575	0.36794168	0.4180302	0.0826897	0.12606245
ì	0.015048603	0.008893633	0.008818501	0.45916972	0.13927674	0.0312205	0.33757234
k	0.013951869	5.355471e-05	0.00024211219	0.0307976	0.56981087	0.27733576	0.10780824
a	5.6557863e-05	0.00013707622	0.0011629676	0.09629717	0.41026157	0.035748094	0.45633662
i	0.0008006934	1.0042074e-05	6.0606868e-05	0.0029762366	0.3201363	0.51074374	0.1652724
m	0.003792013	4.699587e-05	8.5023246e-05	0.00037504142	0.12691131	0.7207048	0.14808485
è	0.0057912716	0.00017072327	0.00017132414	0.0004051603	0.020370971	0.15749945	0.8155911
r	0.0054868823	6.1720275e-05	0.00016274593	0.0019498516	0.024801902	0.7875706	0.17996638
i	0.0058632027	0.0032177868	0.0055606957	0.0010008588	0.016128939	0.32743594	0.6407926
</S>	0.011232265	0.00059278426	0.0016496518	0.009727579	0.03309366	0.44490382	0.4988002
