 	lui	sapeva	che	oggi	fa	freddo	e	non	ha	voluto	venire	</S>
c	0.9900115	0.008098201	0.0007085441	0.0008730623	0.00026980942	3.506581e-05	2.339613e-06	5.5836404e-07	7.076095e-07	1.1226694e-07	8.12974e-08	4.6769305e-08
ì	0.5578788	0.43979603	0.000871676	0.0013698232	7.247847e-05	1.0499069e-05	4.9164777e-07	1.1771997e-07	1.11897116e-07	2.359172e-09	3.8550052e-10	1.2680764e-09
o	0.9310007	0.0683308	0.0005568919	0.00010466822	4.8929433e-06	1.2636709e-06	4.624549e-07	1.958981e-07	1.001529e-07	2.695449e-09	1.4559166e-10	6.432007e-10
ì	0.003686216	0.987728	0.0072273784	0.0013436001	1.1444766e-05	2.7303345e-06	4.6212884e-07	1.0447543e-07	9.011295e-08	8.872936e-09	1.4512463e-09	1.3067508e-08
s	0.00089657307	0.99641234	0.0017350637	0.0009481939	5.4424904e-06	2.0366642e-06	2.378824e-07	4.4073662e-08	9.6386444e-08	1.3008485e-08	2.4203857e-09	2.4079588e-08
s	0.07529074	0.62453455	0.17488723	0.087933324	0.020248614	0.014791689	0.0015883781	5.8125697e-05	0.00048035267	0.000117128366	3.0488742e-05	3.9423394e-05
e	0.31247148	0.6062105	0.07320663	0.00420326	0.0032209996	0.00060953706	4.8353435e-05	1.588647e-05	1.1245003e-05	1.1695234e-06	1.5579836e-07	7.056247e-07
r	0.0010414638	0.8793057	0.106057785	0.013078484	0.00044754415	5.832955e-05	6.2411323e-06	3.413143e-06	9.351745e-07	4.2106755e-08	3.2336243e-09	3.156328e-08
e	0.0020651058	0.11310448	0.65773326	0.09306933	0.10309605	0.028133359	0.0020092423	0.00041864603	0.00029108234	4.1706833e-05	4.221543e-06	3.3356464e-05
k	0.011996082	0.20608509	0.69845927	0.06996916	0.011909706	0.0013347666	0.00015448187	7.278219e-05	1.7929004e-05	4.5813016e-07	3.4753178e-08	3.135148e-07
a	0.0015917479	0.04199635	0.67439073	0.14551574	0.105978996	0.027106969	0.002279404	0.0005560779	0.0003783532	0.00010869109	2.690211e-05	7.010908e-05
s	0.00801399	0.06788985	0.78836006	0.119456	0.015409805	0.0007892713	4.6351477e-05	2.7863067e-05	6.2976023e-06	3.0894353e-07	4.4478302e-08	1.8769725e-07
ì	9.515305e-05	0.010931482	0.555079	0.24518119	0.14842768	0.03558027	0.0030023616	0.0008315023	0.0006660175	9.397204e-05	1.2701248e-05	9.861042e-05
m	0.004408314	0.003093806	0.21311086	0.71676767	0.05559037	0.0062133614	0.000537888	0.000170413	9.7429736e-05	6.788869e-06	7.8987654e-07	2.3562563e-06
b	1.15877865e-05	0.0006098844	0.2427764	0.42127803	0.15353023	0.14003824	0.0254538	0.0011266873	0.008088271	0.003979852	0.0018985609	0.0012084941
e	5.5446748e-05	3.5188546e-05	0.0702247	0.3334961	0.43622124	0.14206995	0.012545518	0.0020911507	0.0019954853	0.00077944255	0.00019391057	0.00029182696
r	0.021087255	0.011215962	0.04577587	0.27233744	0.51708764	0.117064595	0.011459438	0.0029031127	0.0009849772	4.905735e-05	2.5745992e-06	3.2130345e-05
i	5.204529e-05	1.8707791e-05	0.015465623	0.19857259	0.59487385	0.1749877	0.011284749	0.0019438117	0.0017633423	0.00044915447	8.940356e-05	0.0004989879
k	0.009367866	0.000326759	0.0010901995	0.04451672	0.67648375	0.22841357	0.030280015	0.006314048	0.003012653	0.00013091436	6.5924523e-06	5.700618e-05
à	6.548893e-05	2.823825e-05	0.004654702	0.11953888	0.61695075	0.22312663	0.02220634	0.0047115283	0.004344845	0.0020569605	0.0007500174	0.0015656471
n	0.035885617	0.003300345	0.005715851	0.119399324	0.698785	0.12227534	0.009635998	0.0033485603	0.0014631022	0.000118897144	1.6121729e-05	5.580872e-05
n	4.7475924e-06	3.363154e-05	0.01117208	0.19702168	0.45204812	0.30014983	0.026895495	0.001433154	0.0069825538	0.001887838	0.00084417016	0.0015267343
i	1.0137023e-06	1.880207e-07	3.132709e-05	0.007084347	0.5994207	0.28948963	0.052808743	0.023138076	0.020580333	0.0036108983	0.0010180015	0.0028167332
s	0.0034704094	3.4930345e-05	1.4511117e-05	0.00010320414	0.18428236	0.6172542	0.15022326	0.028362542	0.015309989	0.0006149747	3.1478547e-05	0.0002981115
s	2.8185743e-06	4.6699745e-07	1.3792325e-05	0.0004991816	0.44347966	0.45692885	0.06534697	0.012838115	0.0138159115	0.0034872845	0.00084706757	0.0027397813
ì	4.080634e-07	1.1224388e-07	1.1865367e-06	0.00021044436	0.19365083	0.40466827	0.18261375	0.092310734	0.08975368	0.017611025	0.0056117345	0.013567925
c	0.00028196588	2.0690093e-05	1.3900186e-05	6.5041e-05	0.026987223	0.56892693	0.29833028	0.054685857	0.046884667	0.002625592	0.000228631	0.00094917236
h	2.9986472e-06	2.5877298e-05	7.442182e-05	0.0006885759	0.06836483	0.6913313	0.1490465	0.0063360375	0.042752575	0.019495906	0.009847722	0.012033264
r	2.997228e-05	2.9665725e-05	6.108854e-05	0.00017696156	0.0071489047	0.21706271	0.2709692	0.11836798	0.1672947	0.10404756	0.051218078	0.06359317
a	1.8218387e-05	4.4988537e-05	0.00010379519	0.00013577838	0.008806943	0.4197987	0.24748172	0.10499402	0.12320361	0.042273123	0.012810263	0.040328912
c	0.0018339931	9.8344746e-05	7.259832e-05	3.723658e-05	0.0024287193	0.12414639	0.5287522	0.13051265	0.17240885	0.023561034	0.0021661797	0.013981754
e	0.000119546145	3.0619707e-05	0.00018471858	0.00012057134	0.016410938	0.21175699	0.26168057	0.06324655	0.16238418	0.11755855	0.038394645	0.1281122
e	0.0019813327	2.3921755e-05	2.8520495e-05	1.0174495e-05	0.00017768708	0.007455483	0.2697384	0.25057694	0.34504738	0.05322559	0.014434937	0.05729965
t	0.0073955376	0.00026625316	3.7157704e-05	1.8582068e-05	0.00060897734	0.05640123	0.5471391	0.16274853	0.18999489	0.020361241	0.0013813408	0.01364712
è	7.983018e-06	9.0062065e-07	1.5790716e-06	3.497568e-06	0.00017805917	0.0045085847	0.116019405	0.09998083	0.24707717	0.22863068	0.15120155	0.15238976
