 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.9875321	0.012001113	0.00025173853	0.000102797996	8.183984e-05	2.612976e-05	3.9981273e-06	2.0022215e-07	3.129744e-08	2.2986086e-08	1.0045747e-08
p	0.012352531	0.9871645	0.00046949057	1.3093696e-05	2.3477617e-07	6.367527e-08	1.6638083e-08	2.080687e-08	2.1564024e-09	3.2439424e-09	2.7146163e-09
e	0.6336681	0.087642066	0.25128797	0.018149996	0.0024451653	0.00458366	0.0021834222	2.9958463e-05	3.6719932e-06	3.8483554e-06	2.0956934e-06
t	0.11769709	0.87283856	0.009295563	0.00015643677	1.0832995e-05	1.2346569e-06	1.9373401e-07	2.6855792e-08	9.587273e-10	1.1738302e-10	3.541231e-10
à	0.6215037	0.2789157	0.08326047	0.0077559673	0.003933694	0.0028067036	0.0017810998	3.415756e-05	3.240065e-06	2.2110753e-06	3.0308638e-06
c	0.0014355765	0.45720792	0.5240385	0.016388662	0.0008531753	5.4627853e-05	2.0409414e-05	1.094682e-06	2.2928512e-08	1.8158785e-08	1.4672819e-08
i	0.05258245	0.92532676	0.012393941	0.0073678168	0.00067269336	0.00092783535	0.00047891954	0.00011284268	4.177374e-05	8.0392696e-05	1.4638505e-05
a	0.0005067809	0.11987951	0.83277255	0.03639948	0.008779673	0.0015430106	9.7287455e-05	2.0789987e-05	4.8315167e-07	9.8063246e-08	3.7829562e-07
k	0.0012192812	0.031606678	0.9155658	0.042288	0.008051571	0.0011554486	9.222169e-05	1.9621915e-05	7.451344e-07	1.8025084e-07	4.3433346e-07
è	0.0016825116	0.00092658016	0.65770304	0.19289339	0.048832517	0.06189727	0.034741357	0.00067941117	0.00014477561	0.0003544688	0.00014472508
c	9.383851e-05	0.008592407	0.9054345	0.077005096	0.007947902	0.0005723662	0.00034620153	7.1283357e-06	1.7492687e-07	2.1139462e-07	1.8768613e-07
c	2.7201275e-05	0.012463674	0.3721289	0.50382537	0.024038156	0.050809056	0.021769583	0.007412501	0.0022529243	0.004310133	0.000962574
i	0.002541445	0.00021871077	0.033686966	0.35444468	0.21567978	0.26083717	0.12711474	0.0035865828	0.0007999116	0.00078031834	0.00030968606
a	0.00048188996	0.00032118615	0.31345704	0.163088	0.47844577	0.040374447	0.0030842857	0.00071619626	1.132415e-05	5.52302e-06	1.43108355e-05
f	0.008492966	0.0015003732	0.06956873	0.2468294	0.49643555	0.15379736	0.017371165	0.0056981407	0.00018686226	2.99167e-05	8.9693756e-05
o	3.0064042e-05	8.826775e-06	0.006120975	0.24370535	0.23548128	0.2881344	0.21351644	0.0055869836	0.0013715564	0.004321669	0.0017224514
