 	il	vino	buono	deve	essere	invecchiato	</S>
o	0.99378383	0.0052805636	0.0008188839	0.0001018909	5.3208555e-06	9.2155415e-06	2.2007751e-07
k	0.3661062	0.63119483	0.0026043742	7.795278e-05	1.4524459e-05	4.211731e-07	1.6835471e-06
r	0.3270349	0.62928337	0.0398525	0.0034623626	0.00031981364	3.880068e-05	8.298752e-06
a	0.91181415	0.086447425	0.0016277996	0.000104147526	5.6871645e-06	6.650602e-07	1.8954213e-07
s	0.14928184	0.7472939	0.09805476	0.005173419	0.00019396679	3.645692e-07	1.8202178e-06
ì	0.07221178	0.86720353	0.05718376	0.003049389	0.0002977885	2.875291e-05	2.5006942e-05
k	0.008572345	0.77419835	0.20742889	0.0090463245	0.0007319826	1.0389773e-05	1.1716144e-05
a	0.0024970598	0.10984271	0.6063398	0.14766525	0.051670972	0.07066014	0.011323987
l	0.0024027089	0.06437953	0.72189826	0.19385505	0.017130217	0.0001529807	0.0001811506
ò	0.0014026043	0.019396527	0.8076821	0.13141124	0.018995604	0.019485353	0.0016266367
e	0.00018931873	0.0063131135	0.3183791	0.644936	0.029805671	8.163288e-05	0.0002951154
n	0.005994453	0.009816058	0.07900915	0.7070097	0.18739931	0.0073067057	0.003464661
a	1.6250891e-05	0.00038153233	0.25161836	0.5652194	0.100121334	0.07309778	0.00954537
è	0.014466197	0.00026045684	0.0012690646	0.68713516	0.2828156	0.008260627	0.005792897
n	0.0020161374	0.0032822688	0.0014019405	0.18300278	0.6306011	0.104966864	0.07472889
e	1.0929504e-06	8.3050356e-05	0.010229797	0.34210742	0.2522595	0.3211014	0.074217714
a	0.0044356044	0.00049976516	0.00020710689	0.05280853	0.70518225	0.1268472	0.11001961
n	0.001114387	0.0004816048	0.00012758312	0.023611302	0.629599	0.106053196	0.23901303
v	1.0563679e-05	7.3693072e-06	3.664602e-05	0.017387282	0.13941425	0.6776832	0.16546066
e	3.346339e-07	6.9856096e-06	2.3319566e-05	0.0013107804	0.022637596	0.36510155	0.6109194
k	0.03780515	0.00032677435	0.00014944992	0.0057296697	0.12689596	0.19078358	0.6383095
k	1.6279626e-05	7.5241776e-05	5.5745197e-05	0.00043406975	0.0053204363	0.80019796	0.19390035
i	8.919281e-07	0.00010800475	0.0001609306	0.0005679265	0.0037630142	0.366202	0.6291973
à	0.14469112	0.006351576	0.002755416	0.00939793	0.0068292227	0.3260404	0.5039344
t	0.018671459	0.0012084339	0.0006053621	0.009283697	0.027390437	0.37625292	0.56658775
o	2.078414e-06	6.9119374e-06	5.952192e-06	6.140833e-05	0.0014838683	0.85538995	0.14304982
</S>	0.037061006	0.015992973	0.006203068	0.010854565	0.044243753	0.04897879	0.83666587
