 	si	è	rotta	la	coppa	</S>
e	0.9917862	0.0061187567	0.0003131241	7.460949e-05	1.40092725e-05	0.001693357
g	0.5876398	0.3529706	0.055042338	0.00338552	0.0009269073	3.4727662e-05
l	0.20350957	0.6155141	0.17695211	0.0013822954	0.00026540775	0.0023765112
à	0.014357794	0.78833973	0.14426331	0.018688023	0.003482093	0.030869044
s	0.0015417935	0.37337214	0.4968427	0.11751331	0.0042267507	0.0065032723
t	0.00067106367	0.08632956	0.3405805	0.08924235	0.40428275	0.07889384
i	0.00015253152	0.025738604	0.8487546	0.030638719	0.0034092597	0.09130638
e	0.002099337	0.0052601187	0.692856	0.2544496	0.042186305	0.003148608
c	0.001521502	0.00052555057	0.070377536	0.5075685	0.416699	0.0033079397
ò	0.006316959	0.004317786	0.03899413	0.03455565	0.008058305	0.9077572
p	0.002668025	0.00026840903	0.008842122	0.91991144	0.05697717	0.011332761
p	2.217239e-05	1.6016265e-05	0.0017458432	0.041215636	0.6585741	0.29842618
a	0.0016495293	0.00014383493	0.0015618621	0.006466729	0.11129313	0.87888485
</S>	0.5518806	0.025956355	0.043529324	0.016546117	0.098912396	0.26317516
