 	la	pasta	vuole	sale	</S>
i	0.9929517	0.0063966564	9.6468975e-05	0.0004371221	0.000118067146
p	0.30087706	0.69510716	0.0025195694	0.0014127318	8.3491956e-05
à	0.47117928	0.4255021	0.10100249	0.00052105245	0.001795175
s	0.030203575	0.8194136	0.14246851	0.0060708616	0.0018435442
t	0.043598726	0.7353932	0.1304987	0.03011975	0.06038954
a	0.35589245	0.29159504	0.27602187	0.021408949	0.055081684
t	0.0013801091	0.15984847	0.7873557	0.03488205	0.016533654
è	0.0025212902	0.0062661944	0.88305086	0.015011406	0.09315031
l	0.002415473	0.005744506	0.46440905	0.46575764	0.061673358
i	0.00094273017	0.16788891	0.6414785	0.08146715	0.108222656
à	0.004208813	0.003724956	0.26424313	0.47759464	0.25022843
l	0.0009605599	0.0005089454	0.0290754	0.6165888	0.35286632
a	7.1666145e-05	0.00029440477	0.067164406	0.43201983	0.5004497
</S>	0.004281805	0.00043360365	0.0025535075	0.29975203	0.69297904
