 	mia	mamma	e	mio	padre	non	andarono	mai	in	Grecia	</S>
i	0.978255	0.017805045	0.0024478587	0.0012718934	0.00020803582	5.9053395e-06	2.5614358e-06	2.5883292e-06	3.5128517e-07	5.662482e-07	1.169304e-07
m	0.98578763	0.013176999	0.000892203	9.356437e-05	6.7956244e-06	2.1498113e-06	4.022941e-05	3.2571435e-07	1.5666272e-08	3.1624219e-09	1.3323159e-08
à	0.14180386	0.7813115	0.07321625	0.0033721526	0.00026378455	1.0744144e-05	1.39388985e-05	6.9388857e-06	4.134617e-07	8.591348e-08	3.313424e-07
n	0.18057422	0.7727676	0.045134258	0.0012785837	0.00010104099	8.593609e-05	5.6070057e-05	1.946719e-06	1.3014771e-07	5.807425e-08	4.8579704e-08
a	0.16764978	0.69668597	0.11003574	0.016452854	0.0016386545	0.00046267582	0.0066234563	0.000383844	2.559957e-05	1.1661079e-05	2.9766366e-05
m	0.009093409	0.4857405	0.49014303	0.013158705	0.00096397323	0.00051952986	0.00034992193	2.8435501e-05	1.6583647e-06	3.7672137e-07	4.7291388e-07
u	0.015317129	0.5011736	0.4539413	0.025002427	0.0038154027	0.0002906504	0.0002568016	0.00017899794	1.2558948e-05	2.2653164e-06	8.8403685e-06
c	0.002223979	0.029021349	0.7897793	0.16297893	0.014558481	0.00088047236	0.0004385096	0.000113899485	2.8247525e-06	2.8664283e-07	1.9874103e-06
e	0.0076547503	0.055283234	0.78386176	0.13391417	0.016961101	0.00094123295	0.00078227883	0.00051992014	3.569495e-05	6.5637373e-06	3.919112e-05
o	0.0033615122	0.006849844	0.7329514	0.23205067	0.021925667	0.0018746874	0.0007296132	0.00024396925	6.6995985e-06	6.6579014e-07	5.287586e-06
c	0.0047133905	0.00074526115	0.117973916	0.5251039	0.2335123	0.046942785	0.05797962	0.012465034	0.00046940008	1.2819962e-05	8.154138e-05
i	0.0022361227	0.0036558695	0.18221468	0.55654997	0.20927787	0.024351193	0.0104077915	0.009003466	0.00089575554	0.00028847408	0.001118784
ù	0.062995374	0.0038853642	0.11419421	0.6696152	0.13540842	0.0092654945	0.0033936321	0.0011942846	2.8022989e-05	8.290401e-06	1.1773812e-05
r	0.00011425752	1.1013474e-05	0.0010210064	0.12578757	0.08541649	0.05906863	0.7149788	0.012497285	0.00055445335	5.6642057e-05	0.0004938833
i	1.12499765e-05	3.604981e-05	0.0039154137	0.35541382	0.4232938	0.059204344	0.09302159	0.05055861	0.007336558	0.005006563	0.0022020233
m	0.001679187	3.378533e-05	0.00021937338	0.02584917	0.45925185	0.29890046	0.1544665	0.056938697	0.0021738834	0.00010770132	0.0003793499
u	8.924983e-05	8.116994e-05	0.003684896	0.090721525	0.58355904	0.12040813	0.07611796	0.096340746	0.0132721495	0.006425525	0.009299589
e	0.052651342	0.00012308535	5.6455323e-05	0.005287957	0.3754282	0.3353872	0.06720896	0.15531687	0.006441224	0.000296937	0.001801683
p	0.004080181	7.565762e-05	2.5841364e-05	0.00038115107	0.07990569	0.32128802	0.29228148	0.27726674	0.020796414	0.00041353516	0.003485317
