 	non	vuole	mangiato	mangiato	tutta	una	volta	</S>
e	0.99109405	0.008351915	0.000462224	8.800809e-05	2.8712595e-06	1.223502e-07	6.992455e-07	1.4461983e-07
t	0.19993766	0.7882976	0.011738824	2.4485871e-05	9.976291e-07	1.07866484e-07	1.2139076e-08	3.0533897e-07
è	0.14667042	0.8368214	0.015591111	0.000882795	3.1500284e-05	1.1153643e-06	8.590441e-07	8.595506e-07
l	0.014206398	0.89402574	0.09105627	0.0006925359	1.8043107e-05	5.4193083e-07	1.3893508e-07	3.5706753e-07
i	0.043622836	0.8288279	0.11689428	0.008309763	0.0020235057	0.0001674735	5.4010576e-05	0.00010026541
f	0.0011709032	0.42583114	0.5634421	0.009341382	0.00018329348	2.3116072e-05	3.3782928e-06	4.7666426e-06
a	0.00662569	0.2158105	0.5707431	0.18115634	0.023032323	0.0015503044	0.00037423993	0.0007075697
m	0.006687081	0.0664781	0.8607634	0.06306419	0.0027782705	0.00015883913	3.757446e-05	3.2625245e-05
o	0.00646918	0.045975294	0.6762021	0.25231442	0.017120048	0.0007295464	0.00018443429	0.001004939
n	0.012919457	0.021971518	0.7569541	0.19520007	0.012212431	0.00049987796	0.00011219353	0.0001304369
o	0.0002524297	0.002787697	0.36383608	0.583876	0.041561626	0.002210889	0.00036583855	0.0051094447
f	0.004767667	0.0007492225	0.015067807	0.86531603	0.10323836	0.008647105	0.001044939	0.0011688251
a	0.001375462	0.0025748627	0.05280235	0.79584193	0.12521623	0.009284187	0.00478658	0.008118318
m	0.11941928	0.0021822732	0.0059523606	0.73728573	0.12662984	0.005783642	0.0013937927	0.0013530169
è	0.00031262363	0.0003944252	0.0070403037	0.75395995	0.2034346	0.015162671	0.007830065	0.011865414
n	0.20263791	0.013285004	0.0052277176	0.19363931	0.5392396	0.034154408	0.004510104	0.007305975
o	2.1238573e-05	0.00024464537	0.0047945883	0.5630081	0.37030527	0.026071865	0.018702153	0.016852118
o	0.0026983065	6.1803374e-05	2.442189e-05	0.009290102	0.76595676	0.16980298	0.027860487	0.024305217
l	0.0013237619	3.3773893e-05	8.199655e-06	0.00063532963	0.59254915	0.34385714	0.028274087	0.033318575
i	3.12663e-05	1.7851362e-05	3.7557005e-05	0.0064748223	0.5027294	0.16922945	0.18571511	0.13576457
m	0.03769988	0.00018857786	1.8868786e-05	0.00016258164	0.21271677	0.44373915	0.18827015	0.11720401
i	4.950234e-05	2.1769618e-05	3.2640077e-05	0.002704985	0.35229796	0.20029083	0.20538072	0.23922162
a	0.016649913	0.00021040176	2.8757455e-05	9.883175e-05	0.026768303	0.40670478	0.39176926	0.15776975
f	0.009080079	0.00022287233	8.238471e-05	0.00013195659	0.009231853	0.5428747	0.23402788	0.20434828
o	3.4610955e-05	1.8550554e-05	8.100784e-06	9.602142e-05	0.0076211784	0.09776389	0.474959	0.41949856
r	0.017105091	0.0004845959	0.00017544207	0.00020543595	0.0022132497	0.15562433	0.590375	0.23381683
à	9.735201e-06	8.526443e-06	4.552626e-06	4.4805587e-05	0.0021790506	0.07314159	0.49504262	0.4295692
</S>	0.027365658	0.0025863058	0.0008656498	0.0016269119	0.005914515	0.039984606	0.73235315	0.18930319
