 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.9657698	0.024669904	0.00888937	0.0005730119	8.946077e-05	7.6733495e-06	8.097638e-07	6.175896e-08	3.6171297e-08	1.2410475e-08
ì	0.39058533	0.5946912	0.0135183	0.0011503085	4.7703226e-05	6.257117e-06	8.0250044e-07	4.8522114e-08	1.2039698e-08	1.1223089e-08
s	0.039220296	0.9433549	0.017363267	3.9465274e-05	2.075438e-05	8.556558e-07	4.4419463e-07	3.3647527e-08	2.999741e-09	1.0283823e-08
o	0.46723315	0.43767428	0.09078474	0.0034805762	0.0005566657	0.00023357246	2.671194e-05	2.188131e-06	6.173135e-06	1.992989e-06
n	0.00042194268	0.85359025	0.14471695	0.0008675049	0.00038461282	1.2668164e-05	5.7450397e-06	3.1298526e-07	2.6495606e-08	6.573429e-08
t	0.002041684	0.7382029	0.20883042	0.04382837	0.0039849216	0.0028717578	0.00021051735	1.8390907e-05	6.032133e-06	4.9393534e-06
a	0.0035332697	0.2640335	0.6197594	0.10388072	0.0076964824	0.0009855866	0.00010060041	7.301285e-06	1.3464557e-06	1.7741006e-06
e	0.0005568538	0.043236952	0.90400344	0.044785146	0.0072727962	0.000103811275	3.9666007e-05	9.904219e-07	6.6695584e-08	2.2724656e-07
k	0.0034786344	0.021760853	0.8215088	0.118725225	0.03361881	0.0007257782	0.00016996296	1.0654686e-05	2.2737473e-07	1.0923911e-06
i	0.004370297	0.03569578	0.43551108	0.46329683	0.036903422	0.021693122	0.0019376511	0.00028189927	0.00020204886	0.00010787125
a	0.0019681538	0.007881326	0.90352005	0.07919268	0.0073777055	5.1003473e-05	9.069e-06	1.1910373e-07	1.2595004e-08	3.4084174e-08
t	0.009192044	0.01762138	0.11333473	0.508324	0.33374047	0.012853449	0.004698461	0.00020782492	5.589332e-06	2.2068303e-05
è	0.001383605	0.00019683556	0.030217698	0.7259278	0.1569971	0.07582086	0.0077342223	0.0010799331	0.00035756436	0.00028433555
r	0.019590613	0.0045043305	0.04529606	0.6886912	0.23244071	0.007947936	0.0014512208	5.5233126e-05	1.0127193e-05	1.2494876e-05
a	0.0006023423	0.00064123963	0.036008794	0.7941163	0.090591565	0.07021448	0.0061835987	0.0007001248	0.0006648071	0.00027670077
m	0.0031131804	0.0017891476	0.002776951	0.283336	0.6749698	0.023485674	0.010212916	0.00023713964	1.9786039e-05	5.9355712e-05
u	0.00047604792	0.00061857386	0.002058033	0.25705108	0.3952111	0.31753075	0.023329256	0.0021008586	0.0008520971	0.00077227183
i	0.013033104	0.0020177201	0.0003631427	0.1054384	0.8065945	0.05425325	0.01772786	0.00033760673	1.8099969e-05	0.00021621186
n	0.002274084	0.0010058699	2.9644625e-05	0.0017760732	0.4743595	0.37854782	0.13290243	0.0077817696	0.00011607879	0.0012067183
