 	non	ha	mangiato	mai	un	rustico	</S>
e	0.98398525	0.015763715	0.00022698869	2.1020136e-05	1.9076356e-06	1.0880644e-06	8.434344e-08
n	0.46694204	0.48706317	0.045484282	0.00049937464	7.5388e-06	2.414332e-06	1.2074141e-06
è	0.081423774	0.9031952	0.014860598	0.00049460883	2.2954824e-05	2.2635168e-06	5.7323695e-07
c	0.015374972	0.8122226	0.17080957	0.0015313256	6.0518796e-05	2.7194864e-07	7.868314e-07
h	0.013552783	0.90120226	0.07931794	0.0052024866	0.0005513133	0.000119897864	5.3181833e-05
i	0.03089775	0.7943452	0.14748986	0.02412514	0.0014598481	0.0015970208	8.5084765e-05
f	0.000542609	0.032761876	0.92150426	0.04327181	0.0017797276	6.757987e-05	7.2186354e-05
a	0.004069299	0.07108882	0.64392364	0.2582409	0.016376318	0.0055130594	0.0007880162
m	0.007901226	0.006729496	0.49049422	0.48240677	0.012092986	0.00022598178	0.00014942867
è	0.00295562	0.009617834	0.18221886	0.7591149	0.035666768	0.0064886403	0.0039373687
n	0.031061249	0.012787226	0.029090632	0.8861813	0.039503105	0.0009102513	0.00046633248
a	9.278576e-05	0.00047642578	0.21344064	0.70288634	0.055080466	0.022760553	0.0052628038
m	0.0034531807	0.006454191	0.0012531664	0.5249768	0.43701613	0.018939968	0.00790658
à	0.0024465476	0.018970808	0.004680787	0.6004733	0.28945142	0.0438245	0.04015262
i	0.24849437	0.032773785	0.0007675132	0.06688932	0.5422716	0.08099632	0.027807139
è	0.001397135	0.00062313426	2.579927e-05	0.0033632328	0.95105255	0.014329807	0.02920828
n	0.00038774894	0.0002116256	1.2831744e-05	0.00016497867	0.7468396	0.024277093	0.22810623
a	8.821197e-07	4.9930346e-05	5.459293e-05	0.00877736	0.643807	0.15754795	0.1897622
n	0.0087622525	0.00029108013	3.601921e-05	0.0002621197	0.32377267	0.26669616	0.4001797
r	4.706083e-06	1.0211905e-05	4.4042495e-06	0.00033457388	0.16428916	0.57448083	0.26087612
ù	2.160125e-06	2.1259864e-06	1.3186809e-06	5.716021e-05	0.01154286	0.3963778	0.5920166
s	0.0090518715	0.00046495142	0.00011632779	0.0004486481	0.019604977	0.4308544	0.5394589
t	2.9967682e-06	5.1202947e-05	1.5192598e-05	0.00014447447	0.05286608	0.58984613	0.35707396
i	6.2298086e-06	1.8295684e-06	8.8571767e-07	4.7016097e-06	0.0039593847	0.5268359	0.46919107
k	0.00882921	0.0017469946	0.00031771837	0.00045843335	0.011530032	0.1550773	0.8220403
o	3.1707146e-05	7.647317e-05	1.8694715e-05	5.4825596e-05	0.001139643	0.6559988	0.3426798
</S>	0.4400331	0.014847746	0.0025693816	0.0022489892	0.005970779	0.023116829	0.5112131
