 	io	non	sono	ancora	pronta	bisogna	venire	alle	sette	</S>
e	0.7047351	0.28572774	0.0074664503	0.0011978103	0.0008206318	4.8306887e-05	3.4633567e-06	4.3904333e-07	5.4092812e-08	5.7520793e-08
v	0.9778997	0.015440285	0.0066473107	7.353913e-06	4.958753e-06	1.06642545e-07	1.9385385e-07	5.6077583e-09	1.8947757e-09	8.728728e-09
ò	0.06829119	0.39373618	0.50671923	0.026459657	0.004063513	0.0006954119	2.4165356e-05	8.663075e-06	6.1018966e-07	1.3470475e-06
e	0.18778762	0.4187446	0.38981327	0.0032779959	0.00037041598	2.8678228e-06	2.4470255e-06	5.616073e-07	1.6748814e-07	3.6205826e-08
n	0.11278336	0.16629337	0.7181705	0.0023809976	0.00035754548	9.59418e-06	4.3258174e-06	1.44482e-07	2.2046773e-08	4.731181e-08
ì	0.121381536	0.22387588	0.59839517	0.038519405	0.01581984	0.0018903529	8.3681676e-05	2.7932078e-05	2.6364257e-06	3.5918601e-06
m	0.074789464	0.01661389	0.839221	0.06802803	0.001334719	9.153465e-06	3.1167192e-06	2.4410681e-07	3.5229473e-07	9.460135e-08
e	0.00499211	0.033763703	0.6735754	0.14687496	0.1209586	0.017050162	0.0019660685	0.00035599392	0.00012891328	0.0003340664
a	0.0028282227	0.0033527669	0.6224705	0.3588993	0.011877061	0.00044636545	0.00010379619	1.748183e-05	2.398701e-06	2.0403752e-06
n	0.028346809	0.008528943	0.23408453	0.47513527	0.2285085	0.019505482	0.005394601	0.00042340546	1.4430484e-05	5.8082962e-05
k	0.00052415277	0.001458416	0.037439693	0.5133973	0.3645987	0.07706311	0.0034635945	0.0014363915	0.00025545314	0.00036323973
ò	0.00011202709	0.004498955	0.0028977487	0.1518582	0.73976225	0.07185584	0.017625565	0.0070149642	0.0019474206	0.002427055
r	0.00048312056	0.0037568419	0.013762371	0.7169499	0.26297426	0.0015704625	0.00046703382	1.9257652e-05	1.2795811e-05	4.010714e-06
a	0.00061237015	0.0009043523	0.00845122	0.76811177	0.19233769	0.028212594	0.0009262373	0.00019990295	8.654167e-05	0.00015733986
p	0.0036616984	0.002988728	0.00061347435	0.15182212	0.7879764	0.041239608	0.01134819	0.00015635132	5.674552e-05	0.00013665181
r	0.000103537495	0.003723179	0.0013595744	0.24568519	0.58133805	0.15698154	0.006736228	0.0025430927	0.0006900891	0.0008395272
ò	2.9150573e-05	0.00023874159	3.994821e-05	0.029425014	0.8025807	0.12897305	0.024066526	0.006103476	0.002073516	0.006469812
n	0.0024365205	0.0035787218	0.00048595644	0.016459139	0.89521825	0.061817437	0.01896342	0.0004665827	0.00027703925	0.00029692112
t	8.4798035e-07	9.9094195e-06	0.0001407535	0.108687446	0.66646343	0.19751678	0.018102225	0.0023450844	0.0009435448	0.005789997
a	4.200896e-06	5.7442226e-06	1.8624803e-06	0.008137335	0.24910684	0.60636765	0.07231014	0.036859922	0.0103902165	0.01681613
n	0.014552494	0.00081764266	6.111477e-05	9.802111e-05	0.102679074	0.51665473	0.35235715	0.007715066	0.0006040038	0.004460686
