 	la	casa	la	costruirono	i	muratori	</S>
o	0.9899636	0.008260493	0.0010008833	0.0007362869	3.2962816e-05	5.329592e-06	4.4829594e-07
s	0.1688545	0.83041793	0.0004045692	0.00031833048	1.0296212e-06	2.4837464e-06	1.1711415e-06
p	0.5229464	0.4638546	0.011789887	0.0012618251	0.00013458768	3.5207481e-06	9.168157e-06
ì	0.035979416	0.9515938	0.010266559	0.0021527319	6.4648907e-06	5.782809e-07	4.0162303e-07
t	0.047425658	0.9378561	0.013855486	0.00084112457	2.0363048e-05	4.800142e-07	8.6014495e-07
i	0.2881865	0.5775303	0.099723645	0.028833918	0.004621675	0.00033644005	0.00076749816
o	0.0005486503	0.87124753	0.12074112	0.007196362	0.0002117005	3.6512152e-05	1.8077224e-05
f	0.0043939664	0.22090735	0.7284504	0.044625122	0.0012516917	0.00030537078	6.600869e-05
a	0.01622144	0.15176262	0.71050084	0.09792226	0.021268252	0.0006171881	0.0017073711
b	0.0067264377	0.18350412	0.61999893	0.18505487	0.0045033563	0.00017072236	4.154425e-05
b	0.00441189	0.0133574605	0.7581657	0.18400583	0.03619028	0.0010107998	0.002858035
r	0.00045913173	0.0019934569	0.2123862	0.77665204	0.0049690134	0.0015002581	0.002039913
i	0.00045068623	0.0038677184	0.265549	0.72202086	0.0064098123	0.00043933766	0.0012625931
k	0.16356313	0.011040417	0.40324113	0.1994702	0.21928439	0.0018556758	0.0015450765
è	0.0018892224	0.0011404573	0.4456657	0.47439328	0.069706194	0.0024138328	0.0047913413
t	0.00043350033	0.0012556362	0.17850046	0.62770444	0.1891507	0.0010550884	0.0019002134
s	0.0001073477	0.00040028128	0.4056934	0.46384695	0.09255416	0.0096287	0.027769094
a	4.3117263e-05	3.743514e-05	0.047339812	0.39243335	0.52247876	0.0070971027	0.03057039
n	0.0064299605	0.00020772898	0.0002447767	0.010649142	0.8838845	0.072150424	0.026433477
e	8.336507e-06	1.4095788e-06	0.00094001374	0.026257113	0.8624238	0.03175184	0.0786176
e	0.0015854944	2.691613e-05	4.003689e-05	0.00078646955	0.81610644	0.121922016	0.059532642
f	0.0030400727	0.00022036834	9.264869e-05	0.0006849952	0.62041086	0.25789276	0.11765837
a	4.009098e-05	7.3283577e-06	0.00034162193	0.0018703573	0.53111726	0.20586473	0.2607586
b	0.0023257867	0.000101205085	7.289487e-05	0.00048011434	0.38656518	0.49390268	0.116552085
b	4.2142256e-05	1.7851882e-05	0.0005075772	0.0012982469	0.38160765	0.27544266	0.34108388
r	2.8401698e-07	1.013719e-05	8.624158e-05	0.0012436666	0.01060285	0.7480362	0.24002066
i	1.4304285e-06	2.7784734e-05	0.00016951335	0.0031106062	0.036124103	0.5941157	0.36645088
k	0.0056642424	0.000259758	0.0014916143	0.0020604485	0.05476766	0.58880895	0.34694734
a	1.5807196e-05	4.683037e-06	5.4748813e-05	0.00024508746	0.029630398	0.58494973	0.38509956
t	0.017676407	0.00085700804	0.0017199148	0.0025461782	0.026485018	0.7115421	0.23917331
ù	7.741804e-06	3.5896728e-06	5.4810985e-06	4.0252937e-05	0.011320578	0.7341845	0.25443783
r	0.0035264273	0.0018806106	0.0017859716	0.0027855078	0.017510915	0.80654013	0.16597041
i	0.00017585726	6.403417e-05	0.00036649354	0.00019108578	0.01824618	0.765175	0.21578142
</S>	0.058154557	0.02754598	0.037166137	0.032954264	0.07182541	0.5715588	0.20079488
