 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.97764206	0.018442076	0.0036333906	0.00024906057	2.3027473e-05	1.0616494e-06	6.6953403e-06	2.4611736e-06
è	0.8797441	0.119746946	0.00046353086	2.9011155e-05	1.2834516e-05	1.3424757e-06	6.192795e-07	1.6660173e-06
l	0.8978162	0.098829456	0.0032941706	3.6252015e-05	1.9997098e-05	2.2465135e-06	1.189624e-06	4.8897505e-07
o	0.37189558	0.54837656	0.054898378	0.0040328186	0.010439259	0.0008068076	0.008709419	0.0008411964
k	0.0864976	0.85917217	0.049257923	0.0040468276	0.00085522566	0.0001515039	2.6172333e-06	1.621219e-05
a	0.008035427	0.85798115	0.028435161	0.082313456	0.018726971	0.003557537	0.00018639895	0.00076384866
i	0.013580861	0.76902306	0.15682706	0.0509971	0.008282771	0.0011389571	4.9144768e-05	0.000101041434
M	0.0019074383	0.039774336	0.8794427	0.06781579	0.009068297	0.0016423884	6.0470822e-05	0.0002885237
a	0.0029073693	0.32503346	0.15972799	0.43206093	0.06413346	0.01148426	0.0002900483	0.0043625305
r	0.0078569185	0.08851968	0.7236545	0.12921403	0.04327457	0.00121264	0.005068175	0.0011995008
ì	0.0002043438	0.0035309345	0.23592737	0.6543777	0.08421818	0.011233985	0.0009348909	0.009572589
a	0.02746004	0.01644008	0.052818693	0.37956524	0.43709904	0.04022107	0.025633985	0.020761816
è	0.13356459	0.01403804	0.018407697	0.26938814	0.35262716	0.12509142	0.018598624	0.06828438
n	0.011705088	0.00066726253	0.011371673	0.061357252	0.39766136	0.12640953	0.289605	0.101222865
a	2.3064058e-07	8.351871e-06	0.00612948	0.1895658	0.59420997	0.13390525	0.042816035	0.03336487
r	0.021400517	0.0002796597	0.00032141423	0.005476513	0.09574505	0.27456763	0.35262415	0.24958506
t	1.686408e-05	6.3034044e-05	0.00014286836	0.028823486	0.2782969	0.32423824	0.026185282	0.34223333
i	9.085312e-06	2.2926445e-06	1.3667784e-05	0.0028262837	0.041540258	0.38232875	0.09719328	0.47608635
à	0.02903836	0.00062147493	4.0603667e-05	0.0004756714	0.0021175465	0.32906798	0.32619312	0.31244525
v	0.0018242428	8.7992245e-05	2.8313685e-05	1.8959952e-05	6.1015005e-05	0.011590955	0.9800419	0.0063465843
v	6.874799e-07	1.6033004e-05	6.40277e-05	1.5110357e-05	0.00042956517	0.005820162	0.97671574	0.01693876
r	0.0011807475	0.003420551	0.00079567777	0.00073001714	0.00036864312	0.007863198	0.8034567	0.18218441
i	0.0021083842	0.0008589549	0.0005387047	0.0030827962	0.0018405725	0.011141648	0.2183203	0.7621086
</S>	0.50409865	0.08769316	0.007977867	0.019774392	0.006954425	0.04875965	0.12931764	0.1954242
