 	Maria	ora	sta	vicino	a	me	ma	sta	dormendo	</S>
e	0.9704605	0.006374378	0.0034977512	0.018488782	0.0010522996	0.0001049472	1.8037568e-05	2.2222428e-06	7.2679336e-07	3.9060515e-07
M	0.90423375	0.0957576	1.9622219e-06	5.7589473e-06	8.0771395e-07	5.305325e-08	3.745471e-08	1.5103045e-09	6.440912e-10	2.3628508e-09
a	0.46946573	0.2665263	0.247888	0.013814023	0.0014690348	0.000664986	0.00010917257	5.704933e-05	8.0149795e-07	4.932306e-06
r	0.6620389	0.33692417	0.00082741724	0.00018014695	2.7041959e-05	1.4829383e-06	4.253652e-07	2.1405887e-07	1.5914787e-07	3.2784566e-08
ì	0.2608545	0.2808801	0.28769815	0.14148769	0.024151998	0.00414768	0.0006234959	0.00012834223	6.3607154e-06	2.1646498e-05
a	0.031367805	0.7718496	0.14888641	0.026527004	0.016408553	0.003836756	0.0009218156	0.00016339212	2.7145466e-05	1.14898185e-05
à	0.02291136	0.9036562	0.071674556	0.0014279697	0.0002116228	8.7019114e-05	2.8269433e-05	1.981962e-06	4.5518524e-07	5.0013875e-07
r	0.0077931997	0.9625066	0.022785995	0.00538667	0.0012942982	0.00015826338	6.533628e-05	4.5731267e-06	3.0538288e-06	1.9531085e-06
t	0.00025493136	0.12426384	0.71452355	0.09494767	0.045608673	0.01634622	0.0026089652	0.0007782775	0.00043733235	0.00023052565
e	0.000809939	0.03028701	0.8781059	0.075172335	0.010743757	0.0040913015	0.0004974609	0.00016728148	9.505994e-05	3.0049838e-05
n	0.005222338	0.047036823	0.8810666	0.05548427	0.00743885	0.0028613538	0.00084070594	3.3731678e-05	6.1256433e-06	9.165203e-06
a	6.6078865e-06	0.0028159267	0.76903945	0.119034104	0.06758385	0.03499954	0.004142177	0.0016911383	0.00013666101	0.00055055483
s	0.015560656	0.0037128895	0.32302397	0.5105075	0.1029203	0.034963313	0.008979929	0.00026696752	2.5438168e-05	3.900506e-05
t	1.2572952e-05	0.00014260023	0.35535908	0.2656683	0.23250186	0.11871546	0.018281637	0.0070346603	0.00057040254	0.0017133852
e	3.7466384e-07	8.553483e-07	0.032457333	0.5737365	0.27646306	0.091871135	0.018512193	0.0052021495	0.00061692245	0.0011395066
m	0.00055670086	1.53245e-05	0.0084912535	0.46372786	0.28192848	0.19980021	0.044223633	0.0010731386	3.2332755e-05	0.00015110626
b	0.00076945964	2.9673896e-05	0.06909321	0.55309767	0.23592126	0.11368006	0.01859936	0.0064576156	0.0005753639	0.0017763847
r	2.3400564e-05	1.057816e-06	0.00040713098	0.71890724	0.22719662	0.03161663	0.021420686	0.00020812268	8.581455e-06	0.00021057838
ò	1.6855216e-07	1.7718813e-07	0.0032533929	0.7151696	0.21054563	0.048531964	0.019383231	0.001964158	0.00020839623	0.0009431973
s	0.012131742	0.0010506053	0.010586106	0.5295679	0.12044119	0.2462151	0.07730678	0.0021724768	0.00021758805	0.0003105086
e	4.903528e-06	2.6512165e-05	0.14053515	0.48426563	0.15643656	0.17899486	0.0232001	0.010411719	0.0021283894	0.0039961613
m	0.00017467403	1.222919e-05	5.708601e-05	0.009943243	0.07254884	0.55475014	0.3459854	0.014318353	0.00023011587	0.0019798684
è	8.220114e-05	1.6747383e-05	0.0040060226	0.01812762	0.09696767	0.5422749	0.18397862	0.09703076	0.0144479675	0.043067567
n	0.0009071037	8.3532e-05	7.8818615e-05	0.0027357624	0.015486206	0.32213	0.60406065	0.04433385	0.0035459755	0.006638162
a	4.3175455e-06	8.740337e-05	0.0009123689	0.031112622	0.09742219	0.5526132	0.13626875	0.064612605	0.01891272	0.098053776
m	0.00015520355	5.6710902e-05	3.0300262e-05	0.00076018285	0.005975231	0.10380593	0.72523427	0.13397777	0.0054001897	0.024604205
a	0.00010831042	1.0808192e-05	0.0003970371	0.0010594181	0.0024892066	0.07467435	0.21182132	0.34511557	0.09072968	0.27359426
s	0.00034639586	1.8507764e-05	6.866062e-05	0.0007455234	0.0016545965	0.015276802	0.39065057	0.4073987	0.033982333	0.14985788
t	8.254076e-06	1.8651925e-06	2.6573836e-05	0.00012177166	0.0012956156	0.056631334	0.23643108	0.36607498	0.085025854	0.25438267
e	5.243163e-07	1.275949e-07	4.2488964e-06	5.7752786e-05	0.00012057418	0.0034062325	0.07193263	0.3959201	0.19201435	0.33654347
p	0.00010446372	2.5031155e-05	0.00019569621	0.0025632014	0.0046583153	0.01289683	0.1650673	0.25897455	0.106226794	0.44928777
l	1.6007616e-05	2.8229374e-06	1.3006804e-05	4.7201982e-05	0.000108764725	0.0018703113	0.01783351	0.1527851	0.3529088	0.47441447
ò	2.309943e-06	6.078975e-06	8.414682e-06	0.00043819845	0.0010653612	0.0007529138	0.00668409	0.025012197	0.43585598	0.53017443
n	0.0010529635	0.00056614267	0.0007015025	0.0059743035	0.023258682	0.018439814	0.035924535	0.074895576	0.55496466	0.28422183
n	4.710663e-05	0.00012934886	5.0862665e-05	0.00015402776	6.0544513e-05	0.000606141	0.003600933	0.100397825	0.65059936	0.24435383
i	5.7495504e-07	3.1170103e-07	2.445292e-06	1.6278607e-05	3.6942798e-05	5.3551707e-05	0.00071881356	0.046510804	0.6069315	0.3457288
</S>	0.00045778122	0.00012567476	0.0012248618	0.0055731423	0.014162764	0.013692087	0.035308905	0.080735214	0.114740215	0.7339793
