 	ora	che	loro	non	vengono	più	</S>
à	0.9878319	0.010259065	0.0015113803	0.0002481179	9.4800285e-05	4.6325862e-05	8.498389e-06
r	0.9973214	0.0021661823	0.00030019143	0.00020046554	7.816066e-06	3.7120553e-06	2.3972123e-07
t	0.042350624	0.74153954	0.15527363	0.043175496	0.0070906263	0.0039530974	0.0066170865
e	0.6190573	0.36284256	0.012830375	0.0047140056	0.0003863608	0.00010744811	6.19662e-05
k	0.024881234	0.7025213	0.12965108	0.14036925	0.0022331541	0.00025980364	8.426854e-05
a	0.001843372	0.8403404	0.15060998	0.006895575	0.00020513502	3.2656186e-05	7.293974e-05
c	0.0009855484	0.086050294	0.05406904	0.8510803	0.0074661365	0.000292318	5.6387456e-05
ì	0.00049784535	0.24312465	0.73997736	0.016033363	0.00023823149	3.008719e-05	9.8475386e-05
n	9.168162e-05	0.0013564475	0.008277032	0.98060787	0.009110133	0.00043908934	0.000117698175
i	0.0024162224	0.48201123	0.39033118	0.06754922	0.034035195	0.007861397	0.01579571
e	5.622631e-05	0.0003095684	0.010993187	0.9558519	0.025634576	0.0052608615	0.0018936773
n	0.0006083605	0.0020039582	0.14825657	0.7769075	0.05224844	0.013591794	0.0063834083
è	5.6292327e-05	0.0028184212	0.6076201	0.16814211	0.13535203	0.033478215	0.052532785
r	0.00022472632	1.7434759e-05	0.00026312436	0.38016394	0.43650612	0.16436878	0.018455856
k	0.00032752389	0.0007986313	0.35906637	0.14126779	0.289336	0.052936587	0.15626708
o	0.0026491196	0.00051781023	0.0011090012	0.004895411	0.3155201	0.29651397	0.37879458
t	0.004291165	0.00018051686	0.00018021789	0.005250891	0.21295851	0.5334695	0.2436692
t	2.1491058e-05	0.00012344813	0.002863509	0.005135627	0.26967296	0.22313988	0.49904305
e	1.6938953e-06	6.478343e-07	4.4816396e-05	0.0012277843	0.21689412	0.3232385	0.45859244
p	0.00039993317	3.502117e-05	9.8751276e-05	0.00088038214	0.012516389	0.6261612	0.3599083
l	0.00010151291	0.00017042355	0.00057348976	0.000399965	0.009198335	0.3050018	0.6845545
è	5.4702255e-06	3.8251605e-06	7.923324e-06	5.767594e-05	0.00083297706	0.73059154	0.2685006
o	0.0024103597	7.592505e-05	0.0001347966	0.0040390035	0.0026734858	0.8027319	0.18793452
</S>	0.00026966858	2.9662002e-05	0.00062055694	0.00375897	0.004964908	0.4122437	0.57811254
