 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.96883106	0.030797886	0.00024734443	0.00011502716	7.6121214e-06	5.448811e-07	3.2047123e-07	2.1846239e-07
m	0.99557245	0.0041465713	0.00024693488	2.9994362e-05	3.7275777e-06	2.0977575e-07	4.2950578e-08	1.472706e-07
a	0.6954818	0.29768616	0.006049721	0.00075297675	2.7441474e-05	6.40657e-07	3.6058427e-08	1.2046759e-06
r	0.87603956	0.12155015	0.002350543	5.7367426e-05	2.1995356e-06	1.5207088e-07	3.216985e-08	4.5364512e-08
a	0.16855784	0.79348356	0.031718325	0.0058186236	0.00038774658	1.202243e-05	5.688737e-07	2.1261294e-05
n	0.07591061	0.8930253	0.030318974	0.0006821789	5.6003006e-05	4.8958545e-06	8.971541e-07	1.2040896e-06
g	0.084288105	0.87583137	0.031995054	0.007135073	0.0006556924	3.4097313e-05	3.5191872e-06	5.699311e-05
i	0.011135019	0.2408404	0.46453404	0.26189193	0.01911887	0.0015711124	0.00030901772	0.0005996609
à	0.0082970355	0.6850028	0.2911167	0.015169388	0.00037936366	1.6869459e-05	5.735282e-06	1.2010694e-05
n	0.0015964446	0.2963634	0.6508114	0.04886234	0.0021890614	8.9784815e-05	1.206963e-05	7.548881e-05
e	0.0001395985	0.2918861	0.5706765	0.08269349	0.04527415	0.0066996324	0.00040308273	0.0022274945
è	0.0081843585	0.02545256	0.75263935	0.20673634	0.0066156313	0.000203837	4.796103e-05	0.00011984663
n	0.0019086138	0.011281386	0.7164764	0.24819273	0.02085081	0.0007224784	4.992837e-05	0.0005175857
e	9.30035e-06	0.0042399853	0.76225466	0.12732822	0.08836606	0.012627584	0.0006701929	0.0045040455
s	0.0018655226	0.002456106	0.2390493	0.7057353	0.048569143	0.0014515467	0.00018466024	0.00068831415
e	7.4083296e-06	0.0020265526	0.649385	0.27910048	0.058080595	0.0064150053	0.00072637305	0.004258652
g	0.0005440819	0.00020338206	0.029459741	0.8288845	0.13494879	0.0040903944	0.00047578884	0.0013932642
i	4.5281537e-05	0.0056919893	0.33664185	0.5042304	0.11967079	0.018828573	0.003050901	0.01184027
r	0.038002525	0.002605408	0.018952698	0.71473235	0.21157531	0.009356558	0.0018283009	0.0029468066
è	1.4069564e-05	0.0016670763	0.034161277	0.69880706	0.18841349	0.02707136	0.00631337	0.043552328
t	0.008083442	0.007615434	0.005883113	0.5790948	0.36134297	0.027034923	0.004788405	0.006156818
s	5.153674e-06	0.00026714455	0.03591811	0.4125817	0.43272388	0.08563289	0.005821792	0.027049242
i	3.7600755e-06	3.4785513e-05	0.00063246326	0.29891	0.41527572	0.11907384	0.04224448	0.12382499
d	0.00082791026	1.7103894e-05	0.00025136388	0.08590903	0.79423434	0.09089201	0.007986854	0.019881353
ò	2.4952027e-05	0.0013096796	0.00084531854	0.076938	0.57763904	0.19737025	0.02914956	0.11672318
p	0.005572129	0.00037660776	0.00020794052	0.007689237	0.48834258	0.36456904	0.07851883	0.054723572
u	9.0120903e-07	2.1198077e-05	6.087363e-05	0.013410727	0.59661347	0.29775944	0.015971016	0.07616236
e	0.0015010127	3.000421e-05	0.0002449238	0.0016843219	0.07019618	0.5924009	0.22212683	0.111815795
m	0.0032404333	6.2265135e-05	0.00018654893	0.0015738964	0.04870968	0.5463371	0.28049314	0.119396955
a	0.00017314295	0.0001349056	6.066608e-05	0.0009368092	0.016863748	0.17385535	0.17680484	0.6311705
r	0.0028574774	0.00016125705	0.00024776795	0.00076614704	0.0065904213	0.20247117	0.69288504	0.09402073
è	5.351312e-05	5.4979668e-05	0.00013137193	0.000490627	0.00532384	0.17825371	0.32796317	0.48772883
i	0.0077498425	0.00089117954	0.0032666146	0.005976917	0.013827214	0.118111335	0.7029198	0.14725712
</S>	0.0029573492	0.00016321716	0.00121012	0.002934385	0.00899299	0.122427136	0.7199911	0.14132378
