 	è	pericoloso	di	nuotare	di	notte	</S>
è	0.99127287	0.008421011	0.00026016103	4.2577914e-05	2.788388e-06	1.7132548e-07	5.146089e-07
p	0.33044654	0.6691073	0.00043726416	7.277293e-06	4.705338e-07	6.098784e-07	4.6962285e-07
e	0.6325599	0.26854363	0.06182682	0.024153719	0.0030563562	0.0025539198	0.007305762
r	0.0053192857	0.9639021	0.03025364	0.00050601177	1.38546575e-05	1.6590182e-06	3.4490522e-06
i	0.052857876	0.73557985	0.2004291	0.010383532	0.0005663518	7.799396e-05	0.00010519254
k	0.0005578735	0.9134923	0.08521008	0.0007113623	2.5110257e-05	1.0570391e-06	2.2193235e-06
o	0.010303959	0.41946882	0.5325129	0.03495125	0.0019868477	0.00027366786	0.00050252816
l	0.0008044187	0.9413304	0.05643836	0.0012759084	0.00013943731	6.8806658e-06	4.5526504e-06
ò	0.006493772	0.21680792	0.7107163	0.06120745	0.0034160723	0.0004535331	0.0009049705
s	0.0022871336	0.11475961	0.8255997	0.0488095	0.007910956	0.0004110552	0.00022199732
o	0.0021376165	0.23441307	0.7178203	0.042385176	0.0021680843	0.00032352778	0.00075220165
n	0.018172726	0.015691528	0.6783147	0.26714113	0.0187544	0.00038723784	0.0015382362
a	0.00021798196	0.0019271518	0.56782824	0.37808058	0.037518967	0.0048829135	0.009544211
n	0.0059226765	0.0011424246	0.017632172	0.8651292	0.099130236	0.0028436044	0.008199658
a	8.997236e-05	0.00010117369	0.076139495	0.7673378	0.10119817	0.01687566	0.03825775
r	0.0059057823	0.00043607413	0.00072139734	0.6964044	0.2605218	0.009394078	0.026616542
è	0.00010259938	8.567955e-05	0.010752395	0.6428373	0.1977043	0.046887826	0.10162979
t	0.006438916	0.0015549223	0.00043441902	0.10784776	0.7287146	0.08348091	0.0715285
s	1.6901375e-05	5.4920598e-05	0.002672905	0.48201343	0.24170104	0.065336466	0.20820439
i	4.8615484e-06	5.995244e-07	2.7009505e-06	0.017124204	0.38107625	0.31614757	0.28564385
à	0.010946115	0.0004309372	0.0002892668	0.011792263	0.56271935	0.113582864	0.3002392
t	0.0028159597	0.00028043328	0.00011153014	0.0034344548	0.12288498	0.28275448	0.5877181
s	6.494414e-06	1.1983804e-05	4.4242064e-05	0.0032903098	0.12163866	0.28887156	0.58613676
e	1.587172e-06	4.630136e-07	7.589176e-07	5.0919316e-05	0.029446509	0.76550275	0.20499703
n	0.0040627634	0.000671467	0.0005453275	0.008460309	0.045850683	0.22605245	0.71435696
ì	0.000113958304	1.6584876e-05	1.3380827e-05	0.00044455976	0.018841393	0.5663199	0.41425025
t	0.017131463	0.007869715	0.0032271256	0.0058027413	0.02967638	0.31567407	0.6206185
t	2.1312058e-05	6.9889375e-06	6.6083912e-06	0.0004926048	0.039448395	0.3902774	0.5697467
a	8.774788e-06	3.5143112e-06	5.4855323e-06	8.8871384e-05	0.0034867816	0.7321721	0.26423454
</S>	0.011271773	0.0039379643	0.0036391888	0.045664832	0.043471582	0.059254166	0.8327605
