 	vado	cercando	una	macchina	che	consuma	poca	benzina	</S>
p	0.97925204	0.019371739	0.001122105	0.00023660084	1.6504702e-05	9.2021065e-07	9.371971e-08	5.2189247e-08	2.289964e-08
à	0.9883392	0.011042773	0.00054066075	6.481173e-05	1.1016455e-05	1.5257702e-06	3.5881e-08	3.137628e-09	8.081803e-09
o	0.9366145	0.06329656	8.6672415e-05	1.8715939e-06	4.775667e-07	3.40911e-08	5.672559e-09	4.890758e-10	1.1878519e-09
c	0.0739701	0.88550085	0.040186632	0.00028499062	4.7599697e-05	8.92991e-06	3.7171358e-07	1.3625788e-07	3.9746007e-07
e	0.09477482	0.6883872	0.117322505	0.07537952	0.020157518	0.0038773809	6.9126065e-05	9.280313e-06	2.263963e-05
r	0.0053622806	0.98867214	0.0058007464	0.00015236984	1.2401924e-05	1.5049697e-07	1.1486921e-08	7.284223e-10	2.5472393e-09
k	0.0270743	0.8515635	0.08469162	0.029970888	0.005302662	0.001351665	1.9689993e-05	2.2210704e-06	2.3496828e-05
è	0.005450545	0.09441622	0.74775803	0.13511634	0.015595289	0.0014136039	0.0001478818	4.268209e-05	5.948334e-05
o	0.0014016898	0.73194027	0.20487648	0.057658926	0.0040469137	7.122796e-05	3.9158117e-06	1.2580972e-07	4.3428346e-07
n	0.0007646299	0.842181	0.14695834	0.009162264	0.0008386676	9.0816204e-05	3.1390375e-06	2.788537e-07	7.9993595e-07
t	0.0002758049	0.33536914	0.3088608	0.28605655	0.056923788	0.012004374	0.0003432546	7.440113e-05	9.1860864e-05
a	0.0010343281	0.025536947	0.6595009	0.2609251	0.04758497	0.0048879664	0.00027814417	7.286765e-05	0.00017869262
è	0.004922753	0.053433612	0.7121778	0.20867771	0.019756632	0.0009926095	3.0452537e-05	1.8313826e-06	6.5774557e-06
n	0.0013676919	0.006565378	0.81473905	0.14477497	0.02753582	0.0048323944	0.00012434024	1.2522125e-05	4.7914124e-05
a	4.012736e-06	0.0039872485	0.4416922	0.40861735	0.114816	0.02695504	0.0017941506	0.0010793003	0.0010547368
m	0.0012076757	0.0016686105	0.34920236	0.56171596	0.080305435	0.0056652115	0.00016810521	1.4353776e-05	5.2286025e-05
à	0.00033073305	0.0020146142	0.17033345	0.65525794	0.14494693	0.026044616	0.0005706538	9.371556e-05	0.00040735526
k	0.0154403355	0.021822968	0.023093477	0.7928412	0.13637497	0.0100946445	0.00023057034	2.6857522e-05	7.5015596e-05
i	1.0417257e-06	4.2168147e-05	0.046722185	0.580897	0.28069186	0.07696959	0.0077265715	0.004328658	0.0026209783
n	0.0087961415	0.00081661507	0.003599973	0.34108996	0.5600534	0.081392415	0.003423309	0.00014939584	0.0006787664
a	2.0032214e-06	8.219359e-06	0.0028065299	0.46339908	0.4076761	0.116700836	0.0049316203	0.0014792279	0.0029964552
k	0.0019090858	5.2551575e-05	0.00025252026	0.027386468	0.78261465	0.16884153	0.015189882	0.0006909689	0.0030624112
a	6.949709e-06	0.000120980294	0.00056324544	0.19950798	0.39872706	0.3387737	0.028092705	0.013008003	0.02119942
k	0.028201379	0.0016199115	0.00022653399	0.017856086	0.7490952	0.17546935	0.021554312	0.0016528004	0.004324438
u	9.510197e-06	8.938473e-05	0.0003400723	0.08495442	0.3341867	0.47116557	0.04866505	0.023692856	0.036896374
n	0.03422957	0.0025618274	0.00019180129	0.00496925	0.43030423	0.43006712	0.074542485	0.005019748	0.018114083
s	9.341306e-06	3.2491669e-06	1.7084107e-05	0.0067458274	0.3780146	0.45991364	0.0668067	0.026096491	0.06239302
u	2.8104475e-06	1.0292114e-06	1.2334628e-05	0.00070778537	0.10491211	0.32264948	0.25380224	0.103525825	0.21438636
m	0.0011873061	0.00015398498	0.00015873728	0.0008601248	0.062037658	0.3480882	0.4314357	0.037165966	0.118912265
è	2.991813e-05	1.3265181e-05	4.604657e-05	0.0021020486	0.059937585	0.5838824	0.14936395	0.07882225	0.12580249
i	0.025435986	0.0032508604	0.0014479911	0.0013833282	0.014120258	0.33376625	0.42250794	0.07240194	0.12568553
o	0.0015049289	0.00015806868	0.00045677926	0.00026307334	0.0018534755	0.051850535	0.59377605	0.08549066	0.26464647
l	0.003994695	0.00035015278	0.0012865374	0.00040894476	0.00068273686	0.01592084	0.44435245	0.19682924	0.33617443
ì	4.986001e-05	1.49672915e-05	7.6125925e-06	2.9677125e-05	0.0006836084	0.047838435	0.20108375	0.32150686	0.4287852
b	0.006188888	0.0018160123	0.001498088	0.0006603734	0.0017424494	0.008770016	0.2240161	0.330291	0.4250171
e	5.6208246e-06	5.0411785e-05	9.564979e-05	0.00016832944	0.001292756	0.17410122	0.23080288	0.34988862	0.24359445
n	0.009250702	0.0017946444	0.0050982684	0.0022146872	0.002714879	0.0039912798	0.10288072	0.26412848	0.60792637
z	7.280225e-05	1.48886065e-05	1.9707493e-06	4.4088774e-06	4.057082e-05	0.003289736	0.17419666	0.4326393	0.38973963
ì	5.6869635e-07	4.507485e-07	2.9829175e-06	2.0565972e-06	2.2819939e-05	0.0012617676	0.06693502	0.45934212	0.47243226
n	0.004272763	0.0015369792	0.0038809236	0.002733176	0.006680282	0.0076507893	0.071826644	0.24338253	0.6580359
a	4.769081e-05	1.1966798e-05	5.467066e-06	8.182312e-06	8.708302e-05	0.005649663	0.093549445	0.47621462	0.4244258
</S>	0.012783313	0.004641949	0.015935145	0.009965381	0.0034927574	0.0018153084	0.060593642	0.24722594	0.6435465
