 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.99700016	0.002894049	9.243529e-05	9.538828e-06	3.2503322e-06	5.417055e-07
c	0.94915724	0.050756756	8.358392e-05	1.0568817e-06	8.7707116e-07	4.0680766e-07
h	0.8425179	0.148393	0.008055178	0.000245977	0.00053628336	0.0002516006
e	0.9664564	0.03277709	0.00074901467	6.7732913e-06	9.1697875e-06	1.4906656e-06
p	0.041418478	0.93680465	0.021652993	0.00010053025	8.884976e-06	1.44767055e-05
o	0.001297228	0.9380113	0.055811495	0.0034017581	0.0009597305	0.0005184067
l	0.013180526	0.9529735	0.03203957	0.0017463033	2.9343892e-05	3.0926833e-05
e	0.0012134924	0.8390952	0.14289425	0.011320635	0.003656324	0.0018201343
m	0.00801001	0.9755729	0.0148135675	0.0014191705	0.00012451306	5.97345e-05
ì	0.0033625353	0.8207954	0.16746533	0.005002882	0.0021708193	0.0012030654
s	0.010993711	0.71042496	0.2287172	0.042447474	0.004834892	0.0025817526
o	0.00037689545	0.74638754	0.24432097	0.0023787834	0.005541259	0.0009944921
n	0.012535612	0.059681818	0.91044927	0.00938827	0.005958593	0.0019864345
t	0.00036548765	0.0185072	0.9175045	0.03984937	0.018012345	0.005761128
a	0.0012229988	0.0042794785	0.5090258	0.29287592	0.08868348	0.10391233
ò	0.08420839	0.0009773123	0.60727084	0.2252489	0.04412652	0.03816797
l	0.008973642	0.0003354067	0.6598302	0.13400054	0.11843622	0.07842398
i	4.5622917e-05	0.00038368645	0.5374761	0.24723087	0.18048097	0.03438281
t	0.02042566	4.777948e-05	0.008153765	0.63929737	0.1386347	0.19344077
i	9.499786e-05	1.4644394e-05	0.10550276	0.5341913	0.21408539	0.14611082
n	0.0051086666	2.2332357e-05	0.00029460178	0.5396734	0.08370227	0.3711987
a	7.11685e-05	6.3629845e-06	0.0048437035	0.4622366	0.22972193	0.3031202
d	0.005166707	3.3969605e-05	9.515206e-05	0.33905265	0.10731809	0.54833347
d	0.00031305014	1.1015654e-05	0.0025849035	0.08133582	0.5900602	0.325695
o	5.013018e-06	2.0284658e-06	6.0984232e-05	0.008513436	0.5417361	0.44968244
m	0.004496831	1.0293609e-05	0.00012542383	0.022389112	0.55153686	0.4214415
à	8.065493e-05	3.5394205e-06	0.00041734448	0.017638864	0.5349779	0.44688168
d	0.10005042	0.00044024515	0.0038622622	0.031458013	0.3367771	0.527412
a	0.0041760895	0.0003648853	0.00076431356	0.00343978	0.90398693	0.08726812
</S>	0.025937986	0.0013314188	0.0022009325	0.124665216	0.06594629	0.7799182
