 	le	buone	canzoni	si	scrivono	alla	notte	</S>
t	0.97969466	0.01888585	0.0012759536	0.00012349353	1.9367571e-05	4.3364238e-07	9.1587275e-08	1.9065796e-07
a	0.9117684	0.08565201	0.0025544593	2.0824207e-05	4.2393817e-06	8.620128e-08	2.701745e-08	5.833371e-08
k	0.39720452	0.58389574	0.01888172	1.5047683e-05	2.897159e-06	8.72173e-08	1.3469944e-08	8.2567574e-08
à	0.5337303	0.39646	0.050309744	0.01830405	0.0011261918	5.010868e-05	6.009656e-06	1.35355185e-05
j	0.1714845	0.76460344	0.06301401	0.0005228602	0.00035495003	1.6596563e-05	2.7401115e-06	8.7996824e-07
o	0.19156843	0.41442096	0.36776295	0.015814753	0.009145601	0.0004021372	0.0002119019	0.00067330664
t	0.0015541038	0.19247799	0.78913	0.015882047	0.0008898292	5.847104e-05	2.319448e-06	5.2840483e-06
r	0.0076481802	0.2643365	0.50361127	0.2033976	0.020203955	0.00042807235	8.151482e-05	0.00029288538
a	0.041693483	0.037846457	0.6420832	0.24251145	0.031758625	0.001645269	0.0005559844	0.0019054755
v	0.0017226937	0.013216672	0.8703448	0.10057942	0.013846292	0.00023397629	8.68458e-06	4.7352776e-05
ù	0.0029809386	0.002780958	0.5416331	0.4091137	0.040167563	0.0017707689	0.0004447348	0.0011081316
d	0.006254179	0.016723773	0.8094162	0.09672123	0.069873124	0.0007003072	0.00021008514	0.000101127334
i	4.4431286e-05	0.0002669836	0.6406581	0.23657738	0.1083654	0.0075362734	0.002026539	0.004524842
a	0.0042310245	0.012264068	0.14081052	0.6479014	0.1901955	0.003651372	0.00014829123	0.0007978246
i	0.006385882	0.0058555068	0.013962023	0.62058735	0.33841065	0.01234081	0.00036324136	0.002094598
g	0.003303035	0.00086628774	0.0012473724	0.35043696	0.5975243	0.03769137	0.0016324347	0.0072982395
r	2.8867047e-05	0.00027622905	0.005584945	0.5214541	0.38545144	0.048746426	0.014156907	0.024301112
à	5.6957276e-07	6.0734906e-06	5.31312e-05	0.18395902	0.5633899	0.095424496	0.03834955	0.11881729
f	0.004558784	0.007889435	0.00027648616	0.029923009	0.8718064	0.06432513	0.0054709055	0.015749846
u	1.0064929e-06	7.436611e-05	0.0036602903	0.10101101	0.72787464	0.08396394	0.029322634	0.0540921
t	0.0040908665	0.001092638	3.779938e-05	0.005209146	0.2002294	0.61241746	0.03096082	0.14596188
t	2.4699657e-05	0.00017155657	2.6085252e-05	0.022659834	0.4282216	0.28771162	0.09944793	0.16173673
e	1.0918623e-06	3.91687e-07	2.780657e-07	0.00018865563	0.013280813	0.30872175	0.33697435	0.3408327
a	0.00033428296	0.00031304665	2.43134e-05	0.0036931618	0.027231889	0.49906614	0.0666615	0.40267566
t	0.0009642603	0.0003733265	7.827991e-05	0.001060023	0.003363783	0.241408	0.18866289	0.5640894
s	2.7503138e-05	1.954424e-05	2.9909245e-06	0.00028602406	0.0021771863	0.18483694	0.43760017	0.37504965
è	1.2189321e-06	5.2478043e-07	3.2688936e-07	1.8450872e-05	7.3523675e-05	0.040718082	0.63192946	0.3272584
n	0.0005072462	0.00062644196	0.00011227629	0.0060395543	0.006223834	0.07611278	0.20218034	0.70819753
ì	1.3036299e-05	0.00015972965	8.065526e-06	0.00022478108	0.0009239511	0.06974835	0.34157732	0.58734477
t	0.012966029	0.0015811335	0.000331974	0.0018674777	0.0013533235	0.050594565	0.31001085	0.6212946
t	8.95812e-06	0.00019349456	1.020693e-05	0.00023385932	0.0023462924	0.11123901	0.27836913	0.607599
a	2.033821e-06	1.4465312e-06	6.081114e-07	1.8810928e-05	2.3998678e-05	0.0114579005	0.71631116	0.27218404
</S>	0.0026255455	0.0033067612	0.00061384216	0.01600297	0.010379145	0.07055833	0.11883016	0.7776832
