 	lui	sapeva	che	oggi	stava	per	fare	freddo	o	freddo	e	non	poteva	fare	il	bagno	</S>
c	0.98835564	0.009084169	0.0010104375	0.0011581806	0.0003403827	2.7510341e-05	1.27505e-05	4.362018e-06	4.805043e-06	1.1086635e-06	1.9327443e-07	8.4860694e-08	2.1633946e-07	6.2682965e-08	7.105512e-08	7.047904e-08	2.7475819e-08
ì	0.5402326	0.45636642	0.0011439184	0.0020722696	0.00017353943	8.149861e-06	1.6176934e-06	8.7296064e-07	4.043127e-07	1.0653515e-07	1.2345683e-08	7.288963e-09	2.3022885e-08	5.5783222e-09	1.2426639e-09	1.8912497e-10	3.8273948e-10
n	0.9328602	0.06640083	0.0006097439	0.00011496797	1.1233895e-05	2.0052737e-06	9.023474e-07	1.4660147e-07	2.4092468e-08	1.1901685e-08	7.464879e-09	4.958768e-09	9.484743e-09	1.6578111e-09	1.0448068e-09	6.916333e-11	1.8231532e-10
o	0.7507543	0.19933622	0.037649248	0.007299322	0.0025595336	0.0012185951	0.00079657143	0.00031085772	2.0089681e-05	3.7373167e-05	7.3508795e-06	4.8698075e-07	3.6239364e-06	2.3768937e-06	1.2761177e-06	1.5987506e-06	1.1641522e-06
ì	0.27013773	0.72654635	0.002756967	0.0005022951	4.9379818e-05	5.89511e-06	1.1707083e-06	2.5566294e-07	3.4945028e-08	1.1177583e-08	5.8519425e-09	6.0333627e-09	7.511836e-09	1.6095927e-09	6.6952455e-10	3.1975653e-10	8.5308915e-10
t	0.001454752	0.99516726	0.0024194801	0.00092044455	3.3011052e-05	3.954515e-06	6.666635e-07	4.6045884e-07	2.1955993e-08	2.2197735e-08	7.926811e-09	3.4531005e-09	1.1956955e-08	3.5803775e-09	1.7607369e-09	1.2302197e-09	9.0364e-09
s	0.044289492	0.5149772	0.24675098	0.08792203	0.040514395	0.02405987	0.031818956	0.007818151	0.00032745118	0.0010360287	0.00019515521	9.622861e-06	0.000101606995	4.293814e-05	5.0248436e-05	4.7928967e-05	3.7936854e-05
e	0.23175515	0.66682273	0.09044984	0.007845396	0.002399106	0.00041088316	0.00016268522	7.150252e-05	6.075109e-05	1.3790433e-05	2.7866352e-06	1.1553338e-06	1.9072265e-06	1.1804174e-06	3.9792323e-07	3.4636656e-07	3.9835078e-07
r	0.0011643128	0.8291838	0.14614275	0.022452919	0.0009273226	0.00010583597	1.8262548e-05	3.3812548e-06	8.410222e-07	2.3116512e-07	1.0814104e-07	8.158711e-08	1.0683234e-07	3.3027735e-08	7.7813365e-09	4.4945074e-09	1.0632439e-08
e	0.0012820999	0.07888392	0.6716929	0.15615696	0.06253887	0.013979443	0.010347349	0.003291322	0.0010320458	0.0005767936	9.554039e-05	1.8023726e-05	3.5530633e-05	3.3425436e-05	8.403005e-06	7.2170333e-06	2.0239784e-05
