 	la	donna	vuole	pulire	la	casa	ogni	giorno	per	stare	pulita	</S>
e	0.9908964	0.008394339	0.0004889224	0.00016535513	4.8255002e-05	5.628734e-06	6.328987e-07	1.8770427e-07	1.05953646e-07	4.0963148e-08	6.67071e-08	1.5200907e-08
j	0.17370486	0.8256325	0.00064285815	1.8702593e-05	5.337403e-07	4.87779e-07	6.519021e-08	1.5450105e-08	6.4229946e-09	5.3930664e-09	7.289581e-10	1.4685166e-09
i	0.08130145	0.8542473	0.06354008	0.00083665067	6.2035346e-05	9.6798285e-06	1.9690535e-06	5.0432124e-07	2.9465875e-07	5.675697e-08	4.4055977e-09	1.47816746e-08
n	0.16938075	0.7411439	0.088984475	0.0004485939	3.1647865e-05	1.014895e-05	3.5895738e-07	1.0950788e-07	7.4183952e-09	8.4276514e-10	8.099858e-11	3.110055e-10
è	0.048428737	0.663049	0.26484916	0.019919574	0.003028589	0.00051848195	0.00013400587	3.0925075e-05	2.7756243e-05	8.795375e-06	1.7800513e-06	3.188209e-06
k	0.028456034	0.8115534	0.1562831	0.003419018	0.00022573308	5.8458285e-05	3.3634515e-06	7.452311e-07	1.0821298e-07	2.2707757e-08	1.8398845e-08	9.104997e-09
a	0.005011628	0.30875728	0.5336746	0.101720825	0.010596178	0.010010875	0.006805632	0.0007940822	0.004125886	0.015531459	0.0023173012	0.0006542353
t	0.0022174425	0.10475497	0.8236207	0.06381304	0.004548348	0.00092822977	9.0500864e-05	2.3935101e-05	2.2018098e-06	2.6419082e-07	1.8915651e-07	2.3135131e-07
è	0.00058449723	0.05652104	0.8256088	0.09478718	0.01824197	0.002931005	0.00085028604	0.00015010187	0.00017299602	9.883862e-05	3.26995e-05	2.06195e-05
l	0.0082973745	0.013228588	0.73575824	0.22346653	0.015867291	0.0031529313	0.00018246121	3.7713413e-05	5.9274093e-06	8.505302e-07	1.5108457e-06	5.7143626e-07
i	0.00013138397	0.011548716	0.7559758	0.16975285	0.01721451	0.011430607	0.0073855687	0.00086454354	0.003959326	0.018398385	0.0025500024	0.0007884095
n	0.0038505935	0.018424904	0.44984612	0.48334795	0.033255707	0.010103445	0.0008632754	0.00026970796	3.2248492e-05	2.4836177e-06	1.958022e-06	1.5664996e-06
a	2.0604775e-05	0.00026862224	0.5914043	0.31513327	0.07569368	0.0119316755	0.0033191734	0.00061951595	0.00073941716	0.0005267028	0.00021717418	0.00012586398
p	0.0052954764	0.0047117453	0.020581903	0.7326005	0.14894225	0.07978572	0.005902463	0.0018655381	0.0002845828	1.7733953e-05	6.2102367e-06	5.9001804e-06
u	0.00049680326	0.00016852467	0.12180721	0.66565174	0.16982725	0.025234384	0.0077596237	0.0018109576	0.0022445882	0.00263533	0.001530326	0.0008332355
l	0.10005832	0.0059269276	0.023027055	0.69676125	0.14336999	0.027967032	0.002194568	0.00062338787	6.640772e-05	1.7072513e-06	1.8838997e-06	1.5558641e-06
i	0.00021219352	6.492604e-05	0.05795184	0.7305459	0.17147572	0.022206727	0.0074510872	0.0015362352	0.0021851761	0.003349193	0.002060322	0.00096061465
z	0.033061292	0.0022199887	0.010706184	0.74872917	0.15885378	0.042480048	0.002991883	0.00084735267	9.97341e-05	4.2723973e-06	3.556768e-06	2.69448e-06
z	2.9905745e-05	5.4700842e-05	0.02006394	0.6987503	0.21864621	0.042392485	0.010634093	0.0027287332	0.0031185648	0.0017764642	0.00091654604	0.00088802504
è	1.9486868e-06	6.8309937e-06	5.4061344e-05	0.24821815	0.39612603	0.308146	0.027198832	0.012418212	0.0056885635	0.0009317977	0.00045421204	0.0007553502
s	0.009645701	0.001406411	0.0045355363	0.65410525	0.26654577	0.058285367	0.004284044	0.0010429007	0.00012892537	6.36929e-06	9.328979e-06	4.3795408e-06
s	3.5024674e-05	0.00019680939	0.015691089	0.741824	0.15527633	0.053637147	0.01614496	0.0024106475	0.0047809775	0.0072332774	0.001698375	0.0010712661
i	8.934602e-06	4.5902812e-05	0.00025834655	0.4572892	0.4201435	0.08360385	0.024110768	0.005429609	0.0055807624	0.002083995	0.0007266365	0.0007184696
o	0.0014625225	0.00029746944	6.6740295e-06	0.024510229	0.41655686	0.45110133	0.07545205	0.025983136	0.0043140426	0.00021407926	3.2180942e-05	6.946346e-05
s	0.0011913361	0.00016107043	3.5766232e-06	0.0023838733	0.13251941	0.581718	0.1857023	0.07918546	0.015602033	0.0011339277	9.464003e-05	0.0003043769
p	1.1842419e-05	3.6079125e-06	9.00295e-06	0.00801113	0.36389664	0.3232153	0.15143855	0.048601013	0.0491364	0.031419236	0.014178219	0.010079073
i	5.1897763e-07	9.377744e-06	3.8418857e-06	0.0028025869	0.1264851	0.55879205	0.13844852	0.0839989	0.050894976	0.015257299	0.010225542	0.013081286
t	0.000579279	6.120418e-06	8.7175835e-07	0.00031962097	0.12964171	0.5776062	0.19053863	0.087196924	0.013723032	0.00019304962	5.3237454e-05	0.0001413621
i	2.5722367e-05	4.7648346e-06	3.955902e-06	0.004056136	0.29464924	0.3349395	0.17310736	0.062284123	0.06477315	0.03264462	0.017251233	0.016260216
k	7.9972335e-05	9.754739e-06	1.0973484e-06	0.0001193372	0.018193437	0.4343015	0.3235501	0.1869966	0.03477795	0.0013415556	0.000205379	0.0004234149
u	2.8692237e-05	0.00020905315	6.1757586e-05	0.004785222	0.08388341	0.12902524	0.1741159	0.06633269	0.10381003	0.1931991	0.16205259	0.08249633
à	0.00035279556	6.1085457e-06	2.0027956e-06	7.297977e-05	0.009547603	0.26583478	0.37978	0.28872308	0.05299944	0.0014657987	0.0004339948	0.00078144926
i	4.9656683e-05	3.9593004e-05	2.3346254e-06	5.898226e-05	0.003949371	0.27604285	0.3791534	0.22152592	0.101808235	0.013277328	0.0012492889	0.0028430307
m	0.00023204964	0.00025144158	1.051901e-05	5.701413e-05	0.00049636717	0.03274326	0.26865235	0.26588127	0.31517443	0.09351165	0.006000573	0.016989052
è	3.662411e-05	0.0001404693	2.0383417e-05	0.0007102895	0.010605557	0.02895006	0.13172075	0.07986342	0.15226229	0.25748584	0.22164343	0.11656087
r	0.0035663906	0.00026682502	7.16579e-05	0.00032071566	0.007407676	0.059249062	0.15637703	0.47004536	0.21350329	0.030180242	0.025976881	0.03303486
i	2.1559354e-05	0.0010422171	0.00016590847	0.00051896187	0.0053628306	0.018742198	0.09188268	0.05025794	0.116876625	0.41191137	0.18857777	0.11463985
n	0.005928264	0.0038564769	0.00045171028	0.0007797101	0.0058207465	0.031430908	0.08715393	0.3930458	0.23273872	0.051297244	0.06301539	0.12448106
a	1.2832776e-05	5.498378e-06	1.278352e-06	7.5042763e-06	0.00013361301	0.0011023884	0.037669946	0.058305748	0.1668613	0.36447945	0.22279246	0.14862792
s	0.0021031266	0.00030697454	0.00015134383	0.0004272875	0.0013110746	0.0042974465	0.031346913	0.3989949	0.33916488	0.064552955	0.05653934	0.10080381
t	3.3655004e-05	7.325144e-06	3.0189549e-06	1.1663915e-05	0.00021109356	0.0022426273	0.06506314	0.10282676	0.23999864	0.28833747	0.1676317	0.13363287
a	1.0557785e-06	2.9690898e-07	3.4064425e-07	2.330662e-06	2.670804e-05	0.00013819164	0.004661253	0.034221195	0.14391924	0.21234982	0.29288378	0.31179577
s	0.0011774843	0.00037171305	0.00020645073	0.00070688786	0.0049997643	0.023821034	0.06419166	0.30052146	0.18639599	0.044471983	0.13222472	0.24091087
ì	1.0090779e-05	2.4878107e-06	1.0440042e-06	3.8028907e-06	3.8466926e-05	0.00012966317	0.0056285877	0.025619648	0.11982345	0.27832592	0.32046178	0.24995509
p	0.004779742	0.00088124396	0.00053502375	0.0012846895	0.0026356296	0.005311845	0.009693355	0.11881811	0.06729267	0.042606413	0.27559513	0.47056615
u	4.278478e-06	0.0006218842	2.1561038e-05	8.5202075e-05	0.00014465467	0.00042633957	0.006718316	0.0045321956	0.05049787	0.57037354	0.21838655	0.14818758
l	0.013810724	0.0051669055	0.0025016994	0.0037380443	0.0072783646	0.016639065	0.018285248	0.12013971	0.019758098	0.0051749037	0.23331505	0.5541922
i	7.014458e-05	0.000106904896	1.20013765e-05	1.9009636e-05	0.00018180106	9.1500966e-05	0.00039465193	0.000921023	0.0039345785	0.05526204	0.5821483	0.35685796
t	0.013428272	0.002127309	0.0021965206	0.003452443	0.006012738	0.0065899235	0.008901824	0.11078568	0.021546576	0.0038065424	0.177184	0.64396816
a	5.4064694e-06	1.5471724e-06	6.4727425e-07	1.9046378e-06	1.6975398e-05	3.9320206e-05	0.0010434738	0.0065505034	0.0346294	0.14605741	0.44167352	0.36997995
</S>	0.016287731	0.0044200537	0.0029183805	0.0057700733	0.0076611093	0.007934705	0.005339632	0.09214068	0.030541942	0.017342664	0.23942499	0.5702181
