 	se	avevi	visto	tempo	il	tempo	non	fossi	venuto	che	ti	bagna	tutto	</S>
a	0.94300675	0.05687557	9.93007e-05	1.2718879e-05	4.5772726e-06	8.0762226e-07	6.364502e-08	1.5764768e-07	2.4770577e-08	7.945516e-09	4.3087276e-09	1.563673e-09	9.69626e-10	6.1989813e-10
n	0.009785416	0.9535693	0.036552336	9.12114e-05	1.2051944e-06	1.8950001e-07	1.4968114e-07	4.0703053e-08	3.981618e-08	1.5331045e-08	2.7228806e-09	1.0282097e-09	4.5966145e-10	4.7716546e-09
ì	0.012415699	0.9562444	0.030382833	0.000766419	0.00014184574	2.7469485e-05	7.609327e-06	9.572154e-06	3.0818026e-06	8.3850205e-07	2.033848e-07	6.098967e-08	9.290679e-09	1.2061067e-08
c	0.00045423288	0.44396818	0.55178803	0.003663445	0.00010797839	8.829609e-06	5.652393e-06	3.5318383e-06	1.3534414e-07	1.4469125e-08	5.221752e-09	7.1435635e-10	2.2341186e-10	5.4504606e-10
h	0.16140641	0.7411823	0.092936136	0.003675033	0.00050496997	9.6649484e-05	2.7187038e-05	4.8594382e-05	0.0001020024	1.2790912e-05	4.2181478e-06	1.779398e-06	1.0629628e-06	8.004191e-07
e	0.23568437	0.6352324	0.114198744	0.010877613	0.002892441	0.0005761132	0.00020323093	0.00019655707	7.8824814e-05	3.725261e-05	1.486273e-05	6.004433e-06	1.0272413e-06	5.474024e-07
t	0.00013131	0.0121269105	0.97174466	0.01528553	0.0005852567	5.3084856e-05	4.922688e-05	1.8117935e-05	4.507941e-06	1.1195009e-06	2.1098725e-07	4.4108994e-08	7.4244637e-09	7.1409126e-08
o	0.0017882707	0.28697965	0.63445014	0.06321279	0.009563196	0.0019087252	0.00072349136	0.0006076074	0.0006134491	0.00012911552	1.492961e-05	4.1658373e-06	6.74533e-07	3.8234584e-06
r	0.00017691767	0.00181774	0.9402554	0.054881785	0.0024329512	0.00021187404	0.00013483893	8.33357e-05	3.8152675e-06	1.136632e-06	1.5788964e-07	2.0588205e-08	1.7248536e-09	1.8296447e-08
ì	0.019554008	0.015175383	0.60484284	0.29151186	0.05433187	0.008251279	0.0021759188	0.0021031862	0.0014940716	0.00041039777	7.294649e-05	2.7551449e-05	8.442204e-06	4.0232277e-05
s	0.003511996	0.01942521	0.5094363	0.42288852	0.042238165	0.0017172688	0.00059873675	0.00016867019	1.1250616e-05	2.6909856e-06	9.0715724e-07	1.3564505e-07	3.357063e-08	6.831689e-08
o	0.0007006273	0.009663619	0.8572134	0.12079571	0.008296627	0.0010242832	9.164477e-05	0.00031859012	0.0017782906	8.1433005e-05	1.2889488e-05	4.037218e-06	5.006978e-06	1.3810557e-05
n	0.0016889094	0.0034918506	0.07559497	0.7328205	0.1701612	0.012468871	0.0020119858	0.0016001837	0.00012734867	2.6376929e-05	6.204416e-06	7.32492e-07	1.2810663e-07	7.631733e-07
t	0.0006316937	0.0013179972	0.17303514	0.6351178	0.14381376	0.026172055	0.0048316293	0.0067875395	0.0061933235	0.0015059927	0.00033882173	0.00014051372	3.599445e-05	7.7671015e-05
a	0.007620508	0.00015334462	0.0023647565	0.38644978	0.38578328	0.12461428	0.03134367	0.044398278	0.009609313	0.004550335	0.0018976761	0.0006055962	0.0001983303	0.00041079122
c	0.0046481085	0.0037585427	0.0016830529	0.35044548	0.5324257	0.07010785	0.015166513	0.020451015	0.0010513801	0.00021392577	4.0646162e-05	4.5533934e-06	5.475775e-07	2.6499645e-06
e	0.012905061	0.017451108	0.014487662	0.47717324	0.34332186	0.07513324	0.02119689	0.023830054	0.009906107	0.0032131295	0.0007823483	0.00027862465	7.839223e-05	0.00024224327
r	0.2559211	0.03087398	0.0017062406	0.21406677	0.24969438	0.19297564	0.021261247	0.03261729	0.00079622876	7.285717e-05	1.1499986e-05	7.068384e-07	4.479658e-07	1.5996806e-06
ò	0.0020550315	0.0003648147	0.000424673	0.35021362	0.49124277	0.08865324	0.019775005	0.022849128	0.017043998	0.0047582462	0.0010943684	0.00044217834	0.00018894128	0.00089397986
o	0.015959702	0.0028419422	0.00020899544	0.05604918	0.7563051	0.10661208	0.024971591	0.032691076	0.0033078024	0.0007876638	0.00021433557	3.6460522e-05	4.9825144e-06	9.099732e-06
c	0.00077024644	5.6692374e-05	6.396086e-06	0.003292629	0.28972432	0.37541986	0.091544606	0.21496506	0.019246817	0.0039945287	0.00082770805	0.00010120242	6.3401894e-06	4.3684147e-05
e	0.002598792	0.00026345652	0.000278725	0.038618945	0.5582454	0.21038698	0.04353887	0.06561815	0.049115643	0.018522609	0.006169992	0.0033187745	0.0012192149	0.0021044617
r	0.016330374	0.0019492973	7.4805303e-06	0.0004447357	0.07944279	0.52266246	0.12903866	0.23611392	0.01163513	0.0019540063	0.00035091417	3.3476656e-05	7.0210244e-06	2.9734007e-05
ò	0.00047212042	8.0303296e-05	3.6772894e-05	0.0145911565	0.55279577	0.23327489	0.0484551	0.061228573	0.060658652	0.017565483	0.004353288	0.0019831872	0.00093349686	0.0035712796
e	0.0018937129	0.000712162	2.7493747e-05	0.000957924	0.15201849	0.4223211	0.119590096	0.24565269	0.042736918	0.01066801	0.0027828848	0.00046250844	5.6358116e-05	0.00011965403
n	7.2330266e-05	1.5593485e-05	1.6405471e-06	2.1915681e-05	0.00431142	0.28896827	0.1264878	0.43542704	0.11050902	0.026731707	0.0061502336	0.00083382294	6.159361e-05	0.00040770666
ì	5.526816e-05	1.6169362e-06	1.0082771e-06	0.00010770244	0.014774582	0.28069672	0.10044925	0.22074622	0.1903957	0.096931286	0.047457192	0.027078483	0.010038905	0.011266181
c	0.0019309543	0.00035609613	5.2417563e-06	4.136785e-05	0.0023811697	0.19682279	0.13816804	0.43674836	0.15660268	0.04794467	0.014447354	0.0028624057	0.00052993034	0.0011589013
h	9.1535037e-07	3.7956938e-06	2.8845907e-05	0.00042700602	0.021006001	0.06420711	0.0081845	0.08904383	0.69922143	0.0626975	0.020332258	0.009909803	0.011713486	0.013223452
e	7.5287758e-06	3.732337e-05	1.0717072e-05	7.1991555e-05	0.001952088	0.025891379	0.012103192	0.030349577	0.24191129	0.25761837	0.18582118	0.12026431	0.05748451	0.06647658
è	0.00013465821	0.00012505645	1.4015859e-05	6.70488e-05	0.0004529316	0.065920584	0.042405866	0.09955752	0.4309324	0.25561672	0.08231442	0.011840118	0.0016480184	0.008970625
r	0.00023574899	0.00012016308	1.6120246e-05	3.2967386e-05	0.00016787817	0.017156372	0.024923505	0.06619789	0.44568306	0.29410973	0.11230525	0.021665772	0.0030570994	0.014328508
