 	ora	ho	finito	di	scrivere	</S>
à	0.9895163	0.0101920115	6.5471424e-05	0.00017941318	2.2834856e-05	2.3855893e-05
r	0.9927908	0.0032222252	0.003983815	9.479863e-07	1.2608773e-06	1.003866e-06
t	0.034863994	0.7782263	0.0344968	0.12315923	0.0077349893	0.021518564
e	0.35002097	0.6382111	0.008290093	0.0032022144	8.03157e-05	0.00019536
s	0.0036670035	0.15478325	0.83882535	0.0023760323	0.0002001002	0.00014828931
p	0.031964026	0.80767787	0.15728669	0.002557261	6.178163e-05	0.00045234454
ì	0.002498413	0.54007477	0.38684705	0.06516313	0.00097062683	0.004445946
c	0.0002871348	0.015909243	0.9738305	0.0091498215	0.00052028714	0.0003030227
c	0.00012401829	0.017854283	0.9165158	0.033854213	0.0030487308	0.028603014
e	0.010620634	0.019562338	0.2120239	0.5831472	0.035003718	0.13964215
t	0.00027257638	0.0009430473	0.5646721	0.36412764	0.032622453	0.03736211
s	1.1339489e-05	0.0068655238	0.5116022	0.4104611	0.010016131	0.06104364
a	0.00016089772	0.00020388473	0.016956935	0.64773643	0.076258965	0.25868288
t	0.008564201	0.0024577035	0.005632025	0.67594683	0.13786612	0.16953312
s	1.9288671e-05	7.425068e-05	0.011932461	0.61271226	0.059514213	0.31574756
e	3.6374947e-06	1.22983e-06	3.603597e-05	0.29216963	0.34152162	0.36626786
g	0.0065140007	0.00036659028	0.00030346683	0.06502205	0.28586194	0.64193195
r	0.00018413641	9.032666e-05	0.0011135389	0.13508393	0.20388915	0.65963894
à	6.7386515e-07	1.3610061e-06	1.4321566e-05	0.011699513	0.20458706	0.78369707
t	0.0036608092	0.00010328874	0.0005448286	0.011966436	0.18171626	0.80200833
s	0.00042798778	2.5078163e-05	0.0067860186	0.020122785	0.13344824	0.8391898
i	1.3841203e-05	4.2970073e-06	6.076441e-06	0.0023926247	0.44715852	0.5504247
</S>	0.011857977	0.0017800006	0.0010023557	0.010383568	0.026641902	0.9483342
