 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
M	0.88122404	0.08064698	0.029995538	0.0050481237	0.0024977704	0.0005461913	3.2168497e-05	5.6710096e-06	3.4160712e-06
a	0.28436425	0.68563163	0.028499499	0.00044035338	0.0009893491	7.304526e-05	1.2580459e-06	1.6513684e-07	4.3705882e-07
r	0.82169026	0.06307293	0.11453033	0.0004268533	0.00026940615	9.568016e-06	5.3964897e-07	2.9134776e-08	1.0008831e-07
ì	0.050096653	0.928512	0.020278746	0.0006204988	0.0003964105	9.266444e-05	1.6918369e-06	2.0252855e-07	1.1345106e-06
s	0.0044668308	0.91474235	0.04876967	0.0057318276	0.025762778	0.0004834701	4.0172057e-05	1.1510425e-06	1.7137878e-06
a	0.07175877	0.4398368	0.4787421	0.006063473	0.0010482653	0.0021025133	0.00021411016	6.0331724e-05	0.00017357583
e	0.007541677	0.81682855	0.1346216	0.016213218	0.02403796	0.0006817848	6.890617e-05	2.7204617e-06	3.5608832e-06
N	0.0028417853	0.11867656	0.85757995	0.016897004	0.0038903563	0.000107321044	6.0612947e-06	3.5647315e-07	6.0301863e-07
ì	0.016395565	0.18025827	0.7999279	0.0024188983	0.00058338017	0.00029230886	7.062651e-05	1.463388e-05	3.8473307e-05
c	0.01966035	0.045670085	0.882276	0.040318526	0.007971509	0.0031576043	0.0006744138	6.901342e-05	0.0002026186
h	0.0013326706	0.08147221	0.8584672	0.019306295	0.013195226	0.020755243	0.004062476	0.0005786453	0.0008299975
o	0.00028799166	0.008523294	0.06420557	0.31433743	0.31122154	0.26462343	0.019311389	0.007106499	0.01038278
e	0.004988011	0.0068699773	0.03523483	0.5390837	0.39034954	0.02186431	0.001279944	9.618723e-05	0.00023350559
e	0.00022957605	0.00046865144	0.007273733	0.2974679	0.6519424	0.04012415	0.002246097	5.398733e-05	0.0001935377
e	0.00030754006	0.00018944437	0.0014038705	0.12496159	0.7815312	0.07972686	0.011015456	0.00022492571	0.0006390556
n	0.00074400567	0.00022148584	0.00077896874	0.06394236	0.6298889	0.24901934	0.05089074	0.0011717841	0.003342473
è	1.6431165e-06	1.6962878e-05	0.0003430927	0.05239023	0.18462512	0.6122927	0.08827258	0.027583972	0.034473684
c	0.005439293	7.7437144e-05	0.0011051437	0.024115494	0.11291107	0.50272197	0.3126292	0.01593376	0.025066629
h	0.00013923227	4.055555e-05	0.00096743734	0.022976482	0.057423215	0.5490119	0.29703355	0.03802544	0.034382228
u	1.9087152e-05	3.5969213e-05	2.7568036e-05	0.0028538918	0.008117306	0.38510442	0.27443647	0.1440774	0.18532786
n	0.0005772006	7.128043e-05	0.0009037892	0.0064706597	0.014337807	0.12998104	0.6906419	0.048082028	0.108934335
f	1.1483041e-05	2.2714728e-05	0.00028987834	0.0030836693	0.0042283717	0.3171592	0.32137492	0.14468603	0.20914379
a	1.0771348e-05	8.078022e-06	3.0099482e-05	0.00049611484	0.0005230671	0.0076336716	0.2561619	0.37268922	0.36244708
m	4.5941055e-05	2.5616566e-05	7.4822434e-05	0.0016857388	0.005736644	0.010007051	0.66988707	0.15184149	0.16069563
è	0.0001270841	0.00013330701	0.0005336966	0.0023716423	0.0024743348	0.0379237	0.2351313	0.21955517	0.50174975
n	0.0008863749	0.0002505004	0.003895793	0.0083210105	0.020344865	0.0059739966	0.0682825	0.61329603	0.278749
a	0.00018783544	5.0689043e-05	0.00087155757	0.0003204404	0.0001248972	0.0041639046	0.20027566	0.44606152	0.34794345
m	0.00031884987	0.00046280844	0.0028045771	0.006477538	0.02290817	0.0048956047	0.03687147	0.54166937	0.38359153
a	6.109645e-05	4.0447037e-05	0.00014593458	0.0003917946	0.0006565043	0.0015327432	0.007926664	0.2445972	0.7446476
i	0.00069825054	0.0014986079	0.0018067217	0.006291733	0.03022242	0.004780814	0.03176975	0.5471459	0.37578583
</S>	0.0073968344	0.0063361702	0.0031295207	0.00470462	0.013991978	0.0041583353	0.05056323	0.35576373	0.55395555
