 	pure	che	ti	vedo	una	volta	non	ti	dimentico	mai	</S>
p	0.9821301	0.010661734	0.006015378	0.00061877543	0.0001218132	0.00043760656	7.7897685e-06	5.9201666e-06	4.0721568e-07	2.4644953e-07	2.4298527e-07
ù	0.96960807	0.029280325	0.0005667425	0.0004926553	3.1449155e-05	1.6410955e-05	3.6684726e-06	5.0749367e-07	5.0726552e-08	5.0311226e-09	2.301274e-08
r	0.9536471	0.045737967	0.00012831524	0.00047953776	3.955441e-06	2.2346476e-06	7.2945846e-07	6.309046e-08	8.382938e-08	5.0771702e-09	1.0479637e-08
u	0.47390482	0.29165927	0.034964465	0.19380637	0.0048132865	0.0003053837	0.00033923448	0.00011869486	1.4915004e-05	1.31263805e-05	6.051434e-05
k	0.06289516	0.90286636	0.023188818	0.009958294	0.00081149314	0.00022980467	4.1774492e-05	3.784003e-06	3.067183e-06	3.993703e-07	1.096035e-06
a	0.043119077	0.7262088	0.15757073	0.051646464	0.0118244905	0.0037600785	0.0047633722	0.000900367	6.440532e-05	3.1072108e-05	0.00011107671
s	0.009607019	0.91843563	0.062493622	0.008159625	0.0008045983	0.00038525646	0.000103242295	4.318092e-06	6.251117e-06	1.5106431e-07	3.2856093e-07
e	0.0052699726	0.80198556	0.12903336	0.05169849	0.0055317925	0.0043886295	0.0017278199	0.0002627922	2.6966358e-05	6.0098737e-06	6.852716e-05
t	0.028536117	0.20103656	0.5307732	0.1743059	0.049319744	0.013700405	0.0020987662	0.0001440355	7.2279654e-05	4.0653717e-06	8.900216e-06
o	0.0010371432	0.11734577	0.57163614	0.15094332	0.048124447	0.08078074	0.024626302	0.0042290445	0.000514956	0.00013224382	0.0006298984
r	0.02526341	0.0057958653	0.569193	0.1936576	0.1562199	0.04457099	0.004674767	0.0004243954	0.00016893877	9.8350665e-06	2.1300324e-05
ò	9.119133e-05	0.008440749	0.6549364	0.17109804	0.062371187	0.07515026	0.02131675	0.0044036275	0.0006724929	0.00023810257	0.0012811767
m	0.00060815224	0.002854765	0.58334786	0.29595014	0.10921183	0.0066707414	0.001051273	0.00013012445	0.0001510841	8.019032e-06	1.6035732e-05
ì	7.1180048e-06	0.0004547781	0.056943364	0.91870874	0.016047008	0.002638869	0.0017284221	0.0023614953	0.00015010849	0.00021592465	0.0007442108
a	0.002920233	0.0035712726	0.07225723	0.09422088	0.5871016	0.22189249	0.013613007	0.0024170787	0.0016197272	0.00011283248	0.00027368005
f	0.00093962817	3.848324e-05	0.0014385753	0.012671754	0.53707725	0.3722568	0.056657482	0.0134787625	0.004609969	0.00025679872	0.00057447026
o	2.1229032e-05	0.00029195365	0.041050173	0.11423277	0.30601722	0.38995412	0.076800875	0.050476015	0.005718108	0.003733092	0.011704453
r	0.0046639796	7.725185e-05	0.00066914683	0.0039290753	0.57740015	0.31118	0.08119233	0.013285313	0.0066999584	0.0002913442	0.00061147654
à	3.582854e-06	3.2825687e-05	0.0029154175	0.017703395	0.32997438	0.44902286	0.1394968	0.035574682	0.007412304	0.0028402063	0.0150235575
e	0.006556369	0.0019427815	0.0013166645	0.014028398	0.5796629	0.26055098	0.09158568	0.023176126	0.018955061	0.00079528673	0.0014296471
n	0.00022901705	1.8690462e-05	1.1658195e-05	0.0012689912	0.3908224	0.13732481	0.27149063	0.13872497	0.050758753	0.0027197057	0.0066304277
s	8.323055e-06	4.304582e-06	3.142191e-05	0.000999631	0.20301524	0.15494066	0.28763345	0.25398675	0.026988456	0.016782397	0.055609364
e	4.2709388e-07	1.8176833e-07	3.8501225e-06	7.695859e-06	0.04623427	0.09201449	0.51975274	0.22883706	0.058746904	0.015573863	0.03882852
s	0.00015295074	1.7598772e-05	1.0931516e-05	1.0629883e-05	0.005974844	0.027077176	0.19568436	0.5100856	0.22166796	0.016419599	0.022898348
c	2.1917362e-05	6.523349e-06	6.4037927e-06	1.6645474e-05	0.009159264	0.011925922	0.38298306	0.3819588	0.07795672	0.03568234	0.10028243
e	7.0615974e-06	3.7808968e-06	5.3421623e-05	3.2985514e-05	0.0057606045	0.017026667	0.027208898	0.13272382	0.14374699	0.2084553	0.46498048
r	0.0019377985	5.739011e-05	5.983652e-05	6.0335014e-06	0.00012694142	0.004404337	0.088077426	0.29378888	0.4648462	0.08786886	0.058826294
r	4.0150033e-05	2.1323522e-05	2.085067e-05	2.6444126e-05	0.0071831266	0.030210616	0.12666102	0.36476648	0.097090654	0.082196966	0.2917823
è	2.0185448e-06	4.684243e-06	4.811499e-05	6.6728084e-05	0.0011318385	0.016704064	0.017412897	0.08403902	0.13583733	0.41047224	0.3342811
o	0.009332871	0.0010571571	0.0010223595	0.0002606903	0.002970083	0.1338327	0.039696924	0.09001363	0.12403379	0.4626363	0.13514347
m	0.0010483584	0.0005612089	0.0005681547	0.00032563464	0.0009808355	0.025389323	0.073835336	0.108915694	0.16073135	0.4296982	0.19794592
à	8.7837645e-05	2.278082e-05	1.2924732e-05	4.8661805e-06	0.00018425306	0.004807404	0.0059947222	0.058837797	0.030560357	0.38377455	0.5157125
i	0.016001837	0.004034208	0.0042335433	0.0008860442	0.0057477597	0.14632313	0.10013375	0.05140443	0.07511811	0.45766312	0.13845406
</S>	0.0066508898	0.0051964615	0.004555992	0.0039321426	0.0017325873	0.059749134	0.13803239	0.04834813	0.13950771	0.43679002	0.15550451
