 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.9505628	0.045103934	0.0025657509	0.0016782101	7.139388e-05	1.5566866e-05	7.2934796e-07	1.680763e-06
r	0.9959508	0.00404612	2.5204101e-06	5.454919e-07	2.238932e-08	1.4857916e-08	1.4581094e-09	6.385729e-09
t	0.041807856	0.29625013	0.6045924	0.046972964	0.008956821	0.0006168706	0.00028351607	0.00051940215
e	0.49139857	0.41883656	0.08149834	0.00704331	0.0010971989	9.638096e-05	1.36619465e-05	1.6030714e-05
n	0.051338106	0.8931952	0.054360796	0.0010363592	6.230222e-05	4.5681827e-06	8.901151e-07	1.8049385e-06
a	0.09234748	0.80591166	0.09861536	0.0026596175	0.00041690795	2.205914e-05	2.677798e-06	2.417285e-05
i	0.013547069	0.8646757	0.118453905	0.0030208696	0.0002799479	1.8792922e-05	1.553656e-06	2.1738604e-06
v	0.0020636702	0.9821602	0.014173635	0.0015496417	4.831151e-05	3.8894414e-06	2.0870691e-07	4.57508e-07
ò	0.0005543428	0.4159991	0.56875306	0.012565679	0.0019085773	0.00012632375	2.5559784e-05	6.7328474e-05
s	0.0026323705	0.08976122	0.84462386	0.058080267	0.004612065	0.00024882445	1.8918692e-05	2.2481505e-05
t	0.00019879958	0.12853467	0.8387071	0.028147029	0.0041089575	0.0001495124	2.6042386e-05	0.0001280241
è	0.00027590353	0.020117447	0.78332824	0.16309412	0.029347379	0.0019113257	0.0005136009	0.0014120085
o	0.0041433536	0.0115474155	0.4765663	0.46691346	0.03922057	0.0011984537	0.00011732919	0.0002930821
s	0.0018810745	0.014857643	0.14842498	0.7477461	0.08289695	0.0031611915	0.00024342493	0.000788476
t	1.5375749e-06	0.0010210016	0.47682896	0.4188279	0.0911885	0.0069600004	0.0013559576	0.0038161378
u	3.6288532e-07	4.475078e-05	0.016931133	0.6919184	0.2182265	0.031295042	0.011568669	0.030015202
d	0.0007155384	0.00029704027	0.0010025015	0.68135583	0.30048886	0.011248206	0.0010618549	0.003830208
i	7.456759e-05	0.0019912713	0.083235174	0.61322546	0.24146624	0.030674638	0.009544138	0.019788496
è	0.0058677555	0.00021178635	0.000120921286	0.51454616	0.44086197	0.029982071	0.0021553724	0.0062539484
o	0.001009466	0.00010171889	0.00011021113	0.28593183	0.6187364	0.063257225	0.004772732	0.026080497
n	0.00042906578	5.5958248e-05	4.5404704e-05	0.055281136	0.7116088	0.15850271	0.01344312	0.06063373
a	5.095797e-06	3.679675e-05	0.00031697575	0.068692274	0.54000574	0.23849529	0.06402922	0.088418566
g	0.0012143129	1.1301415e-05	1.4511083e-05	0.008744438	0.42249987	0.41294417	0.05374127	0.100830056
h	2.1798134e-05	0.00013135656	0.0006569732	0.01710801	0.35927126	0.26232708	0.14303121	0.21745232
e	2.7946436e-07	3.1742097e-06	1.30424505e-05	0.0012508174	0.04523793	0.25046512	0.37705988	0.32596976
t	0.0006346602	4.7905996e-05	3.9888557e-05	0.003645202	0.10780552	0.3531067	0.26557273	0.2691474
t	1.7369641e-06	9.888772e-07	6.003959e-06	0.00080068246	0.0849964	0.30306187	0.2933759	0.31775635
ò	1.2854896e-07	1.903995e-07	1.4497607e-06	5.4420965e-05	0.005562122	0.21239853	0.4316375	0.35034567
m	0.0001780833	1.6979762e-05	2.635697e-05	0.0037520411	0.026378285	0.18203047	0.44356355	0.34405425
e	2.984305e-05	0.00010911096	0.00015026084	0.0011306045	0.028697032	0.36280686	0.17164625	0.4354301
s	0.002350973	0.0003047018	0.00045166025	0.0052648582	0.008619833	0.03271415	0.5883874	0.3619064
s	6.3047075e-05	2.0036729e-05	2.8116108e-05	6.2801395e-05	0.0016567542	0.066449486	0.56744456	0.3642752
è	6.6271177e-06	2.3256098e-06	7.2384823e-06	2.9490466e-05	0.00033816035	0.016806329	0.70823073	0.27457905
r	0.003555893	0.00046930872	0.0007825546	0.013331223	0.016391682	0.052699268	0.5144799	0.39829013
e	0.00033746293	0.0006995883	0.0002908685	0.00047140726	0.0014615532	0.015101534	0.614165	0.36747265
</S>	0.024268163	0.004362418	0.00789748	0.060421865	0.046050426	0.120093346	0.4638207	0.2730856
