 	qui	dentro	vuole	un	tappeto	</S>
e	0.98368394	0.015901666	0.00037222359	3.3985318e-05	6.7651613e-06	1.4590239e-06
t	0.42158	0.57480675	0.0035129755	9.305924e-05	1.7008493e-06	5.474796e-06
t	0.7353005	0.25503135	0.0095284665	0.00012230693	1.1071074e-05	6.3202597e-06
ù	0.8321832	0.104769744	0.0589084	0.003480727	0.00045491976	0.00020300857
m	0.010060429	0.9731575	0.016435444	0.0003043329	8.955921e-06	3.344849e-05
è	0.068368204	0.5039239	0.32960358	0.07232759	0.011099694	0.014677023
s	0.026142992	0.6592398	0.31161824	0.0027570666	0.00012925542	0.00011256584
a	0.044294722	0.48867878	0.44415197	0.01660349	0.00399203	0.0022790066
t	0.0023727221	0.1249699	0.8378836	0.031345375	0.0020377121	0.0013908226
è	0.0010479661	0.032270566	0.9111963	0.042294968	0.008460896	0.004729325
l	0.008013137	0.0007834447	0.6997799	0.2653093	0.013324854	0.012789261
i	0.00014947106	0.021718586	0.75060076	0.17855436	0.027705261	0.021271633
è	0.01191084	0.0025012973	0.19123286	0.6842358	0.0561407	0.053978454
n	0.0022671204	0.0003736586	0.011084963	0.836662	0.045146085	0.10446627
a	1.1520622e-05	4.1899926e-05	0.079818845	0.65250486	0.1689304	0.09869254
t	0.0026190106	0.00010383836	0.00067826937	0.5932426	0.153027	0.25032926
a	4.869922e-05	7.3009446e-06	0.003363098	0.46983722	0.29580703	0.23093657
p	0.0027282191	7.6157565e-05	9.525935e-05	0.2522274	0.13044666	0.6144263
p	0.00017915326	1.3775663e-05	0.00075149763	0.10310316	0.48432848	0.411624
è	1.9537251e-06	2.2708968e-05	4.031498e-05	0.0026515948	0.23142338	0.7658601
t	0.023706775	0.00060766016	0.0018885507	0.0010320237	0.8684741	0.10429091
o	5.9108814e-05	3.975461e-05	0.000120667326	0.016248796	0.86361665	0.119914964
</S>	0.0055856067	0.00063220307	0.00043522302	0.0054605263	0.16336834	0.8245181
