 	se	aveva	visto	le	nuvole	le	nuvole	avrebbe	capito	che	stava	per	piovere	</S>
a	0.9567155	0.043143738	0.000113292066	1.554103e-05	9.801428e-06	1.5400271e-06	5.181139e-07	5.819433e-08	1.3918664e-08	4.125272e-09	1.0712041e-09	3.911557e-10	3.9059803e-10	4.666205e-10
n	0.011121453	0.946912	0.04188284	8.1284845e-05	2.267582e-06	1.2817074e-07	9.147624e-08	2.5036943e-08	5.0442273e-09	8.292797e-09	1.3521695e-09	4.1135068e-10	2.6780836e-10	5.8420944e-09
ì	0.014537045	0.9506626	0.033496115	0.0009158808	0.00028977633	5.9271097e-05	3.4001943e-05	4.0527857e-06	7.572846e-07	3.8336606e-07	4.2002675e-08	8.411934e-09	4.2973296e-09	8.926185e-09
c	0.00039410614	0.63860977	0.3596475	0.0013309293	1.0810013e-05	6.5643744e-06	1.7890935e-07	1.4235141e-07	1.3304589e-08	2.2548785e-09	2.9865146e-10	5.7880666e-11	2.0772972e-11	2.0217755e-10
h	0.2493719	0.6207775	0.12168133	0.00566166	0.0018754054	0.00032220053	0.00021753329	6.114336e-05	1.7504672e-05	7.950263e-06	3.435801e-06	1.0423505e-06	6.023383e-07	7.651087e-07
e	0.38444728	0.4451975	0.13742302	0.016098334	0.0131430365	0.0019135566	0.0015812299	0.00012170691	4.255398e-05	2.5886713e-05	3.8131595e-06	9.5238204e-07	5.553246e-07	6.3525147e-07
t	7.48582e-05	0.010112602	0.97149247	0.018043865	0.00020003217	6.10105e-05	1.0821931e-05	3.251602e-06	6.5302197e-07	3.593915e-07	3.0218477e-08	5.4112745e-09	2.4657614e-09	5.137836e-08
o	0.0017198747	0.33188844	0.5734663	0.062469874	0.023956515	0.0027080711	0.0033204008	0.0003556928	5.6394478e-05	5.0541177e-05	4.265516e-06	7.863893e-07	4.28189e-07	2.4651954e-06
r	0.00016051339	0.0043606274	0.9558377	0.039131794	0.00034714022	0.00014335118	1.2125497e-05	5.6116437e-06	8.4082023e-07	2.8021367e-07	1.1495346e-08	2.0109485e-09	4.325091e-10	1.04500355e-08
ì	0.015363859	0.0066146785	0.51539546	0.2711665	0.16262025	0.01267646	0.014909252	0.00086866214	0.00017591717	0.00015087255	2.2094806e-05	6.67422e-06	5.84983e-06	2.3479815e-05
s	0.0054221484	0.01919808	0.6099379	0.34538943	0.016569968	0.0032187847	0.00024381407	1.5770835e-05	3.0959663e-06	8.5986477e-07	5.655808e-08	9.284931e-09	1.01716475e-08	5.623988e-08
o	0.0008582964	0.009082941	0.8481126	0.11932827	0.018806897	0.00197043	0.001364	0.0003662536	6.369054e-05	2.5065423e-05	1.0005904e-05	2.447478e-06	2.3081518e-06	6.80925e-06
n	0.0020007663	0.0069979946	0.14213662	0.79590464	0.03748405	0.014030985	0.0011543791	0.00022971211	4.9234153e-05	1.026325e-05	6.526018e-07	9.0146905e-08	5.3543996e-08	6.288358e-07
t	0.00037783204	0.0009051782	0.14802094	0.42896563	0.34382308	0.0356351	0.038344808	0.0026949097	0.0006502814	0.00044041715	7.414158e-05	1.889836e-05	1.5186388e-05	3.3724493e-05
a	0.0068478836	0.00024010964	0.0023296305	0.23948477	0.49814096	0.15060173	0.09063519	0.007893736	0.0021789141	0.0011163373	0.0002122884	9.882727e-05	6.88091e-05	0.00015086644
t	0.008755302	0.014880975	0.0032043024	0.5083218	0.24107262	0.20356718	0.01488238	0.0043481076	0.00082672044	0.00012795767	7.8496905e-06	1.3311369e-06	4.4774478e-07	3.072629e-06
a	0.00069562317	7.4351956e-05	0.0014845213	0.2574004	0.547173	0.09397764	0.08999339	0.005897412	0.0017003118	0.0011107359	0.00021160388	8.19544e-05	6.329226e-05	0.00013580697
s	0.035312213	0.0025321394	0.00023424503	0.20726627	0.23740113	0.46112788	0.042345125	0.011127133	0.0021534301	0.00045230606	3.1005817e-05	5.948321e-06	2.1610801e-06	9.170617e-06
ì	0.0005496387	1.7894386e-05	0.000100062665	0.12264818	0.58933026	0.13826393	0.13468777	0.009181662	0.002661599	0.0017602332	0.00032963528	0.000134434	0.000100777856	0.00023397077
n	0.04621155	0.0011701989	5.9568378e-05	0.047808453	0.28698915	0.5421741	0.0625439	0.010329939	0.002135366	0.0005024149	4.46121e-05	1.0454491e-05	5.2499545e-06	1.4971311e-05
