 	se	vieni	alle	sette	io	sto	cucinando	</S>
a	0.963452	0.03592419	0.0006135855	4.815036e-06	5.0999665e-06	2.3999374e-07	4.516833e-08	6.67033e-08
n	0.011760187	0.9787781	0.0065445188	0.0029105286	3.3429428e-06	1.1918754e-06	7.584899e-07	1.47828e-06
è	0.015506532	0.8632525	0.11791468	0.0031983643	0.00011753731	8.838582e-06	3.4053988e-07	1.1745494e-06
r	0.00067858776	0.943466	0.03291858	0.016814593	0.005591567	8.1498154e-05	0.00036624662	8.288908e-05
t	0.0030697612	0.38043153	0.41509894	0.19641845	0.0035970886	0.00069638836	4.027553e-05	0.00064755837
i	0.001970907	0.050530482	0.9117081	0.03287865	0.0021497123	0.0006663773	4.0697145e-05	5.5061868e-05
s	0.00018101018	0.011720135	0.1353316	0.8448157	0.0068393005	0.00042596078	0.0005222685	0.00016401247
t	0.00048796163	0.010850921	0.9521758	0.03556004	0.00072528847	0.00016357204	2.237262e-06	3.403723e-05
e	0.008678659	0.007501891	0.89500606	0.080164306	0.0067637954	0.0016068334	7.285248e-05	0.00020560209
s	0.00051966734	0.0019321835	0.024668314	0.93285346	0.035188567	0.0027053764	0.001514257	0.00061822386
e	0.00063082244	0.00039471532	0.82563114	0.16328745	0.007983897	0.0017341408	2.943036e-05	0.0003084171
t	0.017430466	0.006297025	0.0287341	0.49960294	0.4219762	0.012845183	0.008610547	0.0045036036
t	0.002898749	0.00025691866	0.32025334	0.5333955	0.11147126	0.026339663	0.0007595476	0.0046250634
à	0.01390593	2.8976709e-05	0.003225543	0.008940612	0.8754366	0.04926104	0.009636013	0.0395653
e	0.021853324	0.0029934472	0.0116851665	0.09389291	0.75147146	0.058517173	0.039911754	0.019674698
v	0.0048012994	0.00028985893	0.0071231374	0.020926984	0.907298	0.038042367	0.00934761	0.012170765
ò	0.005213574	0.00026408146	0.041383993	0.63820624	0.19792064	0.09668741	0.0032761153	0.017047958
s	0.06362057	0.0032166597	0.003328517	0.0061079147	0.35994762	0.26323408	0.2537303	0.046814375
t	0.00013178225	7.539034e-05	0.0035810666	0.39519483	0.3081816	0.22601084	0.0054810415	0.06134335
e	0.00073031656	4.5182996e-06	0.00010095939	0.0005597503	0.15086257	0.63412386	0.08595104	0.12766695
m	0.0024295114	0.0013564812	0.0015136511	0.00021310498	0.016233353	0.50445896	0.37883726	0.094957665
a	0.040009733	0.00043583298	0.15289573	0.0057122256	0.012073123	0.5059511	0.028212555	0.25470972
r	0.016270448	0.0038889043	9.380696e-05	4.8221693e-05	0.0032825342	0.121276915	0.7551553	0.09998387
è	0.0028105236	9.922058e-05	0.007437667	0.0021187165	0.0032308723	0.50100565	0.11362659	0.36967075
o	0.0010301339	0.000529362	2.7723017e-05	4.723532e-05	0.004736745	0.05961258	0.817908	0.116108276
</S>	0.00033292174	0.00039780434	0.000112224916	0.00013488533	0.014453223	0.051007777	0.6740342	0.259527
