 	è	che	è	entrato	da	qui	</S>
è	0.9839969	0.012547946	0.0025035853	0.00092180667	1.4270944e-05	7.0231827e-06	8.421126e-06
n	0.57108563	0.29940888	0.086040325	0.04243047	0.00066415704	0.00029938787	7.115603e-05
a	0.3564833	0.5939369	0.043146927	0.004176802	0.0005774159	0.0009559208	0.0007227342
m	0.009602472	0.22083284	0.50922966	0.25350454	0.0053947754	0.000729896	0.0007057743
b	0.004790925	0.20691885	0.6045636	0.17781919	0.005358558	0.0002966133	0.00025220725
ì	0.0021521184	0.015439317	0.35568488	0.6247142	0.0015883471	7.825067e-05	0.0003428349
k	0.03128842	0.17776705	0.30954394	0.20523214	0.21668918	0.04869078	0.0107884845
e	2.9614268e-05	0.024907516	0.15377459	0.44057518	0.15952598	0.1186176	0.10256945
a	0.06150245	0.0305133	0.10343486	0.171909	0.31580573	0.27150494	0.045329694
p	0.02176495	0.0045427466	0.016942834	0.052566454	0.3179458	0.46010885	0.12612833
ò	0.0021544928	0.0046720123	0.002286898	0.034468204	0.30284458	0.3489748	0.30459902
t	0.015534218	0.0018568148	0.0005136233	0.00032228284	0.035420768	0.81014913	0.13620311
t	3.726207e-06	3.783358e-05	0.00014015171	0.0050609503	0.23809288	0.4927207	0.26394373
u	1.1774695e-05	2.3717662e-06	5.8802634e-06	0.00020834754	0.054322284	0.45676926	0.4886801
</S>	0.02434973	0.0013851998	0.00095360685	0.0006332552	0.0032375867	0.39310393	0.5763367
