 	non	so	cosa	stai	scrivendo	</S>
e	0.99199414	0.0075301575	0.00046604298	4.9093474e-06	3.7797606e-06	9.970729e-07
n	0.8597717	0.056356475	0.08353176	0.0003113808	1.5788582e-05	1.2902387e-05
e	0.5530597	0.42109305	0.02550608	0.00028716295	2.5576765e-05	2.8387463e-05
t	0.013781962	0.03603566	0.94752675	0.0024972088	0.00012745186	3.1089407e-05
s	0.062070474	0.5655013	0.36742482	0.0036994666	0.00043155949	0.0008723763
è	0.030962626	0.07529068	0.87012285	0.01457112	0.005283665	0.0037691647
r	0.009457178	0.0070419526	0.9563862	0.026432848	0.0003546827	0.0003272132
o	0.011167156	0.59414124	0.3726895	0.013018031	0.003291323	0.0056926315
e	0.0036469845	0.007972868	0.7823746	0.19396764	0.0045633567	0.007474521
s	0.004164494	0.0055983467	0.41898462	0.53503746	0.013865241	0.022349756
ù	0.0017658629	0.001210503	0.37182185	0.38332194	0.09162671	0.1502531
t	0.005299771	0.00080900034	0.025034072	0.8799758	0.041447133	0.047434162
i	4.317781e-05	0.00017228926	0.36515424	0.2788838	0.11247655	0.24327
s	0.0022325513	0.00031921544	0.0010154014	0.6154568	0.12829332	0.25268272
t	6.843037e-05	0.00040949593	0.005871044	0.4058621	0.20790902	0.37987992
e	3.6605722e-06	1.1933184e-05	2.4521478e-05	0.111989275	0.32968256	0.5582881
g	0.0016203881	7.613705e-05	0.0001187875	0.039151777	0.37512958	0.5839033
r	0.00029697717	0.00045121438	0.0001527466	0.041600537	0.4074865	0.55001205
à	3.6033107e-06	1.0922189e-06	1.9430627e-05	0.008778889	0.32506126	0.66613567
f	0.012910697	0.0004725586	0.0009519854	0.008113899	0.55913633	0.4184145
i	3.2306173e-06	2.6773105e-06	7.1929004e-05	0.006164448	0.7923518	0.2014059
</S>	0.08627521	0.0024261987	0.001697641	0.004158195	0.18647127	0.71897143
