 	l'	anno	che	viene	devo	mangiare	molti	dolci	</S>
o	0.98281246	0.01674212	0.00033114952	9.675282e-05	1.6262175e-05	1.147399e-06	2.9896672e-08	2.3965717e-08	7.683169e-09
c	0.0037722613	0.9908292	0.0051044337	0.00023771974	4.711371e-05	4.508044e-06	3.5544424e-06	7.9414013e-07	4.1793447e-07
h	0.037834488	0.93250126	0.027772201	0.0015461375	0.00033343345	1.23275e-05	1.2297288e-07	2.067483e-08	4.5188397e-08
r	0.10503781	0.8413894	0.03218087	0.019249551	0.0020674225	7.184824e-05	2.2710167e-06	3.3524853e-07	4.903967e-07
ò	0.056195043	0.9277096	0.0143931685	0.0015300735	0.0001682552	3.8743283e-06	8.473988e-08	7.543864e-09	5.3733217e-08
n	0.005949351	0.8683702	0.11251769	0.011094164	0.0017700251	0.00026634382	3.0543884e-05	5.07522e-07	1.2215618e-06
o	0.16121769	0.61888343	0.19930921	0.014840848	0.0039863684	0.0016368841	8.49446e-05	1.7606159e-05	2.2917846e-05
k	0.00078365934	0.04837475	0.6746575	0.2397083	0.03352042	0.0028446335	9.558667e-05	4.8693837e-06	1.0202584e-05
a	0.0037113652	0.04845528	0.81695956	0.09591447	0.026822682	0.0073934426	0.0004327287	0.00016477746	0.00014573548
m	0.0043481844	0.04224896	0.50907594	0.409799	0.031261295	0.0031705475	8.64905e-05	2.6137704e-06	6.9660273e-06
b	0.0017429827	0.00569452	0.72671396	0.18895644	0.05972603	0.015723195	0.0008119393	0.00029067945	0.00034039596
è	0.00079052616	0.0011837408	0.049389258	0.74154824	0.19670652	0.009671031	0.0005017343	4.8076017e-05	0.00016087003
n	0.027570654	0.06523952	0.25870043	0.47995102	0.10222753	0.060757127	0.005201238	7.578824e-05	0.00027673214
n	0.0032776555	0.009357505	0.68792987	0.1948733	0.06390926	0.035868175	0.002944096	0.0011196929	0.00072044425
i	0.010809809	0.0017201044	0.35028207	0.3602148	0.18237363	0.0893477	0.002840734	0.0007872509	0.0016239604
è	0.0088015655	0.0023714816	0.0031555095	0.1732295	0.47766405	0.30412382	0.026569862	0.0016983406	0.0023858706
n	0.012029754	0.0010016505	0.00020534167	0.030853493	0.4896508	0.36078548	0.09290783	0.0053781257	0.0071875365
a	7.602121e-07	3.5592136e-06	0.00089700846	0.074133426	0.342013	0.3055557	0.18943004	0.068629466	0.019337015
f	0.005971117	0.00068613014	7.2506526e-05	0.0038737587	0.13617755	0.69551265	0.1373404	0.005309221	0.015056707
à	0.00045627472	6.235867e-05	0.00047116808	0.009923738	0.16344456	0.60632926	0.11059508	0.057665173	0.05105237
o	0.04746334	0.011668901	0.00051675923	0.0056434763	0.024839796	0.5006432	0.34176472	0.020698017	0.046761815
p	0.0003289215	0.00020405912	3.583807e-05	0.0005740264	0.011326763	0.1914042	0.714005	0.01943015	0.06269109
o	0.00015955596	6.946872e-05	0.00015923886	0.00047562522	0.0026923812	0.09143216	0.2969479	0.32899997	0.2790637
d	0.0025310575	0.0016626583	0.00017000617	0.00070760015	0.004422649	0.020090492	0.6885898	0.09792431	0.18390144
d	0.0001293301	5.3767602e-05	8.0702725e-05	0.0002087305	0.00045428608	0.006063691	0.15361518	0.4301232	0.40927106
h	1.2091649e-06	1.3653639e-05	5.4004693e-05	0.0006888587	0.00043259474	0.00067358057	0.06763208	0.44330963	0.48719436
à	6.874687e-07	1.23914115e-05	5.571503e-05	0.0008630272	0.00055494887	0.0007951504	0.0767271	0.4318014	0.48918962
g	0.16948938	0.10706824	0.006831471	0.024151392	0.009974638	0.0070431377	0.03168803	0.2017506	0.4420031
l	5.559791e-07	8.050388e-06	1.3880537e-05	1.8605235e-05	8.533225e-05	0.0013272327	0.2625391	0.5951496	0.14085765
i	6.4789515e-06	3.2596613e-06	3.6092727e-06	8.2185215e-05	0.00018210508	0.00035299332	0.022880537	0.576502	0.39998683
c	0.00048437278	0.002908688	0.0012876096	0.0053542857	0.018354464	0.008382412	0.036066353	0.23617606	0.69098574
è	0.0017602487	0.00035289754	8.21908e-05	0.00019941581	0.00077008776	0.0007844845	0.0032053227	0.1070125	0.8858329
a	0.011026326	0.058054164	0.023337388	0.2153529	0.31461218	0.05973818	0.014318089	0.01977757	0.28378314
</S>	0.005286269	0.058425702	0.024370186	0.031100938	0.056723587	0.012815709	0.02688596	0.12581868	0.658573
