 	i	bambini	non	lo	possiamo	non	possono	mangiare	il	gelato	prima	che	mangiano	</S>
a	0.9819371	0.01592697	0.0015147259	0.0005652069	3.4627148e-05	2.6833873e-06	1.5402677e-05	1.5477632e-06	6.322273e-07	9.838858e-07	7.662491e-08	1.1542932e-08	1.0964101e-08	1.150811e-08
p	0.015067756	0.98119605	0.003730673	3.2970877e-06	1.9323334e-06	1.212811e-07	2.626148e-07	2.116977e-08	8.842278e-09	2.886524e-09	1.6162279e-09	1.1123108e-09	4.4625717e-10	1.8407837e-09
e	0.53211284	0.10303223	0.30527952	0.049463984	0.0038708025	0.0034294752	0.00179933	0.0006587531	0.00021822544	9.4390285e-05	2.6855705e-05	9.8737655e-06	7.9579013e-07	2.9134012e-06
t	0.070971124	0.89227456	0.036271915	0.00045609774	1.5208115e-05	9.939048e-06	1.2060217e-06	5.5912796e-08	1.2281077e-08	2.5610403e-09	1.9620714e-09	1.384233e-10	2.6721198e-11	9.810984e-11
à	0.50757635	0.36236104	0.103492655	0.022654857	0.0017925662	0.00067229185	0.0008418512	0.0003712996	0.00013403971	7.516243e-05	2.1395954e-05	3.3616209e-06	2.8673495e-07	2.8278273e-06
c	0.00027159488	0.13582738	0.8504591	0.012728449	0.00049786124	0.00018906697	2.4927807e-05	1.2896381e-06	2.6475175e-07	4.418618e-08	3.2797136e-08	6.901345e-10	1.1790208e-09	1.1016629e-09
i	0.03332649	0.95450455	0.0053623305	0.005150474	0.00047898426	0.00012581976	0.00072541775	0.00015750901	9.068994e-05	3.944517e-05	1.5192189e-05	1.20341365e-05	6.4019814e-06	4.6889204e-06
a	0.00048797423	0.12333964	0.76352334	0.07979065	0.01974688	0.011460422	0.0014621014	0.00015065502	2.6480688e-05	8.263897e-06	3.105743e-06	1.9678549e-07	2.7575775e-08	2.872048e-07
e	0.0017033267	0.052850556	0.80251366	0.100849405	0.027737077	0.012098726	0.0019951812	0.00019602786	3.5548277e-05	1.3300078e-05	5.749876e-06	9.351408e-07	4.0155534e-08	5.0306966e-07
t	0.011990694	0.05495274	0.667041	0.04949219	0.14074986	0.055954564	0.017696103	0.0014499867	0.00041514297	0.00015680972	7.4828175e-05	2.0374295e-05	4.2503905e-07	5.2938526e-06
o	0.0008150391	0.0008866255	0.058162246	0.60596853	0.11957814	0.04238016	0.120154046	0.027528504	0.012637119	0.008936992	0.0021280404	0.00040619858	0.00013852461	0.0002797628
s	0.042630438	0.015196561	0.23557106	0.32247606	0.31635225	0.041631848	0.023397623	0.0019295797	0.00056081987	0.00017536238	7.330381e-05	2.5055308e-06	7.162164e-07	1.9059764e-06
ò	0.0006382219	0.00012368697	0.03705201	0.37681553	0.1865358	0.09646556	0.1998767	0.056505863	0.026539363	0.012316494	0.005488791	0.0007159439	0.0001230892	0.00080289354
z	0.001741582	0.002025624	0.012747709	0.26249936	0.60009307	0.067032136	0.046744186	0.0048991386	0.0015568264	0.0004400139	0.00020327794	7.383118e-06	3.2073845e-06	6.4780074e-06
u	8.07697e-06	3.3493056e-05	0.0043207617	0.80882674	0.06981162	0.030911371	0.04745146	0.02277836	0.007143318	0.0069937524	0.0009304439	0.00045139968	0.00012935112	0.00020991756
m	0.001487443	0.00018268339	0.00042530775	0.030243948	0.5636065	0.18980731	0.1810496	0.024127275	0.006074213	0.0019412906	0.0010079807	2.4488569e-05	2.6273988e-06	1.9268062e-05
e	6.902143e-05	1.4132992e-05	0.00074605376	0.3269415	0.21107158	0.10810606	0.2089271	0.07950203	0.031802315	0.022732727	0.0060560484	0.001946967	0.0005800395	0.001504445
e	0.049050603	0.0005011711	0.00038955832	0.023859553	0.3784029	0.2590744	0.24708936	0.031371552	0.0070132436	0.0021800962	0.0010309159	1.2256318e-05	3.079239e-06	2.1261689e-05
s	0.0010563112	6.0217542e-05	2.702053e-05	0.00033535564	0.062182732	0.37695757	0.4296087	0.08980842	0.022845618	0.011988807	0.0048229885	0.00020279684	6.9708854e-06	9.646533e-05
ò	3.0787156e-05	1.0675936e-06	3.2308e-06	0.0022858246	0.029347394	0.14653112	0.434805	0.17897229	0.09506615	0.07867593	0.022541678	0.0054513104	0.0021116482	0.004176525
z	0.00022769693	0.00023146841	1.3563295e-05	5.971169e-05	0.119156614	0.08191022	0.57335204	0.12584499	0.06868623	0.017005397	0.012284594	0.00074553216	0.00014730437	0.00033468928
u	3.2952034e-06	6.5096183e-06	2.2078995e-05	0.02455387	0.16756193	0.091741785	0.33688354	0.20220408	0.07085532	0.0830962	0.010416055	0.006583523	0.0024151478	0.0036565957
n	0.00014999443	4.2195054e-05	4.8102925e-06	1.4348067e-05	0.018412527	0.05189682	0.489559	0.26579902	0.111977145	0.037162557	0.023823695	0.00064250897	6.7015426e-05	0.00044839212
f	8.73351e-06	7.0474675e-07	4.0802007e-07	0.00012902277	0.0122079095	0.052555688	0.33014855	0.26338562	0.13630427	0.143896	0.033218738	0.013148235	0.005771868	0.009224298
à	4.1588441e-07	1.5789356e-06	2.2899978e-05	0.0001392727	0.016504142	0.0061289426	0.106505364	0.21711393	0.20233423	0.22122727	0.10589323	0.048737627	0.035378236	0.040012866
i	0.027028002	0.0014122454	5.820156e-05	0.00013524038	0.007621578	0.028191276	0.28498992	0.3537174	0.1983906	0.052678686	0.044028208	0.0006820737	0.0002719765	0.0007945525
o	8.904562e-05	4.7512378e-05	4.7750564e-06	7.5102694e-06	0.0010503997	0.011588602	0.118610255	0.36192185	0.28021267	0.13169827	0.09009068	0.0026458874	0.00024844284	0.0017841543
g	0.0005751938	0.0004360239	4.7904094e-05	2.163696e-05	0.0008115835	0.0034953158	0.01610451	0.12172011	0.18837643	0.4829013	0.1569139	0.018372117	0.0017771773	0.0084467055
e	2.4868354e-05	2.8976824e-06	1.7232699e-06	3.8217997e-05	0.00050840346	0.0008283979	0.009215945	0.14141834	0.19376992	0.3731759	0.09417152	0.07907079	0.044558708	0.063214354
l	0.00069727306	0.00011710621	2.672378e-05	3.5574507e-05	0.00040706116	0.0033928894	0.010342564	0.08849945	0.25142094	0.37177172	0.24773934	0.014170678	0.0031025473	0.008276001
à	2.9885752e-05	3.920606e-06	1.8631342e-06	2.8254812e-05	0.00038601356	0.0006317484	0.004756544	0.08654557	0.18213998	0.35823596	0.11893742	0.10125982	0.060248002	0.086795025
o	0.0028799598	0.0011550272	0.00011844714	6.487422e-05	0.0010778366	0.0059266887	0.012143345	0.039373565	0.32923347	0.17331293	0.37372208	0.029084511	0.010980688	0.020926584
p	0.00012459705	0.00039720765	5.9352173e-05	3.462893e-05	0.0003864273	0.003298186	0.0041337837	0.017170731	0.16074213	0.23764804	0.4653606	0.0562808	0.01208711	0.04227645
r	4.353505e-05	4.0128766e-06	6.2891974e-07	5.3145554e-06	7.830026e-05	0.00031823674	0.0011235378	0.017639535	0.09942656	0.32628396	0.14830488	0.16319449	0.11868181	0.12489523
ì	1.3096272e-06	1.2483019e-06	2.5580878e-06	2.389955e-06	5.6150933e-05	0.00031251585	0.00050948863	0.0028023054	0.063803904	0.046164528	0.33043578	0.16331601	0.121052206	0.27153963
m	0.0036611522	0.0011349684	0.00043839717	0.0006182403	0.0025660757	0.016013721	0.02141234	0.012853403	0.092671685	0.037889168	0.4780825	0.0840935	0.06795905	0.18060575
a	3.382811e-06	3.890995e-05	1.2854116e-05	3.1316948e-05	0.0001425125	5.8267542e-05	0.0016748678	0.014854767	0.099944375	0.17662501	0.0943713	0.28545317	0.18412831	0.14266093
n	0.005607772	0.0036221005	0.0013180502	0.0021407783	0.0021338074	0.022409301	0.019132772	0.009645955	0.039768495	0.016941745	0.1483263	0.06582705	0.14565118	0.51747465
a	5.6410005e-05	5.1422444e-06	3.4308593e-07	1.9766292e-06	2.1265514e-06	6.569111e-05	6.340412e-05	0.0005947686	0.006561479	0.055097885	0.07651626	0.2521556	0.30569315	0.3031858
f	0.002505615	0.0017138738	0.0015370393	0.002587771	0.0017808148	0.0029134355	0.0027723836	0.0012864558	0.0059875553	0.020899976	0.04808496	0.13198061	0.3336192	0.44233036
à	7.019403e-05	6.586662e-06	4.5493758e-07	1.7937003e-06	4.38343e-06	0.00015314543	0.00013707903	0.0006544304	0.0036084687	0.015589024	0.041904528	0.17692336	0.33541894	0.42552757
n	0.004919688	0.0035342914	0.002042984	0.0020560916	0.0018790074	0.0099181235	0.006405014	0.002699209	0.009860423	0.010830878	0.026048567	0.038775995	0.30659378	0.5744359
e	1.2629219e-05	8.046997e-06	4.392935e-07	1.5101874e-06	7.921696e-06	3.647645e-05	0.0002251901	0.00065962976	0.0063683433	0.017613064	0.036155727	0.1814772	0.36072743	0.39670634
</S>	0.008366763	0.0025394442	0.002857108	0.0071747308	0.002855185	0.007469951	0.0059419037	0.0023725142	0.0070355567	0.016709136	0.01772119	0.02785261	0.279377	0.6117269
