 	vado	cercando	un	forno	che	fa	rustici	</S>
p	0.9773653	0.02151909	0.0009514955	0.00015830349	5.266833e-06	5.221803e-07	9.6917155e-08	6.299354e-08
à	0.98281235	0.016311185	0.0008232982	4.7188772e-05	5.600256e-06	2.8982936e-07	1.5832638e-08	3.2017905e-08
o	0.9450857	0.05478201	0.00013018421	1.4377805e-06	5.9417994e-07	4.3508354e-08	4.0926276e-09	9.703732e-09
c	0.077815436	0.8159737	0.10594622	0.00020163343	5.087082e-05	4.7027247e-06	1.969179e-06	5.4262514e-06
e	0.09086684	0.73979586	0.10970196	0.051950764	0.007079062	0.0005107746	3.5189543e-05	5.9543774e-05
r	0.007272231	0.98681307	0.0057106474	0.00019210382	1.1446898e-05	4.3833052e-07	1.1998286e-08	3.1051876e-08
k	0.02137783	0.8583274	0.08811718	0.030024769	0.0019545644	0.00012500313	1.2817995e-05	6.0335606e-05
è	0.0061555733	0.121167324	0.75654584	0.10573584	0.009339928	0.0007342465	0.00012248043	0.00019878717
o	0.0013934422	0.83755136	0.118742585	0.03791278	0.0041762902	0.00020861517	4.4474523e-06	1.0544376e-05
n	0.00059921335	0.7344941	0.25811782	0.006154528	0.00058956683	3.2956672e-05	4.3865393e-06	7.49196e-06
t	0.00022965024	0.35232994	0.463322	0.1613067	0.019961381	0.0022491084	0.0002734644	0.00032783634
a	0.0016765012	0.03501352	0.69906604	0.24021803	0.021660175	0.00157548	0.0002417644	0.0005484581
è	0.0050506773	0.04568025	0.78366244	0.14925233	0.015863845	0.00038357938	2.6018413e-05	8.075105e-05
n	0.00092614436	0.0036557512	0.9391509	0.04043138	0.014295977	0.0009988951	0.000106452106	0.00043444202
a	3.3366853e-06	0.0033023362	0.78442866	0.12599008	0.05980862	0.014680711	0.0041297358	0.0076564956
f	0.0023459466	0.0018762132	0.41470665	0.4938155	0.08372408	0.0026313853	0.00022942081	0.0006708295
ù	1.3448818e-05	0.0021050947	0.25577343	0.6638416	0.06446817	0.010035397	0.0016846911	0.0020781108
r	0.009272465	0.010026384	0.04547696	0.78030694	0.14796521	0.0057365554	0.00046867374	0.000746749
n	3.696669e-05	0.00063043414	0.032195188	0.8551615	0.08980508	0.014693757	0.0029002402	0.004576838
o	7.582172e-06	7.727987e-06	0.0024301694	0.73197865	0.21395855	0.03338163	0.0064725336	0.0117631545
k	0.008710293	0.00026911465	0.0004835686	0.10506695	0.7849689	0.07441649	0.0050616483	0.02102307
a	8.036247e-06	0.00032962926	0.0014053931	0.40606683	0.3644044	0.14021602	0.04146786	0.04610184
k	0.045956336	0.0013855408	0.0001533972	0.015548705	0.75410235	0.13667777	0.012514937	0.03366097
à	1.5584757e-05	0.0002085333	0.00062882726	0.124322474	0.35466537	0.25109854	0.11978001	0.14928062
n	0.14392075	0.013934405	0.0020360497	0.019484317	0.35483208	0.32984027	0.057619516	0.07833257
n	8.150444e-06	2.6807644e-05	0.00027630044	0.0768949	0.2910664	0.28250107	0.11002025	0.23920606
i	2.444951e-06	9.2675e-07	2.435642e-06	0.0010361935	0.091319226	0.42999887	0.2617818	0.21585812
r	0.0033087882	0.0002451501	0.00071311626	0.006353221	0.16312143	0.37038755	0.13271624	0.3231545
ù	6.7174034e-05	5.8379846e-05	0.00014963823	0.0066037877	0.016688498	0.20024641	0.40173316	0.37445292
s	0.01299246	0.0012407895	0.0012390537	0.0024046842	0.010618446	0.07295749	0.47578073	0.4227664
t	6.024281e-06	5.5387345e-06	3.6123423e-05	0.00027387132	0.01357077	0.20895675	0.31018704	0.46696398
i	1.7960156e-06	1.1292037e-06	1.6968758e-06	6.1542465e-05	0.0003535956	0.0730482	0.71211135	0.21442068
k	0.0035568897	0.0004953399	0.0027061505	0.004482697	0.016349308	0.036586586	0.35104355	0.58477944
u	0.00019935746	9.90268e-05	7.606941e-05	0.0007611342	0.0007737207	0.014219731	0.48376185	0.50010914
</S>	0.030053476	0.007621352	0.008838866	0.026027527	0.005492408	0.03862323	0.4886153	0.39472786
