 	quando	divento	vecchia	vendo	la	casa	in	in	Trieste	e	vengo	qui	da	vivere	al	mare	</S>
m	0.984705	0.00859253	0.00041602243	0.005549225	0.0006296854	6.867716e-05	2.4164623e-05	8.094798e-06	2.305803e-06	6.1789024e-07	1.445243e-06	1.5828718e-06	2.9266673e-07	2.0734898e-07	4.789605e-08	3.48772e-08	3.832353e-08
ò	0.8994526	0.09281162	0.007426335	0.00021069683	6.616688e-05	1.9998042e-05	6.9357598e-06	2.9635135e-06	6.406505e-07	3.4556086e-07	6.2846357e-07	9.0532853e-07	7.7711206e-08	2.4281508e-08	1.0157819e-08	4.2086747e-09	5.4678093e-09
t	0.93437785	0.0650576	0.0005600469	2.1728765e-06	7.229282e-07	1.3542655e-06	1.0874157e-07	2.6846774e-08	5.477358e-08	1.7294546e-08	1.4536049e-08	9.929679e-09	4.752586e-09	1.3092404e-09	1.064809e-09	3.2203315e-10	1.1434393e-09
t	0.08065265	0.57067966	0.33321434	0.013177312	0.001158101	0.00073849596	0.00022947179	3.975674e-05	3.1772983e-05	1.8453546e-05	1.216534e-06	4.8876216e-05	1.9751135e-06	5.6668745e-07	6.0172795e-07	4.2018023e-06	2.499141e-06
e	0.03416991	0.6830138	0.13133426	0.13704778	0.012948129	0.0010419847	0.00032763998	8.6408574e-05	9.039978e-06	3.321698e-06	9.005053e-06	7.2400217e-06	8.645637e-07	2.1355049e-07	6.6645555e-08	8.663452e-08	2.497675e-07
j	0.030851772	0.934679	0.03399892	0.000411646	4.2146396e-05	1.5035443e-05	1.1175657e-06	1.726917e-07	1.4553574e-07	3.7137934e-08	4.664924e-08	1.9729603e-08	1.0221126e-08	2.0042772e-09	8.994441e-10	6.747713e-10	3.727779e-09
è	0.0015862015	0.9222605	0.07010045	0.0056358296	0.00031802605	6.160394e-05	1.9603538e-05	7.6208053e-06	1.4030173e-06	1.5764441e-06	4.2525203e-06	2.4644253e-06	2.9216233e-07	7.871906e-08	2.6327179e-08	8.019418e-09	3.3610988e-08
n	0.05823279	0.5610141	0.34919357	0.022374285	0.0060713943	0.0027037733	0.00026750742	8.0967584e-05	2.1084063e-05	8.1317785e-06	2.263211e-05	7.0035494e-06	1.6786668e-06	2.8455193e-07	2.3825433e-07	2.1439106e-08	4.7940375e-07
n	0.006940218	0.4502879	0.5292897	0.010759651	0.0014998514	0.00078153366	0.0002492702	5.041941e-05	4.0602485e-05	1.8748427e-05	2.8373784e-06	6.489138e-05	1.9727295e-06	5.8025137e-07	4.7957354e-07	8.9965715e-06	2.3420798e-06
o	7.173243e-05	0.12712303	0.5771972	0.2637836	0.02963178	0.0012524152	0.00058401516	0.0002477793	2.2840639e-05	1.3503161e-05	3.0223835e-05	3.0231933e-05	3.9195083e-06	1.1970893e-06	7.873917e-07	2.168852e-06	3.67977e-06
