 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.9120224	0.03424776	0.044301596	0.008946407	0.00041740993	5.3419142e-05	7.76413e-06	2.3120585e-06	6.370537e-07	9.967553e-08	1.5324439e-07	6.1978305e-08
M	0.9902076	0.009770923	2.0559422e-05	7.8647736e-07	7.266532e-08	4.414633e-09	1.672365e-09	7.043871e-10	1.9565125e-10	2.3225023e-11	2.0920996e-11	6.1093575e-11
à	0.6667485	0.2770032	0.047888547	0.0068914257	0.0010223794	0.00038975675	4.654113e-05	4.5636566e-06	3.988358e-06	2.6393622e-07	6.013666e-08	6.625681e-07
r	0.9493786	0.03861472	0.011499594	0.00045445916	5.0588e-05	1.482045e-06	5.0781443e-07	3.1664634e-08	1.781338e-08	6.575107e-10	2.4797295e-10	6.8026373e-10
i	0.06264019	0.35316285	0.37580082	0.18322425	0.014884367	0.009744255	0.00042038775	5.213831e-05	5.9634862e-05	2.2654308e-06	4.7224275e-06	4.1402295e-06
k	0.0033041227	0.92760056	0.06391623	0.0044077854	0.0006866077	7.827137e-05	4.5813804e-06	1.3274406e-06	4.394425e-07	3.419424e-08	7.3400925e-09	7.610382e-08
a	0.00086697	0.10906386	0.33801666	0.43456	0.07451182	0.03704007	0.0043197214	0.00067557313	0.00075735967	7.6441385e-05	5.489561e-05	5.6610428e-05
j	0.008601688	0.8235549	0.14431475	0.020795569	0.0026035756	0.00011527757	1.1397873e-05	2.3932653e-06	4.4034476e-07	3.297654e-08	6.016412e-09	5.4264593e-08
u	0.0013549402	0.09393251	0.45126814	0.37082747	0.055338584	0.024653798	0.0020789613	0.00022727677	0.00025560457	2.1169437e-05	1.1957847e-05	2.9641207e-05
r	0.005233307	0.6614441	0.2923646	0.038393714	0.0024927442	6.5219e-05	5.3559934e-06	7.4315756e-07	1.3083664e-07	7.80008e-09	2.45329e-09	1.9929907e-08
è	0.00031934478	0.05546542	0.7161113	0.18823373	0.02774362	0.010600974	0.0011584596	0.00015332093	0.00015472164	1.561672e-05	5.780496e-06	3.775718e-05
i	0.006145336	0.059078116	0.7450914	0.17820674	0.011061594	0.00038282204	2.9459361e-05	3.5657881e-06	8.804331e-07	3.4090856e-08	1.6010919e-08	4.777699e-08
m	0.015365126	0.18698509	0.71670306	0.06886326	0.010765324	0.0011684289	0.00011053145	2.9288367e-05	8.541107e-06	5.721497e-07	1.082298e-07	6.961936e-07
i	9.053907e-06	0.0047976174	0.27667728	0.574804	0.09105672	0.04549752	0.0051469943	0.00081239163	0.00093165145	9.8458644e-05	7.778892e-05	9.051909e-05
a	0.015856523	0.008801701	0.42313325	0.44615766	0.09855943	0.0069383224	0.00043065514	0.0001033457	1.5743039e-05	1.2998328e-06	2.6661849e-07	1.8423292e-06
m	0.06828308	0.003295258	0.06300474	0.2828652	0.5152884	0.055575088	0.00866233	0.0023515	0.0005721365	5.2540337e-05	4.879245e-06	4.483183e-05
à	2.3864493e-05	0.00017375463	0.031371698	0.7492469	0.14215095	0.06541511	0.007611343	0.001441211	0.0016115173	0.00028747792	0.00023517475	0.00043097555
k	0.059724204	0.007779434	0.038208835	0.6183855	0.2475681	0.024834763	0.0030038534	0.00034606285	0.00013236025	8.093331e-06	2.928137e-06	5.900227e-06
i	8.473979e-06	0.0002529782	0.012578079	0.51977634	0.24607442	0.12792143	0.056511145	0.013448686	0.013585276	0.0020621002	0.005033787	0.002747298
n	0.046281274	0.00191819	0.0017686132	0.094142	0.61566466	0.21047899	0.022695903	0.0053256643	0.0014914281	0.00010870096	1.4422631e-05	0.000110145615
a	3.6150817e-07	1.2489231e-05	0.00060946593	0.22997607	0.44640267	0.27056617	0.03670144	0.0063546826	0.0063765375	0.0009800061	0.0007608138	0.0012592962
k	0.0058580134	2.2553077e-05	9.22299e-05	0.0046546124	0.5884829	0.2982181	0.07905423	0.018149953	0.004599858	0.00044932918	7.503317e-05	0.00034315445
a	7.4445416e-06	0.00010226503	0.0004598612	0.10916597	0.31514317	0.428591	0.08188357	0.021350544	0.024109084	0.0057921647	0.005308644	0.008086166
k	0.0018230776	0.00012769557	0.00012142571	0.0041745068	0.56522894	0.35080034	0.060659964	0.014004152	0.0023973456	0.00031949827	8.06488e-05	0.00026244193
o	5.887772e-06	0.00010397483	0.0003110415	0.046666466	0.2500766	0.50505495	0.108221695	0.02949545	0.033080183	0.008222224	0.0075275716	0.011233969
n	0.0010689539	9.53911e-05	7.4861055e-05	0.0013212917	0.2742594	0.58322376	0.10490206	0.030105202	0.0037416555	0.00056279224	0.00011205783	0.00053251284
s	1.4839771e-06	9.4592707e-07	9.424537e-06	0.002789944	0.238148	0.491769	0.1651684	0.038674757	0.036627635	0.008800446	0.0055364785	0.012473505
u	4.5013886e-07	1.5920978e-07	1.3211763e-05	0.00026896087	0.044926167	0.25980115	0.39265597	0.1279066	0.094266735	0.031049605	0.0172765	0.03183446
m	0.000106018684	6.2778267e-06	6.7601475e-05	0.00021477067	0.029009104	0.3216957	0.44543707	0.17227046	0.022565655	0.004418602	0.00093143136	0.0032773253
è	7.780227e-06	1.9053445e-05	2.6719206e-05	0.00084156013	0.040769815	0.4967898	0.23598786	0.07688354	0.07765121	0.023726137	0.01819462	0.02910188
i	0.001243508	0.0003279469	0.00038708127	0.0004219291	0.010563308	0.35807344	0.37211454	0.19003503	0.051272552	0.008225661	0.0021924127	0.00514261
k	0.0011792576	1.5478048e-05	7.544021e-05	3.9175808e-05	0.0008406294	0.04283981	0.54219323	0.28926733	0.09977135	0.01148411	0.0021766205	0.01011754
à	7.249981e-06	0.00018837482	3.956776e-05	0.00023693024	0.002483582	0.19267574	0.29327866	0.13974999	0.19983356	0.051837996	0.052211992	0.06745634
n	0.0007628888	0.00018541982	0.0006251506	0.00035966962	0.0037188902	0.080382094	0.2849646	0.38818917	0.16919312	0.03595081	0.010953279	0.024714878
n	8.719191e-06	2.9119095e-05	6.6645185e-07	2.583778e-05	0.0038849262	0.23132806	0.37062168	0.12482688	0.09746072	0.026733462	0.06672612	0.07835386
i	1.2020149e-07	5.309609e-08	1.3467227e-06	2.7640124e-06	4.787169e-05	0.015392089	0.2544159	0.22474533	0.23367722	0.10537721	0.06961064	0.09672945
a	0.0020323072	3.8197624e-05	0.00015183978	7.703853e-05	0.0005686897	0.028226838	0.32639343	0.46017963	0.13754046	0.021680897	0.0035101657	0.019600475
l	0.009862725	0.00014542796	0.0007783489	0.00020922582	0.00017610684	0.0021865128	0.07401807	0.36582822	0.36322924	0.08585919	0.021915661	0.07579128
ì	9.832823e-06	5.5867305e-05	8.349562e-06	2.1729691e-05	0.00017454712	0.0077879312	0.04717256	0.08908481	0.31067038	0.14294374	0.16091658	0.24115373
o	0.00032024735	0.00017447118	0.0015470511	0.0005423497	0.0011621849	0.004650722	0.027052615	0.1643437	0.33652708	0.19994476	0.110274754	0.15346006
k	0.00084958266	5.827227e-05	0.0012702086	0.00031722675	0.00023693792	0.0011501036	0.027427388	0.17052001	0.38058266	0.16772816	0.083147466	0.166712
o	1.1137653e-05	1.44443475e-05	1.9420975e-06	4.003453e-06	4.9350154e-05	0.002160244	0.020038994	0.06882026	0.2712612	0.19731979	0.21178491	0.22853376
n	0.00031324712	8.7334025e-05	0.0021797973	0.0011068166	0.0005915284	0.0011712253	0.007975527	0.10965195	0.22027154	0.26023582	0.13311131	0.26330388
s	4.26748e-06	7.7243095e-07	1.1542163e-06	1.4684524e-06	3.965336e-06	0.00026436232	0.029797953	0.0992929	0.27923703	0.19788222	0.18852258	0.2049913
ù	3.7748944e-07	1.897557e-07	5.2339924e-06	2.9735938e-06	2.581907e-06	6.294165e-05	0.0030326755	0.027490292	0.18996994	0.248521	0.26690295	0.26400885
m	0.00036827472	9.3722745e-05	0.0019519429	0.00071056985	0.000490041	0.00101746	0.0068252804	0.054770045	0.1810599	0.24325499	0.22062227	0.28883553
o	1.5954018e-05	0.00035780284	4.915962e-06	3.6144767e-05	0.00013187558	0.005259509	0.05392974	0.0909115	0.26999557	0.081490986	0.2483168	0.24954915
s	0.0059621506	0.0005928491	0.011215341	0.004613428	0.0018112712	0.0009481801	0.0020009861	0.021871794	0.055147536	0.17034234	0.24639301	0.4791011
e	2.0342239e-05	4.7858093e-06	1.7720486e-06	2.6295195e-06	2.131514e-06	6.378013e-05	0.0037420068	0.027312083	0.19119504	0.19219905	0.30492914	0.28052732
b	0.004034205	0.00052026246	0.01296881	0.006158672	0.0017553987	0.0011286442	0.00089892786	0.013800119	0.038724583	0.1803233	0.30805358	0.43163353
e	2.3279974e-05	6.116583e-06	4.2577017e-06	5.570105e-06	2.7443804e-05	0.0007367019	0.0034386516	0.01230677	0.1306125	0.18450783	0.24167025	0.4266606
n	0.0009766575	0.00041688085	0.010888988	0.00735689	0.0019858556	0.000945831	0.0007634879	0.013980483	0.022212094	0.15192129	0.29647774	0.49207383
z	5.0532058e-06	8.2947594e-07	1.5324817e-06	1.2349212e-06	1.4536558e-06	4.4020086e-05	0.0023606813	0.019222325	0.15739226	0.23143838	0.28410235	0.3054299
ì	8.8925333e-07	5.09006e-07	1.0799242e-05	2.0240152e-06	3.8352982e-06	3.7715497e-05	0.00022236351	0.0020614048	0.01868908	0.12521775	0.3205828	0.5331709
n	0.0007539316	0.0008036972	0.00849316	0.0037996732	0.0029736334	0.0020147108	0.0030400602	0.02016384	0.023671057	0.0881137	0.2634762	0.5826963
a	8.924417e-06	1.0937178e-05	1.2903026e-06	2.903984e-06	2.0245034e-05	0.0003460681	0.0008847463	0.0059198327	0.052108515	0.1452502	0.4015255	0.3939208
</S>	0.0020072253	0.0014908753	0.024728328	0.014110324	0.005007706	0.0018902445	0.0030844521	0.031168565	0.02171298	0.06625436	0.20462699	0.6239179
