 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.9840576	0.015809689	0.000115268944	1.3343755e-05	5.676683e-07	3.1963928e-06	1.9150374e-07
s	0.09222506	0.90758586	1.9388333e-05	6.125456e-05	9.742658e-05	1.0957867e-05	1.9963667e-07
ù	0.67912173	0.31381702	0.0069114314	0.00010603548	3.719605e-05	3.2532184e-06	3.4242219e-06
p	0.053272907	0.94659764	3.3057415e-05	3.386288e-05	5.7443835e-05	4.986023e-06	1.2111178e-07
ò	0.090798765	0.69172376	0.059150867	0.036546323	0.1093625	0.01010651	0.0023112309
s	0.0032046516	0.99103326	0.0028695194	0.0009934476	0.0018758911	1.7180726e-05	6.185156e-06
e	0.072740264	0.8615027	0.045032706	0.008028131	0.009184005	0.0025291515	0.0009830514
b	0.0005117076	0.88443446	0.10705858	0.005117396	0.0026120604	0.0002179911	4.7768564e-05
o	0.00448673	0.16385011	0.7907919	0.02837459	0.010000947	0.0007386923	0.0017569365
t	0.0043096365	0.0110731665	0.9114079	0.06945137	0.0020027026	0.0010104362	0.0007448934
t	0.00022630578	0.0049900506	0.9700256	0.017453818	0.0044596395	0.00038762332	0.002457057
ì	0.0015916446	0.0043759192	0.36042494	0.55245894	0.033790257	0.01841224	0.028946029
g	0.011303396	0.001349997	0.3992965	0.5355597	0.026944559	0.020486496	0.005059378
l	2.1921584e-05	0.0015028225	0.28761363	0.0982558	0.49742758	0.10673563	0.008442642
i	0.0005475841	6.399583e-05	0.81494415	0.11759613	0.01330628	0.038313556	0.015228311
e	0.044991307	0.0006970244	0.15946226	0.57120717	0.046888255	0.13131489	0.045439154
ì	0.020754134	0.0021050759	0.0051215217	0.7545544	0.065069266	0.10389772	0.048497938
s	0.0008666654	0.00034637286	9.5178395e-05	0.12387846	0.6058118	0.23188503	0.037116572
e	1.2666494e-06	1.7081701e-06	0.0021027362	0.13978085	0.45426464	0.3270027	0.07684608
g	0.0030138644	0.00017293399	0.00015034685	0.04412846	0.15249158	0.5350067	0.26503602
l	0.0002018242	1.0574236e-05	0.025313435	0.004694462	0.040171348	0.40522903	0.5243793
a	3.1507898e-06	7.934937e-06	0.00036354744	0.0009812468	0.008860216	0.6710436	0.31874034
m	0.041891437	6.3542175e-05	0.00047807902	0.0017554107	0.009653158	0.4169027	0.5292557
m	4.0993007e-05	3.2985943e-06	0.002421588	0.0011499542	0.012828721	0.33721024	0.6463452
è	2.9098093e-05	0.0002300103	7.677824e-06	0.0015597129	0.0010728925	0.3142686	0.68283206
n	0.31214315	0.0032123292	0.015619144	0.011311088	0.0040572654	0.078181714	0.57547534
a	0.0001793442	1.2573509e-05	0.0012415521	0.00015554436	0.01618373	0.7290232	0.25320393
d	0.0066961837	0.002515004	0.00055412785	0.034862757	0.023146082	0.13379028	0.7984355
è	0.00062586064	4.0482482e-05	0.0007097641	0.00015953793	0.00046659817	0.16323584	0.83476186
k	0.09617672	0.0073346347	0.0026460772	0.17887203	0.024205161	0.04124825	0.64951706
a	4.7168553e-05	3.0861756e-05	0.0005836708	0.00013129832	0.0030142392	0.74145436	0.2547384
</S>	0.12710817	0.040263027	0.013407992	0.41169772	0.08958935	0.04493019	0.27300352
