 	hai	già	mangiato	</S>
è	0.9933293	0.004460498	0.0015648296	0.00064539444
c	0.509801	0.484098	0.005788708	0.00031236894
h	0.4270087	0.42306247	0.06637648	0.08355231
i	0.55290055	0.40130287	0.028057473	0.017739069
g	0.029246556	0.90394133	0.05917169	0.0076405094
i	0.011124718	0.54649246	0.1423748	0.300008
à	0.005201863	0.5055536	0.44954813	0.0396964
f	0.0038078357	0.06170254	0.69179857	0.2426911
a	0.00020399518	0.010244198	0.5850313	0.40452054
m	0.1145847	0.00678062	0.5949723	0.28366232
è	0.004660787	0.00050758006	0.2797634	0.7150682
n	0.5826148	0.009552174	0.049973268	0.35785985
a	0.00059474463	0.00033900456	0.5981322	0.40093404
</S>	0.23300152	0.009084699	0.009916687	0.7479971
