 	dopo	Giovanni	ritornò	la	sera	a	casa	andava	molto	stanco	perché	aveva	lavorato	tutta	la	settimana	</S>
d	0.9674133	0.028704485	0.0020947203	0.00073002453	0.00093876297	8.28374e-05	1.860605e-05	1.1703239e-05	4.1026005e-06	9.636443e-07	1.4910752e-07	1.1078955e-07	1.4089295e-07	5.271728e-08	3.3580612e-08	2.0889049e-08	1.4425387e-08
ò	0.969728	0.029730497	0.00038859612	8.866169e-05	4.2239815e-05	1.47783585e-05	4.9744785e-06	1.0253841e-06	7.4182407e-07	3.889448e-07	9.6507655e-08	2.95018e-08	1.9411479e-08	5.2732636e-09	2.0781024e-09	9.592087e-10	1.0416203e-09
p	0.5954784	0.40407678	0.00039397526	3.043164e-05	1.1718845e-05	3.1037932e-06	2.449724e-06	2.8634906e-06	7.736329e-08	8.789087e-08	3.835331e-08	2.5490838e-08	3.9984775e-09	2.6114941e-09	7.671067e-10	3.0852004e-10	2.1773827e-09
o	0.1743835	0.32360664	0.14911133	0.09554999	0.0437436	0.09977002	0.030828374	0.050837297	0.009409994	0.0117534455	0.0076245456	0.0017288557	0.00056380086	0.0006656836	0.00016139077	0.00017568065	8.576984e-05
G	0.056257755	0.934282	0.008415794	0.0008637033	0.00012412248	3.1972922e-05	1.9296625e-05	4.694409e-06	4.0685637e-07	1.7104016e-07	4.963734e-08	3.1581035e-08	7.1077766e-09	3.8258543e-09	1.0447182e-09	5.5573635e-10	4.888762e-09
i	0.12405148	0.3864754	0.23671372	0.16022244	0.028801026	0.04352615	0.0099228015	0.0028677674	0.0037985442	0.002319923	0.00085518573	0.00024994666	7.570314e-05	7.267272e-05	1.5219119e-05	1.7898641e-05	1.4089969e-05
o	0.05223272	0.9366173	0.0092567755	0.0015757211	0.0002783152	2.7449762e-05	1.0281309e-05	1.3191639e-06	1.0835939e-07	3.1696167e-08	3.2778544e-09	2.9340608e-09	1.2720419e-09	1.8167949e-10	9.631678e-11	8.286619e-11	4.716265e-10
v	0.0011053982	0.98997295	0.008515714	0.00028833255	0.000105128296	5.6583103e-06	4.2727465e-06	2.3974565e-06	7.336174e-08	3.3092597e-08	2.5662599e-09	3.1253833e-09	1.02662e-09	1.3107292e-10	4.0605658e-11	8.057502e-12	7.756828e-11
à	0.0060886852	0.60453546	0.27544594	0.07992217	0.015549692	0.012874119	0.0026686597	0.0008014175	0.0011427237	0.0005789385	0.00024559826	6.969875e-05	2.4489158e-05	2.3015178e-05	6.6574753e-06	1.0052765e-05	1.272018e-05
n	0.034246568	0.7274315	0.16085921	0.07133236	0.004819277	0.0011419109	0.00015752982	9.151375e-06	1.8794447e-06	4.6006676e-07	1.2161085e-07	4.837382e-08	3.3617866e-08	7.956771e-09	9.717447e-09	1.8151916e-08	2.5771142e-08
n	0.003190305	0.8449216	0.13865866	0.011488253	0.0005874139	0.0006486454	0.00013768762	0.0002454868	6.4110915e-05	3.1106825e-05	2.1522896e-05	2.1852795e-06	7.9712487e-07	8.5771893e-07	1.57885e-07	6.9773427e-07	6.4011704e-07
i	0.0009119503	0.45259336	0.37749633	0.13627954	0.023997758	0.006236907	0.0016011044	0.0002880978	0.00038338726	0.00014143468	3.4422683e-05	1.22295505e-05	1.0986926e-05	3.2407058e-06	1.8204286e-06	3.3929805e-06	4.118039e-06
j	0.0048007066	0.15936632	0.48485863	0.2946751	0.04437549	0.0073350957	0.0036018558	0.0008732737	8.272481e-05	2.3451194e-05	3.4874508e-06	2.1774993e-06	1.2097056e-06	1.4373084e-07	4.832283e-08	4.4578766e-08	2.4149898e-07
ù	0.0033306947	0.094549574	0.73116934	0.10790335	0.04380419	0.010181229	0.0041761813	0.001865555	0.0016867745	0.000988914	0.00023386706	7.065991e-05	2.3013274e-05	7.330834e-06	2.1760734e-06	1.7263973e-06	5.388464e-06
r	0.002612479	0.0015778239	0.08057611	0.6751888	0.21384758	0.019870287	0.0057385974	0.00048806297	7.9841695e-05	1.48107665e-05	2.3935393e-06	1.1342437e-06	8.7894654e-07	1.5244376e-07	9.609026e-08	2.2241355e-07	7.529537e-07
i	5.5381668e-05	0.002264716	0.20605005	0.55006266	0.09442246	0.09135789	0.02469112	0.011305971	0.011778053	0.005030946	0.002308437	0.00033088645	0.0001408629	0.0001008489	1.8107165e-05	3.742868e-05	4.4169865e-05
s	0.00390058	0.0020032984	0.059590098	0.5603089	0.24972355	0.06750563	0.042132154	0.01286419	0.0013713428	0.00043463786	0.000104565115	3.2683147e-05	2.2660164e-05	2.7125257e-06	7.346439e-07	4.4429575e-07	1.8657945e-06
e	2.4786993e-06	2.4503182e-05	0.32673702	0.3388926	0.16578025	0.110634156	0.028776381	0.009483029	0.011286018	0.005117477	0.0021013503	0.00048052584	0.0002970955	0.00016535225	6.060317e-05	6.951184e-05	9.170979e-05
o	0.00089386926	1.5979096e-05	0.0034412257	0.19245486	0.579497	0.1262873	0.0782087	0.017121257	0.0014927437	0.00045998232	6.630913e-05	2.6579975e-05	2.8607947e-05	2.62397e-06	1.1413707e-06	4.3494586e-07	1.3706901e-06
v	0.0006319127	1.9005403e-05	0.0012433236	0.074383914	0.59316194	0.15880036	0.123557195	0.042835142	0.0035753106	0.0013683814	0.00023710969	9.310288e-05	7.88242e-05	7.820091e-06	2.8327192e-06	8.3223125e-07	3.0669219e-06
r	1.0233175e-05	4.568485e-05	0.018041316	0.33441356	0.30287847	0.21839249	0.051818572	0.020666724	0.027160406	0.012300058	0.006395808	0.0024448233	0.0016501033	0.0013887577	0.00067646254	0.00083696883	0.0008796254
