 	le	melanzane	vogliono	girate	</S>
i	0.8951532	0.10439434	0.00027584337	0.00016470667	1.1939894e-05
m	0.9989987	0.0007589909	0.00016372258	6.994289e-05	8.689127e-06
a	0.6725696	0.32522008	0.0020688742	6.670225e-05	7.475414e-05
r	0.91684085	0.07842936	0.004577112	0.00011473316	3.792001e-05
a	0.293733	0.69173294	0.012702874	0.00048037258	0.0013508701
n	0.1688196	0.44968998	0.3767703	0.002331731	0.0023884266
g	0.069189556	0.92059743	0.008445492	0.0004432576	0.0013243088
i	0.021220097	0.56174225	0.21523342	0.12130445	0.08049975
à	0.0040103104	0.24315783	0.74488795	0.0053858454	0.0025579678
n	0.004643062	0.16585818	0.7185996	0.0846991	0.026199978
e	0.00031960077	0.49972	0.423499	0.05493202	0.02152938
i	0.0031753874	0.002906848	0.94588965	0.03453492	0.013493253
t	0.00671311	0.0017630148	0.75557184	0.16294652	0.07300552
è	4.8602848e-05	0.0095808385	0.79396063	0.10822694	0.08818294
l	0.00068462477	0.000775638	0.80069035	0.18437114	0.013478131
u	2.7516655e-05	0.0059397393	0.74650234	0.19172789	0.05580249
n	0.0036763954	0.0007262029	0.16137335	0.60192317	0.23230097
e	1.2924657e-05	0.0041663456	0.5190667	0.26123074	0.21552329
v	0.0011242258	9.491968e-05	0.008952572	0.7848291	0.20499924
o	4.891809e-05	0.023238176	0.037421323	0.5125634	0.42672822
t	0.013082702	0.0009803196	0.0038823455	0.8857342	0.09632041
i	1.5999023e-05	0.0009929597	0.008188364	0.6621124	0.32869032
m	0.0013720205	0.00016724564	0.00056657515	0.7783804	0.21951374
m	4.7809317e-05	0.010323189	0.0034161948	0.5711788	0.41503406
è	2.5231657e-06	1.7369726e-05	0.00018513665	0.26552084	0.7342741
n	0.4364652	0.16590351	0.062183205	0.075040035	0.26040813
e	0.0001623059	0.013635957	0.001170039	0.7962671	0.18876459
</S>	0.04121956	0.0010574731	0.01172908	0.17582408	0.7701698
