 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
e	0.97358894	0.023887265	0.0009854463	0.0011144079	0.00037437867	4.4078166e-05	5.1260145e-06	1.4597461e-07	8.618073e-08	3.783826e-08
d	0.9982451	0.0015306554	0.00011070481	0.00010983931	3.059151e-06	4.440373e-07	1.1501267e-07	1.8611468e-08	8.642567e-09	1.1578518e-08
e	0.6362524	0.31549567	0.03501742	0.010147746	0.0021457458	0.0006962019	0.0002338929	9.474315e-06	1.5889887e-07	1.2608168e-06
r	0.88269204	0.10229339	0.014217431	0.00075509964	3.9738716e-05	2.10801e-06	1.4276675e-07	8.174176e-09	5.1258625e-10	6.6855765e-10
f	0.14948562	0.7727085	0.053710047	0.01656747	0.0055490956	0.0014606575	0.00048968516	2.0549342e-05	4.0749205e-07	8.097794e-06
ì	0.012962924	0.41770017	0.28789103	0.23110905	0.041291315	0.008242786	0.0007521955	3.4469085e-05	6.2773465e-06	9.807195e-06
m	0.0024615852	0.4863246	0.49555767	0.012479068	0.0029590111	0.00014179162	7.159397e-05	4.4812896e-06	6.304052e-08	1.1639886e-07
m	0.0020005947	0.3648061	0.03354903	0.36504683	0.08567002	0.052474342	0.078921564	0.012867678	0.003235135	0.0014288746
u	0.0022086613	0.95084023	0.023299752	0.013984565	0.006670845	0.002242375	0.00070564105	3.7504753e-05	4.6899836e-06	5.789424e-06
e	0.0004410976	0.10464111	0.8033245	0.08242439	0.008233841	0.0008852068	4.5729288e-05	2.5610923e-06	1.6553396e-07	1.2346508e-06
n	0.0013816907	0.17021592	0.58765864	0.2189212	0.01684413	0.0046535037	0.0002996537	2.1153894e-05	3.5094675e-07	3.7902469e-06
è	0.00027797677	0.0051340815	0.24662647	0.4258784	0.22180839	0.07540816	0.023587333	0.00093344256	8.096686e-05	0.0002647853
e	0.048436496	0.0072923866	0.57706046	0.32751617	0.0316265	0.0067006126	0.0013003178	5.5417506e-05	5.4570487e-06	6.243817e-06
r	0.013474414	0.008907547	0.27368265	0.5895578	0.06863957	0.03738393	0.007710656	0.0005406548	1.7036324e-05	8.561571e-05
t	7.4748656e-05	0.0010465109	0.047199015	0.3803963	0.39127252	0.13200645	0.044581097	0.0024667764	0.00028595288	0.00067056715
o	1.4431076e-06	1.2820225e-05	0.02404603	0.27758822	0.50987583	0.14596252	0.03950465	0.0019398768	0.00023367346	0.00083495624
m	0.0021123623	0.00015401698	0.009343826	0.09461846	0.5634167	0.30490538	0.024929775	0.00038288752	2.3046663e-05	0.00011354594
è	0.00049779157	0.00013240626	0.0033651972	0.13655883	0.54041857	0.2393916	0.07542236	0.0027872403	0.00021114197	0.0012148852
n	0.028095556	0.00042769534	0.0141135715	0.02052189	0.4687253	0.4260631	0.04072296	0.000979109	9.231583e-05	0.0002584303
a	9.40737e-07	5.620808e-06	0.0026182486	0.14625476	0.43582147	0.2346699	0.16636144	0.008518278	0.001390369	0.0043590334
m	0.00031162566	3.945346e-05	0.00041810906	0.0017486077	0.089226805	0.77607286	0.1268944	0.00425312	0.00014521407	0.0008898155
à	0.0002783445	5.4121985e-05	0.0007315909	0.0020129604	0.06337693	0.5359143	0.36867604	0.017967554	0.0014295005	0.0095587075
i	0.0053193304	0.00014311507	0.0007954307	0.0006677559	0.0151101565	0.6997972	0.26059788	0.013449842	0.0010844745	0.0030347274
e	0.0017517728	0.00011919509	0.00011063555	0.00017665487	0.0047733793	0.46800497	0.4648583	0.047221273	0.001532573	0.011451331
t	0.0023936762	0.00019615874	0.00016961593	0.00018418695	0.0020398928	0.13631059	0.5700755	0.23280583	0.010907733	0.044916738
t	6.973651e-06	8.541526e-06	2.2036775e-05	5.2440082e-05	0.0013549133	0.10426048	0.4908723	0.23825756	0.079818	0.085346706
ù	1.184418e-06	6.8021114e-07	8.098105e-06	1.2895006e-05	0.00060980336	0.031116765	0.27026427	0.3299589	0.1621155	0.20591193
k	9.394561e-05	3.588288e-05	0.000761492	0.0019460146	0.0075006126	0.20830853	0.5270515	0.160684	0.03398391	0.05963406
ù	2.615016e-06	1.5073477e-06	1.0351944e-05	7.100874e-05	0.0016214158	0.037580322	0.40487626	0.27290395	0.15146054	0.13147204
n	0.00043549	0.00021565639	0.00080938	0.0019681642	0.0033363074	0.033921137	0.11576256	0.34664032	0.19693077	0.29998016
d	1.3520421e-05	6.6758053e-06	7.748723e-06	2.6527196e-05	0.0004366354	0.017540356	0.24179561	0.3106216	0.22876163	0.20078968
u	6.848236e-06	2.4864812e-06	5.943808e-05	0.00010114345	0.0011283308	0.0031629917	0.015230114	0.209412	0.3512929	0.4196038
m	0.0016126088	0.00086498185	0.0014370113	0.0026895239	0.0035785958	0.009756396	0.0120283915	0.0969328	0.2777411	0.5933586
è	0.000522413	8.799525e-05	3.8899652e-05	6.762638e-05	0.00064725574	0.0038104183	0.030725814	0.13534646	0.134585	0.6941681
n	0.0093471445	0.0032373925	0.009512685	0.022122635	0.010897864	0.02371168	0.00919381	0.02151163	0.24714404	0.64332116
a	4.188896e-05	1.47248975e-05	4.8521447e-06	1.686721e-05	7.5988966e-05	0.0006764147	0.008134417	0.18176478	0.3985114	0.4107586
</S>	0.018304631	0.010099411	0.006208766	0.0100405235	0.005989744	0.005687321	0.002561976	0.026886702	0.23645578	0.67776513
