 	le	canzone	si	scrivono	alla	notte	</S>
a	0.9888081	0.0104951495	0.00057442323	0.00012022636	1.3769003e-06	1.8326081e-07	4.3734417e-07
t	0.121901244	0.87734747	0.0006651546	8.13962e-05	1.9285183e-06	7.922432e-07	1.9836789e-06
r	0.7229543	0.25812018	0.018158797	0.0007493759	1.213993e-05	1.4520152e-06	3.7921038e-06
a	0.9718174	0.027859002	0.00030668592	1.6821748e-05	2.2118498e-07	1.5655782e-08	4.6751033e-08
ù	0.028531969	0.96665424	0.0046745366	0.00013386049	4.795159e-06	1.5272242e-07	2.9115012e-07
d	0.00049504195	0.83940756	0.13772374	0.021380054	0.00023547804	0.000108893444	0.0006493092
i	0.0073405774	0.21267097	0.5031644	0.24899182	0.017367717	0.003739145	0.006725347
a	0.0010065045	0.28294125	0.6903031	0.02489077	0.0007869319	1.9109993e-05	5.2367e-05
g	0.002103944	0.020370657	0.91980594	0.055408344	0.0021173256	3.432317e-05	0.0001593951
r	0.0030913898	0.0052664704	0.8370045	0.14606453	0.0057319854	0.00085616193	0.0019848505
à	0.00027100166	0.00047342063	0.36188903	0.5645755	0.037354596	0.0070088212	0.028427584
f	0.00015856548	0.0010744898	0.02943324	0.9301729	0.034148764	0.0024012728	0.002610841
u	1.03422935e-05	0.0008171062	0.2543347	0.6388622	0.051031582	0.017068613	0.03787554
t	0.008018742	0.0019508433	0.0075497474	0.6557921	0.28906068	0.008133306	0.029494481
t	1.586417e-05	1.8780904e-05	0.03370193	0.7744557	0.12027852	0.022081155	0.049447954
e	1.5720592e-05	1.0297194e-06	0.00022582119	0.119809225	0.35726017	0.18350479	0.33918324
t	0.00086814555	6.5872635e-05	0.00028046255	0.02155535	0.7553114	0.041313574	0.1806052
s	3.3821725e-05	9.113695e-06	0.00057677313	0.08926842	0.49929914	0.17115222	0.23966049
e	2.2248762e-06	3.7649988e-07	9.6434305e-06	0.0020382793	0.2627263	0.3480651	0.38715804
n	0.00017919384	7.147225e-05	0.00024641433	0.0026084601	0.3143971	0.15426475	0.52823263
ì	1.8758328e-05	4.3741857e-06	5.1831546e-05	0.0011491006	0.20903331	0.40863946	0.38110313
t	0.003598167	0.0010174429	0.00013115276	0.00049754936	0.053182766	0.5261586	0.41541433
t	8.633306e-06	1.2890949e-05	0.00010076185	0.004290988	0.25568008	0.21196663	0.52794003
a	1.6460608e-06	5.1734975e-07	2.8023196e-06	1.6382312e-05	0.017983213	0.75023913	0.23175633
</S>	0.0012724771	0.0014811842	0.00138736	0.00351168	0.04133434	0.16934879	0.7816642
