 	forse	non	li	ha	a	casa	</S>
f	0.98596615	0.013666022	0.0003533312	1.3285342e-05	6.8450794e-07	3.0842043e-07	1.5442235e-07
ò	0.99371946	0.005754482	0.00048283892	3.9968196e-05	2.892601e-06	1.7149465e-07	3.2140102e-07
r	0.64833814	0.27624857	0.07088617	0.004076025	0.00043076926	1.4813773e-05	5.4495167e-06
s	0.12673213	0.30073312	0.22229742	0.2139039	0.08640673	0.006603175	0.043323494
i	0.28583577	0.63211226	0.07337055	0.0078625865	0.00069604564	2.303669e-05	9.965626e-05
e	0.056279372	0.57021	0.36015347	0.011970371	0.001267685	5.679246e-05	6.243931e-05
t	0.16747044	0.16655883	0.6027194	0.059674744	0.0032410375	0.000244079	9.141265e-05
u	0.0033255501	0.70733213	0.26134503	0.025372071	0.0018196306	0.00016055236	0.0006451492
s	0.02747394	0.17349003	0.7557064	0.039717868	0.003342169	0.00015778295	0.000111863636
è	0.03660527	0.27690715	0.41403306	0.24235518	0.018561956	0.0011750933	0.010362279
c	0.035530344	0.081115395	0.39152527	0.3867827	0.098152764	0.0039172564	0.002976287
h	0.00010469761	0.0075448207	0.31219116	0.46224394	0.1562273	0.017355427	0.044332586
i	0.005996966	0.0072760917	0.23731413	0.4253455	0.1628116	0.043086752	0.11816894
è	0.05776307	0.011984896	0.017897954	0.3614626	0.4675671	0.04294233	0.04038208
s	0.024006667	0.0013597667	0.00084688695	0.17098764	0.6710551	0.06713607	0.06460786
s	2.1225517e-06	8.7633875e-05	0.0022869974	0.2639535	0.4297004	0.08500213	0.21896712
u	3.124326e-05	2.3676677e-05	9.929145e-05	0.04238765	0.3086726	0.15393463	0.49485087
</S>	0.0047405693	0.0004095723	0.00037582172	0.0056345933	0.24631965	0.4228394	0.3196804
