 	voglio	che	Maria	venga	domani	</S>
i	0.9876572	0.0077792224	0.004337899	5.398903e-05	0.000106650536	6.4955726e-05
t	0.80298775	0.19020861	0.0067886165	3.2722346e-06	9.7164975e-06	1.9774895e-06
è	0.60393214	0.39427185	0.0013018616	0.0004209739	9.122724e-06	6.408941e-05
l	0.11936113	0.7301185	0.14953145	0.00017821265	0.0007478166	6.284777e-05
o	0.30283013	0.6602072	0.02452482	0.0007881066	0.011089759	0.0005599673
n	0.009394351	0.8941365	0.094214246	0.0019961568	0.00012794338	0.00013078487
a	0.003866176	0.9523004	0.01892413	0.021435834	0.00024059872	0.0032328411
r	0.004580842	0.15600759	0.63701886	0.18630593	0.0036640146	0.012422722
t	0.0024357387	0.31828916	0.17778997	0.40964347	0.0027531341	0.08908852
i	0.000634984	0.013606005	0.4827929	0.37004626	0.012023621	0.12089626
à	0.03636933	0.0065687303	0.37915227	0.51240575	0.024090378	0.04141353
v	0.0051507396	0.00091934536	0.25928855	0.34307757	0.2982562	0.09330765
v	1.6656797e-06	2.9456818e-05	0.07816969	0.03018279	0.87411207	0.017504346
r	0.0018755982	0.0008194022	0.012713858	0.39430156	0.42377892	0.16651066
i	0.0024155965	0.0017821143	0.0036387525	0.54312587	0.065788865	0.3832488
i	0.03234141	0.0070633497	0.0022082254	0.091883175	0.38512596	0.48137787
M	0.03821839	0.002726862	0.00022540982	0.011288719	0.90617406	0.041366678
a	0.00018443957	0.00064408407	0.00014035331	0.008558435	0.038471352	0.9520013
r	0.0026094848	0.00013477997	0.00029635496	0.0048630675	0.91542464	0.07667176
ì	4.3230088e-05	0.00010666764	0.00027806938	0.0052283625	0.2908516	0.7034921
a	0.53055984	0.07148848	0.02075107	0.036188614	0.20405084	0.13696125
</S>	0.5672675	0.02528493	0.008107517	0.12661287	0.16302347	0.10970376
