 	non	ho	cosa	è	da	mangiare	</S>
e	0.97824687	0.021454912	0.00024893982	4.6298563e-05	1.4584357e-06	8.8301823e-07	5.0012244e-07
n	0.62648475	0.3276339	0.044392634	0.0012698458	0.00012537278	6.805072e-05	2.5397918e-05
è	0.11110436	0.8584136	0.029157028	0.0012841033	3.3162145e-05	3.199223e-06	4.5752954e-06
c	0.028640045	0.5661146	0.3660137	0.036681794	0.001984656	0.00044222997	0.00012303382
h	0.022163445	0.84939337	0.1205804	0.0066799065	0.00060794706	0.00024796207	0.0003269928
o	0.021058887	0.74169254	0.2210134	0.0139540825	0.0015529174	0.0004123275	0.00031581733
t	0.00073644175	0.0126458295	0.805462	0.1495668	0.018168736	0.009743795	0.0036764366
i	0.0009512616	0.0364347	0.7790052	0.1617896	0.016284741	0.0020197118	0.003514796
è	0.0037900847	0.0010732665	0.0167921	0.7508767	0.18994862	0.026793422	0.0107258195
n	0.002267887	0.001528284	0.0023195038	0.33247516	0.40046793	0.16841382	0.09252731
a	8.023865e-06	0.00015999367	0.0076959613	0.43289745	0.31314176	0.101952344	0.14414448
f	0.0067202626	0.0013149236	0.00021079708	0.012649352	0.4238433	0.3477859	0.20747547
à	0.00055349834	0.0019341112	0.003107026	0.0726159	0.48150152	0.17185502	0.26843286
o	0.053401127	0.00064438075	6.68917e-05	0.0006891119	0.076441444	0.6530117	0.21574534
</S>	0.0023257728	0.00041312797	5.1856685e-05	0.0012266532	0.053571906	0.4549601	0.48745063
