 	Marìa	però	sta	ora	sta	seduta	nel	giardino	e	non	può	rispondere	al	telefono	non	può	parlare	al	telefono	</S>
e	0.9772633	0.019490307	0.0013766611	0.0008446405	0.0008405183	0.00012877036	4.0324256e-05	9.7476905e-06	1.3281958e-06	3.2544867e-07	2.6294592e-06	3.9159605e-07	3.2039264e-07	3.4539516e-07	9.448362e-08	2.9903035e-07	5.920917e-08	3.0914922e-08	5.6025087e-08	2.5555368e-08
M	0.9940513	0.005267663	1.101328e-05	0.00066979765	9.287271e-08	6.5026576e-08	2.9700085e-09	2.4811704e-09	4.318294e-10	1.927393e-10	8.4707896e-10	4.1541065e-10	4.1507544e-11	9.605378e-11	5.233382e-11	1.5540597e-10	3.416539e-11	8.840956e-12	1.7393085e-11	7.211695e-11
a	0.17513065	0.8134965	0.009963047	0.0008979505	0.0003158809	0.00010189547	5.9548005e-05	6.7572905e-06	6.3008065e-06	4.768033e-06	1.1795819e-05	1.7684392e-06	7.451697e-07	2.0213693e-07	7.8253396e-07	1.3075991e-06	2.9024713e-08	1.7851177e-08	3.418654e-09	5.8535996e-08
r	0.5842126	0.4098909	0.0020381077	0.0038554885	2.7183476e-06	1.5435997e-07	1.0924981e-08	2.7177005e-09	7.593911e-10	7.0171674e-10	6.011886e-10	1.8887027e-10	5.736426e-11	2.2232454e-11	9.535819e-11	7.50047e-11	6.7707966e-12	1.5854096e-11	3.8177556e-12	5.0806602e-11
ì	0.11664346	0.7132037	0.079416744	0.08503094	0.0039274525	0.0009678778	0.0006179926	6.696453e-05	3.4393677e-05	1.8431218e-05	4.569285e-05	8.707487e-06	5.306439e-06	3.3101371e-06	3.3583929e-06	4.541566e-06	3.1123375e-07	1.711713e-07	1.0297656e-07	5.484632e-07
a	0.007956507	0.9164699	0.061690718	0.0132780485	0.0005542541	4.8078302e-05	1.614163e-06	5.76e-07	1.254384e-07	1.5213e-07	5.5018077e-08	1.7307748e-08	9.7156585e-09	5.8866436e-09	1.8045988e-08	6.9572157e-09	6.420075e-10	9.758481e-10	1.2233008e-10	1.0162438e-09
p	0.008724611	0.97619927	0.013549848	0.0014399858	7.26078e-05	1.28195725e-05	7.587182e-07	1.1374571e-07	3.9756983e-08	5.521311e-08	2.0780284e-08	6.721146e-09	4.7313344e-09	2.2595354e-09	6.6611374e-09	4.5609414e-09	3.010448e-10	2.5524402e-10	8.5910584e-11	8.9801355e-10
e	0.00040999427	0.29139695	0.48571736	0.049339615	0.13052002	0.022330089	0.017470215	0.0009903394	0.0004966744	0.00020028152	0.00065250264	0.00013029957	8.5502106e-05	0.000107328175	3.1691434e-05	7.7067605e-05	9.715208e-06	5.4030693e-06	1.2362867e-05	1.6484286e-05
r	0.014822601	0.9015433	0.077440225	0.0047535137	0.0012593203	0.0001697492	8.7193885e-06	1.5379441e-06	3.2466107e-07	4.1315585e-07	1.3899911e-07	3.2778413e-08	2.7408815e-08	1.1896987e-08	3.69547e-08	1.8035857e-08	1.0294802e-09	1.1665872e-09	3.4219677e-10	4.6868154e-09
ò	0.0005206892	0.52561074	0.34296685	0.08716843	0.028412322	0.0071059666	0.006503803	0.0005765505	0.00031023115	0.00018348763	0.00040116964	7.880988e-05	4.333673e-05	3.5908848e-05	2.7030095e-05	3.67234e-05	3.2700787e-06	1.7703379e-06	1.8940823e-06	1.10389265e-05
s	0.041264806	0.2829043	0.59966767	0.07282377	0.0029745353	0.000332916	2.7117178e-05	3.0791252e-06	6.6044566e-07	4.9455286e-07	3.2380535e-07	8.135432e-08	6.738364e-08	6.672065e-08	4.7728864e-08	3.3321328e-08	2.828148e-09	2.8761826e-09	3.5903664e-09	1.0998587e-08
t	0.00014899643	0.2898482	0.56625426	0.079729386	0.041710105	0.010924817	0.0094311815	0.00072594226	0.00033358473	9.633428e-05	0.00053959794	0.000109788714	4.20065e-05	4.198928e-05	1.0446039e-05	3.72571e-05	4.4334524e-06	1.4941662e-06	2.7002702e-06	7.4099785e-06
è	0.00020127908	0.031899363	0.68789536	0.06860266	0.13713762	0.0356221	0.030334523	0.0031331861	0.0014862358	0.0005812534	0.0020178177	0.00036546544	0.00024413275	0.00016390391	8.9859226e-05	0.00017270842	1.643819e-05	8.975368e-06	6.361163e-06	2.0757361e-05
i	0.01586156	0.01234604	0.68328977	0.18104565	0.08780612	0.017656548	0.0015181574	0.00024160884	7.618796e-05	4.6945064e-05	6.496857e-05	1.5599817e-05	9.959139e-06	5.1359207e-06	6.9443427e-06	7.610826e-06	4.587696e-07	2.1996645e-07	1.0577261e-07	4.6482418e-07
à	0.053965975	0.0053703696	0.14150707	0.41343737	0.23812312	0.1237004	0.012336587	0.003949355	0.0019344285	0.0013738977	0.0023282825	0.0006626612	0.00034342826	0.00013232593	0.00035852843	0.00043702638	1.9288182e-05	7.761e-06	9.2835245e-07	1.1227459e-05
r	0.0011779335	3.2943386e-05	0.002579024	0.9707009	0.010262266	0.0093692	0.0023863225	0.00093587785	0.000449929	0.00010551297	0.0011820872	0.0005171416	6.212662e-05	5.2472857e-05	2.3584656e-05	0.00013614085	1.59295e-05	1.9377824e-06	1.2628429e-06	7.3139236e-06
t	1.0217019e-05	0.00022397265	0.23450531	0.07493089	0.48415735	0.11105987	0.075424	0.0065691285	0.002707828	0.0005944521	0.005441804	0.0018185289	0.0004374729	0.00078886654	8.3536645e-05	0.00061734056	0.00016429283	3.6507685e-05	0.00018052747	0.0002481545
e	3.238969e-05	4.8585043e-05	0.07282744	0.0098111825	0.61634356	0.1497258	0.11690542	0.012560045	0.005950704	0.00243725	0.0082435375	0.0015848058	0.0011896892	0.0007383483	0.00042015608	0.00079997577	0.00012528952	8.037653e-05	5.83569e-05	0.000117094474
n	0.04499447	0.00045982166	0.0052830423	0.11324344	0.46800277	0.317115	0.034445167	0.008543194	0.0026212935	0.0014124697	0.002247956	0.0006024072	0.00034967548	0.00018161385	0.00019289562	0.0002612358	2.0139645e-05	6.848367e-06	1.8858872e-06	1.4585082e-05
a	7.298633e-07	3.4911202e-06	0.012591897	0.019935163	0.5421697	0.22367659	0.16100697	0.014600742	0.006911434	0.0026993952	0.010004308	0.002027001	0.0011576654	0.0011723933	0.00037445503	0.00094256934	0.0001685845	8.644665e-05	0.00015604905	0.0003143224
s	0.0042619077	2.0316227e-05	0.00013997049	0.030102208	0.32409036	0.543208	0.05943788	0.019224484	0.0064125964	0.0026177743	0.006624008	0.0015465015	0.00087063503	0.00042352127	0.00032390354	0.0005958424	5.4129196e-05	1.826074e-05	4.7569165e-06	2.2936581e-05
t	1.8895743e-06	1.2407078e-06	0.0004222703	0.0064996635	0.40000328	0.3133506	0.18667795	0.029633544	0.016005013	0.008224937	0.022182014	0.0047827167	0.0033757263	0.0026497694	0.0014986752	0.0025823712	0.00056946155	0.00037653613	0.000391143	0.0007712474
è	1.7961379e-07	1.5898581e-07	1.867647e-05	0.0033670205	0.3069771	0.36398295	0.17053258	0.042860664	0.02596172	0.016364112	0.03679377	0.008792336	0.00658988	0.0043511027	0.0037276915	0.005110752	0.0015066235	0.0011078864	0.0007257705	0.0012289574
i	0.000397484	6.1713476e-06	4.3267108e-05	0.0051196124	0.19287296	0.65419173	0.099591546	0.02412155	0.0079612965	0.003022874	0.008487276	0.0016972998	0.00097392086	0.00048002088	0.0002856076	0.00060013885	7.71071e-05	2.9091078e-05	1.1296849e-05	2.9773115e-05
k	0.00086921727	7.398065e-06	1.2024472e-05	0.0056226235	0.040536165	0.6646168	0.11164729	0.08248434	0.028840825	0.010344596	0.03409606	0.008908682	0.0043830145	0.0022971104	0.0014396887	0.0033004624	0.00033019212	9.7181626e-05	2.4210914e-05	0.00014208783
a	4.245513e-06	1.0879495e-05	0.00042830862	0.00054850825	0.31195068	0.22928235	0.32305485	0.04612076	0.018662643	0.0077707893	0.022427784	0.007829137	0.0069423993	0.008206557	0.0024173362	0.005614475	0.0017852389	0.0012433843	0.0026108138	0.003088767
m	0.0014464682	9.602576e-06	1.2784126e-05	0.0010490065	0.035534587	0.72478217	0.12238961	0.06450863	0.018114932	0.008521098	0.015940502	0.003218877	0.0017411101	0.0008311344	0.0005972193	0.0009988404	0.00015902556	5.4052292e-05	2.1275293e-05	6.900707e-05
m	3.6723015e-06	5.0585295e-06	0.00028426023	0.00030311098	0.17645635	0.25679535	0.4336376	0.041596368	0.0209277	0.010729695	0.02644722	0.0072493926	0.0055550695	0.0062180376	0.0023435038	0.0044712587	0.0013087922	0.0009093863	0.0018830008	0.0028752228
è	6.0217728e-05	2.0435791e-05	7.120966e-05	0.00037517856	0.01620549	0.25436783	0.34519508	0.097296946	0.06732483	0.06804221	0.08374045	0.020508373	0.010735247	0.0076301945	0.009652757	0.008886975	0.0032743965	0.0018468521	0.0014178711	0.0033474017
n	0.17608735	0.0031047624	0.0027532757	0.0034233222	0.012235223	0.14578871	0.4713286	0.10638103	0.029332306	0.012971905	0.023589656	0.0053574415	0.003064245	0.0015659292	0.000921743	0.0015855428	0.00023297845	8.198414e-05	3.9893053e-05	0.00015421597
i	2.613958e-06	1.3567375e-06	0.00017015306	0.0133782085	0.26121604	0.27713248	0.32100016	0.03879354	0.016182339	0.003458277	0.03953824	0.013613751	0.0028663124	0.0036253147	0.0006282729	0.004500741	0.0013572106	0.00028694398	0.0008260508	0.0014219837
s	0.0017674873	5.238415e-05	3.6612255e-05	0.0051396387	0.0011098915	0.12164538	0.3270379	0.25639185	0.08931788	0.029543621	0.09608756	0.033355795	0.012726891	0.009888921	0.0033000077	0.010235926	0.0011969036	0.00023825788	8.885946e-05	0.0008382743
t	3.1878158e-06	7.443611e-07	5.2128803e-06	0.00015533612	0.0076665934	0.2179354	0.18113577	0.18015654	0.08173294	0.025196789	0.1615076	0.053471886	0.017051049	0.021143287	0.005015213	0.022238165	0.0071625076	0.0022157202	0.0058408086	0.010365247
o	1.8496125e-07	4.102181e-08	2.5771968e-07	5.7428147e-06	0.0009816645	0.07057602	0.12463879	0.19787645	0.13582493	0.08275633	0.19332361	0.05038091	0.03844287	0.02593827	0.020952635	0.03104292	0.009252051	0.0067053637	0.004269886	0.0070311027
c	0.0003092783	7.705431e-06	7.433017e-06	8.441034e-05	0.00018648658	0.025506642	0.0978429	0.40150264	0.16035579	0.068267256	0.15489095	0.039568957	0.019680666	0.009873135	0.006316384	0.01248686	0.0018080596	0.0004988175	0.00014163493	0.0006639742
ì	3.2876083e-05	1.4529296e-06	7.381091e-06	1.5586806e-05	0.00078205223	0.008840866	0.3751718	0.12646222	0.11063859	0.062060256	0.16029647	0.041400775	0.02858508	0.024455246	0.01475751	0.022246547	0.005518898	0.00381238	0.004679078	0.010234948
p	0.0005286771	1.53837e-05	1.5498472e-05	0.00010494539	0.00013364527	0.0049974797	0.08908246	0.3437077	0.18000728	0.09286531	0.1762227	0.0455766	0.024661407	0.012343782	0.009145307	0.014576022	0.0030877616	0.0010681058	0.00044514917	0.0014147134
