 	non	avete	mangiato	mai	un	rustico	</S>
e	0.99052244	0.009189141	0.0002679225	1.8029603e-05	1.4351091e-06	7.938981e-07	7.007185e-08
n	0.5629003	0.4179212	0.019071585	0.00010257027	2.5824504e-06	1.1516865e-06	6.981589e-07
è	0.12293875	0.86657095	0.010095433	0.0003729313	1.9128756e-05	2.139733e-06	5.864602e-07
c	0.01970783	0.9257158	0.054280516	0.0002831804	1.2231404e-05	8.081604e-08	2.551347e-07
h	0.022760933	0.90803117	0.06334452	0.0050353166	0.0006278738	0.00011046179	8.982622e-05
e	0.026762044	0.8263838	0.1272729	0.017538529	0.00095246214	0.0010211531	6.919157e-05
t	0.0008337531	0.23834375	0.7283504	0.031134943	0.0012875914	2.9198502e-05	2.0317715e-05
e	0.0006989993	0.6369884	0.29553112	0.06304721	0.0029835163	0.00053466664	0.00021617899
f	0.0023699848	0.016544696	0.77533746	0.19664821	0.008799702	0.00019561738	0.000104218976
a	0.0039987825	0.047595646	0.63839394	0.2853052	0.016344862	0.006229808	0.0021318176
m	0.16684063	0.041617136	0.5178533	0.2663128	0.007094607	0.00022643885	5.5041146e-05
è	0.0018566594	0.016251942	0.21978489	0.6907385	0.048152316	0.016907211	0.0063085034
n	0.0380041	0.015502274	0.045187917	0.87398696	0.02557157	0.00141001	0.00033726412
a	0.0001249588	0.0010314598	0.26718593	0.6326604	0.05545423	0.036674023	0.0068691205
m	0.0044316887	0.0008907008	0.00079857284	0.6535763	0.32262647	0.010953869	0.0067224614
à	0.0015222589	0.0072770165	0.0025816578	0.70187515	0.21443884	0.037338905	0.034966107
i	0.26753947	0.0070035844	0.000950129	0.11915072	0.52068067	0.06018086	0.024494523
è	0.0014547224	0.00026845065	2.0671021e-05	0.007151659	0.95314497	0.009966055	0.027993469
n	0.00045325386	6.52022e-05	1.1713769e-05	0.00036197735	0.7680229	0.019404784	0.21168017
a	1.11974e-06	1.7630311e-05	3.7828202e-05	0.017474262	0.6185096	0.1555656	0.20839404
n	0.0057797357	0.000106989784	5.5415127e-05	0.0005181354	0.48951277	0.18318151	0.32084545
r	4.304499e-06	3.8229696e-06	3.208615e-06	0.0005215498	0.20950076	0.5227417	0.26722467
ù	1.7656356e-06	8.169945e-07	1.876794e-06	0.00010990017	0.023100954	0.42560875	0.5511759
s	0.007125686	0.00023126027	0.00021778993	0.00080968335	0.041233644	0.42286757	0.52751434
t	3.3027152e-06	1.4012699e-05	1.0820741e-05	0.00022101159	0.08056399	0.5411548	0.378032
i	4.882006e-06	1.1664637e-06	1.0925522e-06	6.761544e-06	0.008488981	0.5572102	0.43428695
k	0.007646619	0.0008090095	0.00045469953	0.00066740013	0.019428916	0.19239344	0.7786
o	2.8142256e-05	2.7271104e-05	1.5044686e-05	5.3617317e-05	0.0016284585	0.68069893	0.31754857
</S>	0.3613276	0.00966724	0.004449278	0.0030625171	0.009551624	0.036055293	0.5758864
