 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.99072367	0.008841009	0.0002607482	0.00015542244	1.463546e-05	3.8848584e-06	5.29386e-07	7.729037e-08	4.710709e-08
g	0.6426718	0.3551111	0.0018916981	0.00031016656	1.282444e-05	2.1287692e-06	3.963634e-08	1.173431e-07	1.8923546e-07
e	0.73258823	0.17112087	0.07314926	0.018300591	0.0045868447	0.0002264982	1.7379167e-05	2.0307368e-06	8.311478e-06
n	0.15385279	0.835154	0.01082965	0.00015818537	5.094034e-06	2.5547942e-07	7.581584e-09	1.5459816e-09	1.4876239e-09
i	0.5260614	0.42816994	0.034906026	0.008881258	0.0018092339	0.00015271906	1.17614345e-05	9.957607e-07	6.6782786e-06
t	0.008301573	0.9526332	0.03819115	0.00083830714	3.387524e-05	1.832793e-06	5.1315887e-08	1.08031495e-08	1.2004158e-08
ò	0.033137172	0.80374	0.109063104	0.04536179	0.0078057805	0.0007791794	7.6017066e-05	7.011236e-06	2.9913339e-05
r	0.0035694374	0.43420088	0.5375117	0.023510527	0.0011486436	5.5362663e-05	2.4941974e-06	4.5296918e-07	4.9171496e-07
u	0.022013685	0.84030914	0.064539246	0.04355905	0.026786244	0.0024100125	0.00026106756	2.7966327e-05	9.355373e-05
e	0.0020765925	0.082702324	0.7819111	0.11432943	0.01747752	0.001443978	4.6907924e-05	3.9566994e-06	8.237226e-06
n	0.014915872	0.072910786	0.57047313	0.30208433	0.03572092	0.0037541024	0.000112187045	8.890002e-06	1.9767585e-05
è	0.00028741817	0.01128126	0.089978985	0.60151976	0.22912037	0.05286485	0.012592046	0.00092440745	0.0014308685
n	0.0035435183	0.0049055903	0.22537112	0.59809256	0.1551467	0.012050173	0.00069310836	8.290003e-05	0.00011430836
u	3.0382269e-05	0.02674956	0.026397532	0.51061755	0.37174177	0.056110483	0.002373547	0.0012970218	0.004682163
s	0.0011175602	0.0013082561	0.030525574	0.2996745	0.5568353	0.10512524	0.004166671	0.00034777785	0.0008991743
a	8.162181e-06	0.00015316217	0.0049221297	0.29747057	0.5723853	0.10299973	0.016032455	0.0015195032	0.0045090187
l	0.00090948265	0.00012258349	0.0020932178	0.033610642	0.5785731	0.36239448	0.017486647	0.0013878327	0.0034220365
l	3.191193e-05	0.00027490358	0.0010954558	0.038791697	0.5007121	0.3371067	0.091986336	0.01018178	0.019819098
i	4.14368e-07	7.899692e-06	0.0013787955	0.00982866	0.11292006	0.5456951	0.2106681	0.05563495	0.06386601
m	0.029714778	0.0031792666	0.0062799877	0.0022145256	0.1729616	0.6396464	0.112854354	0.010269897	0.022879219
o	1.7043069e-05	3.9814207e-05	0.0005074381	0.01090365	0.2639647	0.464304	0.20490028	0.019260341	0.036102675
n	0.033821043	0.0015665486	0.0011214339	0.00067672116	0.016750313	0.6514712	0.2327662	0.021548951	0.040277597
ì	2.5967724e-05	8.09613e-06	5.6209534e-05	0.0010598621	0.08472673	0.4880599	0.17671539	0.046535816	0.20281203
s	0.0024585465	0.000127191	0.00017583102	0.000594341	0.0048581227	0.40884146	0.40742272	0.073163025	0.102358826
o	2.2789009e-06	1.1012569e-05	1.2239988e-05	0.00021707569	0.024412181	0.61008114	0.11274102	0.08075208	0.17177106
m	0.0012966326	0.00022246664	0.0001645543	0.00080827315	0.001486347	0.060705505	0.43373454	0.23554946	0.2660322
e	0.00021585391	5.2457202e-05	6.135279e-05	0.00026217298	0.0026648925	0.023471672	0.32165438	0.18039906	0.47121817
m	0.005347586	0.00023090522	0.00015759768	0.00030309512	0.00025573457	0.004547335	0.06333	0.562556	0.36327168
a	0.0003373162	4.703176e-05	8.143458e-05	0.00029529858	0.0024808804	0.016259594	0.1800952	0.1623791	0.6380242
i	0.005503654	0.00058997486	0.0005114657	0.0014689284	0.0009081396	0.0071096076	0.047399078	0.63306874	0.30344048
</S>	0.010377323	0.0028348386	0.00084810844	0.0014726205	0.00094990345	0.007191206	0.020902403	0.48607722	0.46934634
