 	vengono	vestiti	dai	genitori	</S>
è	0.9941121	0.005394774	0.00032795014	0.00015194595	1.3246018e-05
r	0.9871502	0.012838511	9.985287e-06	8.193796e-07	5.172861e-07
k	0.5525313	0.3977063	0.02950271	0.011851329	0.008408384
u	0.43772534	0.55280054	0.0069315857	0.0022047819	0.0003376993
t	0.11515109	0.8651063	0.019195491	0.00021211554	0.00033505412
t	0.028476616	0.96816295	0.0029661825	0.00024405784	0.00015026306
e	0.10781285	0.88842946	0.002773608	0.0007704883	0.00021347382
n	0.015320652	0.9636098	0.019731743	0.0011080713	0.00022978183
d	0.0014717036	0.9722735	0.022383424	0.0021051408	0.0017661992
i	0.002192245	0.31611744	0.35399014	0.12894933	0.19875084
m	0.028917769	0.7240869	0.22347817	0.020190483	0.0033267725
è	0.0040185093	0.40524298	0.4843329	0.049460027	0.056945574
n	0.06430605	0.27351245	0.63010144	0.021783283	0.010296782
i	0.00032013972	0.51724976	0.408683	0.054515023	0.019232057
à	0.02348614	0.014394147	0.7339723	0.17940417	0.048743162
t	0.004483259	0.0030589793	0.6127173	0.24084577	0.13889468
t	7.987441e-06	0.0016784242	0.8186569	0.109066956	0.07058983
u	6.360289e-06	2.4448538e-05	0.22099593	0.571664	0.2073093
s	0.007892401	0.00026193942	0.043398686	0.7156015	0.23284549
g	1.0220492e-05	0.00017139273	0.26463464	0.4772413	0.2579424
e	1.5464087e-05	4.055095e-05	0.007595745	0.5203897	0.47195855
n	0.0014583602	1.7462562e-05	0.0014553565	0.8260906	0.17097817
i	1.36141425e-05	4.107929e-05	0.013041246	0.6718932	0.31501094
t	0.008321082	3.4411616e-05	0.00046497877	0.8336389	0.15754066
ò	2.7013737e-05	2.1346568e-05	0.0016332602	0.8369301	0.16138828
r	0.014633665	0.00022973186	0.0007600912	0.7508502	0.23352629
u	0.0001363714	0.00051290024	0.0031953317	0.9063854	0.08976999
</S>	0.029908806	0.0007182382	0.0032789286	0.29622796	0.669866
