 	se	vieni	ogni	sabato	ti	compro	il	pane	</S>
a	0.9588943	0.04097586	6.730071e-05	5.1624524e-05	1.0274074e-05	5.9397144e-07	3.6476845e-08	1.10846505e-08	7.497046e-09
n	0.005711554	0.9653625	0.028887734	3.374686e-05	4.2901e-06	1.6795684e-07	3.557364e-08	2.4731404e-08	1.15572945e-07
è	0.01588089	0.9358469	0.0456381	0.0021736545	0.00043061207	2.781251e-05	1.5821109e-06	1.5316799e-07	3.7408586e-07
r	0.00023220875	0.40383327	0.57980216	0.015704555	0.00039302162	3.3313718e-05	1.1691543e-06	1.7294683e-07	1.1350137e-07
k	0.005021055	0.47694245	0.45114037	0.060079664	0.0062774713	0.00042333492	3.296363e-05	1.5487598e-05	6.717241e-05
e	0.30225298	0.27181906	0.35120288	0.052524645	0.018856594	0.00250214	0.00068500795	8.878347e-05	6.789124e-05
s	8.1750535e-05	0.008684756	0.9646054	0.021684296	0.0045994553	0.00032421458	1.6258431e-05	1.2045704e-06	2.6272528e-06
e	0.004710226	0.061242376	0.8984366	0.023829948	0.011179997	0.0005229473	3.0937525e-05	3.6230786e-06	4.3360527e-05
k	0.0014962045	0.011990968	0.8379835	0.10712418	0.03778992	0.0035027056	8.708149e-05	9.125396e-06	1.6245622e-05
u	0.0099216495	0.01282437	0.72856253	0.17455444	0.06897881	0.0041570477	0.00049727655	0.00010022598	0.00040363963
à	0.0027825495	0.008199743	0.79179746	0.16444811	0.031164324	0.0015657515	3.6353358e-05	3.059752e-06	2.6792468e-06
i	0.016848436	0.0069547775	0.2773921	0.4626397	0.1807201	0.053543426	0.0009539655	0.00021521587	0.00073232065
s	0.034030143	0.0018859147	0.02198868	0.48170123	0.28856546	0.16683051	0.0029658063	0.00040766556	0.0016246085
à	0.00029987216	9.318372e-05	0.005274761	0.5227318	0.41508263	0.045932252	0.00707646	0.0009558279	0.0025531999
m	0.058010936	0.0025116794	0.001971953	0.16967537	0.6261406	0.1378867	0.0031172738	0.0002884419	0.00039704324
b	1.8576497e-05	3.991094e-05	0.0050443094	0.6966072	0.19166556	0.07753107	0.00946436	0.004829296	0.014799774
a	0.021506265	0.00051866757	0.00014762866	0.0090709785	0.7586282	0.16567427	0.026856719	0.0044572833	0.013140023
s	0.006375809	0.0023336147	0.00027499913	0.0017060102	0.3273396	0.6426883	0.01562642	0.0013208482	0.0023344671
u	0.006176164	2.4799583e-05	2.2469947e-05	0.012478051	0.64249086	0.2613624	0.032786928	0.0064331917	0.038225204
v	0.00043517275	6.170756e-05	8.152341e-06	0.000113334885	0.017628018	0.9393822	0.034634337	0.0027323165	0.0050047277
o	0.013370446	0.00067023886	0.00032975955	0.000983371	0.18790881	0.4556034	0.12513463	0.047231957	0.16876742
r	0.007414952	0.0010695859	1.862838e-05	0.00011488621	0.008905582	0.8855201	0.08361263	0.006640276	0.0067034583
à	0.0009103032	0.0001984359	7.52137e-05	0.00051171705	0.124199994	0.4900928	0.121662155	0.051132828	0.21121652
z	0.0052026967	0.005400371	0.00032025858	0.001247357	0.0078493	0.689882	0.2457941	0.025010481	0.01929338
o	6.432459e-06	8.164232e-05	6.557905e-05	0.00034432084	0.032365855	0.5140442	0.160713	0.081802525	0.2105764
o	0.00019742985	0.00030202867	4.7820147e-05	0.0008596401	0.0012008812	0.17803563	0.5304088	0.17657402	0.112373725
t	0.00025270894	0.0002264983	3.8505717e-05	0.0002027338	0.00030528833	0.039898336	0.52098143	0.26810563	0.16998881
s	9.055575e-05	4.356395e-06	5.3124165e-07	3.6094573e-06	0.000115069946	0.020261403	0.46803433	0.24825181	0.26323843
o	1.23096315e-05	1.3806388e-06	2.736264e-07	3.2007881e-06	2.6556341e-05	0.0027958578	0.24049477	0.4158874	0.34077823
m	2.720038e-05	0.00016262774	3.425855e-05	0.0008038064	0.00062083855	0.021688385	0.15987383	0.58746386	0.22932516
ì	0.0017215087	6.006415e-05	3.5145192e-06	2.0290692e-05	0.00015787233	0.002850685	0.07388747	0.30305216	0.61824644
</S>	0.0006643564	0.0032874374	0.0005265315	0.006828698	0.0016342801	0.017468583	0.06450639	0.7160763	0.18900739
