 	se	vieni	a	casa	ogni	sabato	</S>
a	0.9578579	0.04206672	6.390842e-05	7.957328e-06	8.1384326e-07	2.1352291e-06	4.359231e-07
n	0.011372947	0.97498	0.012766331	0.00084971526	1.09880075e-05	3.3568178e-06	1.6612867e-05
è	0.014580086	0.9282217	0.055587307	0.0015120885	6.214325e-05	2.3525183e-05	1.3029126e-05
r	0.00021196433	0.52261513	0.37318537	0.10193606	0.00096691505	0.00057936856	0.00050521473
t	0.003054886	0.38621596	0.5055737	0.095689334	0.003948572	0.0011165658	0.0044009783
i	0.027417373	0.22408277	0.72425336	0.021937946	0.001324992	0.00043143722	0.00055205135
è	0.00010771722	0.0038968567	0.8103133	0.17859377	0.0053845234	0.0008889002	0.00081486953
s	0.00019107011	0.00043324553	0.55601984	0.41873866	0.019641586	0.0027418397	0.002233716
s	0.000118868076	0.0031877165	0.5153759	0.42199525	0.026137963	0.007857049	0.025327189
u	0.1291017	0.017313609	0.49750194	0.26806778	0.03824524	0.01575609	0.034013554
k	0.0039963746	0.01100007	0.06812863	0.5869027	0.22858514	0.069998726	0.03138843
u	0.018386964	0.0020146875	0.033742644	0.6972319	0.14828722	0.039664023	0.060672674
à	0.033349913	0.0074553154	0.002280107	0.09455095	0.35605553	0.43245566	0.07385244
i	0.0200496	0.0017067352	0.002164219	0.064004645	0.67562455	0.1575888	0.07886142
s	0.0049463436	0.00020932127	0.00026607962	0.0076083834	0.6711776	0.21623552	0.09955674
à	0.0011701959	3.2399592e-05	0.00027284454	0.016873665	0.35361874	0.3730857	0.2549465
m	0.047856834	0.0011598457	1.2122838e-05	0.00045621037	0.12925795	0.6544533	0.1668037
b	1.8013285e-05	4.602758e-05	0.0005111348	0.042079583	0.30698755	0.39534804	0.25500965
a	0.011189567	0.01395047	0.0016679522	0.00096350815	0.009738887	0.64325744	0.31923217
</S>	0.0042176596	0.0023696502	0.0005079448	0.0028574662	0.023720074	0.48015156	0.48617572
