 	se	vuoi	vivere	non	essere	grasso	bisogna	mangiare	poco	</S>
a	0.9911061	0.008855997	3.246507e-05	1.7929143e-06	2.904431e-06	6.466166e-07	4.5705796e-08	3.5723562e-09	3.031669e-09	1.5786518e-09
t	0.006507104	0.99034214	0.0031210291	2.7928045e-05	1.5233958e-06	1.5162134e-07	6.753599e-08	1.4111509e-08	1.3754329e-09	1.4780304e-08
e	0.18680647	0.7908123	0.020258872	0.0011564661	0.0007875913	0.00015754109	1.9362173e-05	1.0265863e-06	1.2954287e-07	2.0692956e-07
l	0.00033901798	0.9486019	0.05047641	0.00044541492	0.00013277022	4.428984e-06	2.7549403e-08	1.6931462e-09	5.3489607e-10	6.6507083e-10
ì	0.08780828	0.7517699	0.07841967	0.06534013	0.01354165	0.0022922514	0.00076905097	3.8542144e-05	4.1089825e-06	1.6424414e-05
s	0.0012277656	0.47059366	0.41964942	0.10442424	0.0039710733	0.000120711295	9.996953e-06	2.8166337e-06	4.616977e-08	1.2587199e-07
i	0.01393963	0.73081815	0.24913009	0.003432702	0.0021981164	0.00039016514	7.0420836e-05	9.12172e-06	3.0405888e-06	8.507616e-06
n	0.00022000063	0.30014482	0.5737777	0.11335458	0.011383856	0.0010963267	1.923948e-05	2.922502e-06	7.989032e-08	4.6983084e-07
a	0.006784481	0.618156	0.26267397	0.07093641	0.030048601	0.008960368	0.0022604081	0.00012431711	9.207462e-06	4.615407e-05
z	0.0011382301	0.014425768	0.7764921	0.18220091	0.023261074	0.002459887	1.8916087e-05	2.3944658e-06	1.8009689e-07	5.4450254e-07
ì	0.012061271	0.05240052	0.55733615	0.24964581	0.096585326	0.024254896	0.006959769	0.00043846908	6.0664188e-05	0.0002571881
s	0.0010510584	0.0014730267	0.767282	0.21709712	0.012353677	0.0007237086	1.543486e-05	3.475804e-06	2.3912065e-07	2.9570435e-07
i	0.0015338127	0.18583418	0.7876711	0.013646523	0.008699334	0.0020202661	0.000512324	4.4568184e-05	9.847187e-06	2.810746e-05
n	0.0014485951	0.00060198025	0.5740706	0.3459697	0.06458051	0.013158075	0.00014670704	1.7970457e-05	9.442328e-07	4.9638825e-06
a	0.0005108461	0.00024453836	0.4701611	0.23506565	0.20372242	0.06705264	0.021170663	0.001380619	0.00018642072	0.00050509203
m	0.014342418	0.0006554803	0.06679669	0.416629	0.41244835	0.08785708	0.0011054834	0.00012769176	8.106259e-06	2.9712184e-05
i	0.015789984	0.00034557862	0.080371134	0.19551738	0.48200336	0.17571387	0.044765368	0.0030446309	0.00048671413	0.0019621204
n	0.07458998	0.0038415922	0.0076254476	0.43884793	0.37008926	0.104280256	0.0006007456	9.008782e-05	8.246941e-06	2.6437823e-05
ì	0.004439767	5.9375207e-06	0.010609289	0.22199693	0.49514022	0.20743543	0.051106203	0.0042233528	0.00051096216	0.0045319647
s	0.017470103	0.001518116	0.00049583876	0.026436564	0.6307124	0.30442244	0.016282637	0.0021394826	0.00016040947	0.00036203343
e	1.2825161e-05	6.4805727e-06	0.023736343	0.02602163	0.52419937	0.24172677	0.15199773	0.017031698	0.0045190277	0.010748059
l	0.0017077555	0.00057112705	0.00012363154	0.0067150546	0.08913577	0.87531817	0.022548834	0.0030763205	0.00013025681	0.0006731305
i	0.00032170286	6.5812994e-05	0.001318842	0.0041232235	0.09306234	0.49084368	0.360007	0.031503472	0.007584926	0.011168967
p	0.0036561699	0.0018127442	1.2257045e-05	0.00421844	0.030170022	0.9089283	0.040607378	0.00816579	0.00054793747	0.0018808901
a	0.0010634374	4.657044e-05	0.00053797907	0.0017749137	0.022182561	0.45066738	0.41130817	0.056401826	0.018110095	0.03790715
r	0.0066019553	0.018975273	7.727224e-05	0.0066325874	0.009337369	0.88607943	0.054352548	0.014236512	0.00097050646	0.0027364905
ò	0.00010925447	3.092504e-05	8.397323e-05	0.0013292109	0.009967571	0.5172366	0.3213274	0.06326889	0.017147684	0.069498554
n	0.007957936	0.13055894	0.0007783794	0.011287707	0.0066850022	0.5766104	0.16285601	0.082132466	0.0068511995	0.014281904
g	1.4002867e-05	5.043903e-06	9.682183e-06	0.0004018747	0.0059731808	0.31651735	0.5275463	0.071020775	0.024014091	0.054497775
h	2.167114e-06	1.7815715e-07	1.5978931e-06	0.0002866738	0.0003645638	0.06420146	0.42352358	0.23758426	0.15757908	0.11645644
ì	4.2311017e-06	2.9546734e-07	5.3778876e-07	0.00033458162	0.0007770152	0.10840518	0.37100336	0.2252203	0.13406771	0.16018681
z	0.0020571926	0.032289963	0.00029902288	0.0107552195	0.008296403	0.28113425	0.15777783	0.3610682	0.042094614	0.10422731
i	1.8268523e-06	3.6957179e-06	5.0112212e-05	8.663454e-05	0.0001773274	0.056461636	0.5607434	0.17208031	0.07769772	0.13269733
n	0.0007799299	0.0046660323	0.0003480088	0.003018058	0.0043997574	0.019138852	0.033970255	0.3663281	0.18274033	0.38461068
a	9.2987946e-05	2.4500543e-05	2.5462093e-06	5.4010205e-05	3.472473e-05	0.0017856035	0.33932242	0.26912075	0.17663918	0.21292332
f	0.00075387297	0.005029049	0.00017411905	0.0008696244	0.001193602	0.00491331	0.023626683	0.22455743	0.42415652	0.31472576
à	0.00020667058	2.479166e-05	7.1381596e-06	0.0003798159	0.00012324468	0.0024605417	0.044488106	0.18296935	0.31203666	0.45730364
i	0.0015004136	0.024119802	0.00020577213	0.0029520916	0.005528483	0.0065296562	0.005908366	0.060497504	0.48789296	0.4048649
a	0.00015777886	0.0013832566	0.00021383217	0.0009784673	0.0017920724	0.0042430917	0.012343915	0.06978155	0.40984467	0.49926135
l	0.00040351815	0.0027372923	0.0005404605	0.0012462776	0.0024738717	0.0048134346	0.008506891	0.030078894	0.59844154	0.35075775
ì	0.0001596432	2.329831e-05	2.763893e-06	4.4501594e-05	1.9579817e-05	0.00027300598	0.0043930113	0.030105991	0.39545307	0.5695252
o	0.001008328	0.015549678	0.00046075333	0.0020197444	0.004922635	0.0035962253	0.0064259125	0.020597463	0.5236386	0.4217807
</S>	0.00034030108	0.0033198353	0.0006178368	0.0018705605	0.0040951045	0.005796476	0.009724838	0.020881556	0.47936794	0.4739856
