 	la	macchina	si	è	rotta	e	vuole	riparate	dal	meccanico	</S>
e	0.9751526	0.021855654	0.002121076	0.00082111417	1.986811e-05	2.488946e-05	3.6429108e-06	6.4349047e-07	1.8894117e-07	2.032455e-07	2.5291019e-08
m	0.94207215	0.052959453	0.004002325	0.0006878783	0.00026854238	8.606946e-06	8.0379215e-07	8.461289e-08	4.5649582e-08	3.5573824e-09	2.4069683e-08
à	0.09983761	0.82389015	0.06511093	0.008771017	0.0021865251	0.00019197386	9.265193e-06	2.2673892e-06	2.3226544e-07	2.0392989e-08	6.608324e-08
k	0.085547395	0.8384281	0.0724196	0.0020473779	0.0015126682	3.6370206e-05	7.523662e-06	8.906398e-07	4.5278323e-08	1.6088989e-09	5.1266147e-09
i	0.008022817	0.13124046	0.22338672	0.15619941	0.3730898	0.063090585	0.038290232	0.004064531	0.001538462	0.00047838423	0.0005986008
n	0.0018487155	0.3679069	0.5141559	0.08829209	0.026346017	0.0013932032	4.5336248e-05	1.0686603e-05	7.779998e-07	1.12801025e-07	2.1743111e-07
a	0.0026443365	0.4254826	0.36746147	0.064030334	0.13130614	0.0072633275	0.0015709426	0.0002033609	2.2573106e-05	7.0384244e-06	7.959911e-06
e	0.0013813849	0.012642429	0.64747393	0.23358661	0.100279614	0.0044274456	0.00016838424	3.6243247e-05	3.0737938e-06	5.353769e-07	3.5076837e-07
k	0.008703955	0.005342421	0.21459147	0.62399524	0.12073148	0.025770605	0.0006081836	0.00023196131	2.1966376e-05	7.5692446e-07	2.0774978e-06
l	0.001377081	0.016437434	0.40183097	0.2448896	0.29701442	0.030370621	0.0063101533	0.0012725258	0.00023796766	0.0001672709	9.1991766e-05
à	5.589513e-05	6.304051e-05	0.026489438	0.80984235	0.06629485	0.08380181	0.00933645	0.0030662816	0.0006342734	0.0002267026	0.00018884859
s	0.00015306585	0.00029349473	0.09114637	0.059241984	0.7822956	0.045171984	0.020653311	0.0010209545	2.1512573e-05	2.3085718e-07	1.5821984e-06
t	0.00019309403	0.030969372	0.3200008	0.10381372	0.5037383	0.031191824	0.009292618	0.00046149068	0.00010677185	0.00010137242	0.00013056386
i	5.770527e-06	3.4327455e-05	0.03858342	0.33094764	0.37902322	0.20054525	0.039319843	0.008550483	0.00082822243	0.0018896883	0.0002720379
c	0.014822451	0.00057975843	0.001037893	0.013064591	0.6237748	0.29663172	0.039771654	0.009239416	0.0009639975	4.8745955e-05	6.49499e-05
e	0.00067599467	0.00013814215	0.00094152347	0.013402239	0.47545367	0.33906662	0.1338661	0.030938966	0.0037474243	0.0007618177	0.0010073617
e	0.18444596	0.0009967564	0.00020739595	0.0018328803	0.08591734	0.4729974	0.1957649	0.046516847	0.008060591	0.00024050138	0.003019463
t	0.0019390604	0.0001798631	9.4859955e-05	0.0021426445	0.22252502	0.64463603	0.09119519	0.030851271	0.0053833365	0.00012018086	0.0009324419
è	8.738299e-06	1.0060925e-05	1.661413e-05	0.00092527416	0.034833487	0.4340461	0.39743188	0.087477386	0.022718737	0.013645022	0.008886779
l	0.103034765	0.00073695125	0.00011209992	0.00019468578	0.001621943	0.18766002	0.61563516	0.07164082	0.015827525	0.002017544	0.0015184988
i	1.2737737e-06	6.9097823e-06	7.05485e-05	0.00075926253	0.39340976	0.2664842	0.2609536	0.01807903	0.024947133	0.01573837	0.019549955
t	0.003555516	0.00013018778	3.0283178e-05	9.880899e-05	0.00015589374	0.04317269	0.3925975	0.48484775	0.06939572	0.0017058447	0.0043097963
i	7.1339555e-06	9.108141e-06	7.359934e-06	5.2866442e-05	0.0060630124	0.17889394	0.6083951	0.13158421	0.033482578	0.021539817	0.019964892
a	0.0006786079	5.8396177e-05	2.6907199e-05	5.345617e-05	2.953014e-05	0.0056926645	0.24875413	0.56499696	0.16562429	0.0032269892	0.010858017
m	0.0010768649	0.00013047318	5.4441003e-05	8.6389795e-05	3.6936883e-05	0.003102236	0.18205063	0.47550818	0.30310002	0.0077959416	0.02705794
m	6.512007e-05	3.6096175e-05	5.4310316e-05	0.0001567743	0.0012764278	0.005405903	0.20102853	0.33956468	0.16212793	0.14566326	0.14462098
è	8.396756e-05	7.705807e-06	0.00013281728	0.0023380478	0.00018653231	0.0038123801	0.01753872	0.301585	0.30202997	0.08445566	0.2878293
n	0.03976423	0.0079896245	0.030146316	0.018459417	0.0017776975	0.006327743	0.01213761	0.5032889	0.3112892	0.041664768	0.027154475
i	8.163238e-06	1.00586085e-05	2.7784152e-05	6.019094e-05	0.0002804912	0.0033119938	0.14290795	0.3836148	0.2222086	0.15017845	0.097391576
à	0.0025609653	0.0012845475	0.00053341483	0.00075949007	0.00013856903	0.002004317	0.00876178	0.33161876	0.5540851	0.028396344	0.06985676
t	0.00029158796	0.00017396144	0.0001306437	0.00020442692	3.757669e-05	0.00018437355	0.0019389828	0.02629752	0.61788577	0.042540904	0.31031433
t	6.3781e-06	7.725072e-06	4.5401484e-06	8.568899e-06	0.00015011095	0.0009889595	0.057327434	0.07975463	0.35077348	0.2647368	0.24624136
o	1.1590297e-06	1.2896365e-06	1.7372236e-06	2.6277742e-06	1.3251894e-06	2.5148072e-05	0.0017107564	0.04952091	0.3897009	0.33446947	0.2245646
m	0.0014829565	0.0009483882	0.0006425125	0.0009667671	9.389616e-05	0.0021025988	0.0055911993	0.16396356	0.62842387	0.08648929	0.10929496
à	0.00021613762	0.00024113456	0.0001856504	0.0003170634	0.0005235454	0.001149016	0.0032208113	0.03277917	0.12380195	0.42971212	0.4078533
s	0.00802238	0.003992845	0.0063874526	0.010102048	0.0006165957	0.012770623	0.007564194	0.061891045	0.15629037	0.50848293	0.22387944
t	2.1977849e-05	2.345669e-05	5.773472e-06	5.8806318e-06	1.4420767e-05	6.71135e-05	0.0008894678	0.017576184	0.20952262	0.29402605	0.47784707
o	1.5087077e-05	1.6990574e-05	7.920877e-06	8.709475e-06	3.0078252e-06	2.4974885e-05	0.0001651017	0.005483145	0.12712182	0.6363296	0.23082362
r	0.022407485	0.019041304	0.012582629	0.010515226	0.0008258325	0.004199591	0.0030242058	0.019847464	0.18172641	0.34532937	0.38050044
a	9.216817e-05	9.442805e-05	4.354862e-05	9.420551e-05	5.822494e-05	0.00012641463	0.00015800758	0.0036704822	0.030706324	0.71289736	0.25205886
</S>	0.018115764	0.016562497	0.034449816	0.036511116	0.0022076273	0.009720761	0.003743808	0.016872775	0.08513167	0.2983472	0.47833693
